Name,lambda,Species,chi,loggf,EW,f_EW,e_EW,l_logeps,logeps,sigma,sigmaStat,sigmaSys,sigmaTeff,sigmalogg,sigmaVmic,sigma[M/H],sigmacont
CarII-9296,4271.15,26.0,2.45,-0.35,75.3,,7.4,,4.31,0.31,0.17,0.26,0.21,-0.05,-0.13,0.0,0.17
CarII-9296,4274.81,24.0,0.0,-0.22,104.0,,8.3,,2.56,0.45,0.22,0.39,0.27,-0.08,-0.27,-0.01,0.25
CarII-9296,4282.4,26.0,2.17,-0.78,97.8,,8.0,,5.01,0.41,0.22,0.34,0.22,-0.07,-0.25,-0.01,0.22
CarII-9296,4283.01,20.0,1.88,-0.22,66.5,,7.0,,4.09,0.23,0.14,0.18,0.15,-0.04,-0.08,0.0,0.11
CarII-9296,4289.73,24.0,0.0,-0.37,88.7,,6.8,,2.3,0.39,0.17,0.34,0.27,-0.06,-0.2,-0.0,0.19
CarII-9296,4325.0,21.1,0.59,-0.44,77.0,,6.1,,0.43,0.24,0.13,0.2,0.12,0.11,-0.12,0.0,0.14
CarII-9296,4330.7,22.1,1.18,-2.09,53.9,,7.4,,2.73,0.21,0.13,0.17,0.1,0.12,-0.05,0.01,0.07
CarII-9296,4337.05,26.0,1.56,-1.7,67.5,,6.3,,4.44,0.31,0.13,0.28,0.25,-0.04,-0.1,0.0,0.11
CarII-9296,4337.91,22.1,1.08,-1.13,103.2,,6.3,,2.71,0.34,0.17,0.29,0.1,0.1,-0.25,-0.0,0.2
CarII-9296,4352.73,26.0,2.22,-1.29,75.3,,7.1,,4.98,0.31,0.17,0.26,0.22,-0.04,-0.14,0.0,0.15
CarII-9296,4394.06,22.1,1.22,-1.77,71.3,,7.3,,2.77,0.24,0.15,0.18,0.09,0.12,-0.11,0.0,0.1
CarII-9296,4399.77,22.1,1.24,-1.2,86.9,,7.3,,2.55,0.28,0.18,0.22,0.09,0.11,-0.16,0.0,0.16
CarII-9296,4417.72,22.1,1.16,-1.43,72.5,,6.1,,2.38,0.23,0.14,0.19,0.11,0.12,-0.1,0.0,0.13
CarII-9296,4422.57,26.0,2.84,-1.11,34.7,,8.5,,4.72,0.26,0.16,0.2,0.2,-0.02,-0.03,0.0,0.06
CarII-9296,4425.44,20.0,1.88,-0.36,58.9,,0.5,,4.06,0.26,0.2,0.17,0.16,-0.03,-0.06,0.0,0.1
CarII-9296,4434.96,20.0,1.89,-0.01,55.7,,6.2,,3.66,0.2,0.11,0.17,0.16,-0.03,-0.05,0.0,0.07
CarII-9296,4435.68,20.0,1.89,-0.52,40.6,,6.3,,3.9,0.2,0.11,0.16,0.16,-0.02,-0.03,0.0,0.05
CarII-9296,4442.34,26.0,2.2,-1.23,65.7,,8.1,,4.66,0.29,0.16,0.25,0.23,-0.04,-0.09,0.0,0.09
CarII-9296,4443.8,22.1,1.08,-0.71,104.9,,5.2,,2.3,0.32,0.14,0.29,0.11,0.1,-0.25,-0.0,0.18
CarII-9296,4447.72,26.0,2.22,-1.34,47.9,,4.6,,4.47,0.25,0.08,0.23,0.23,-0.03,-0.05,0.0,0.06
CarII-9296,4450.48,22.1,1.08,-1.52,66.6,,5.6,,2.26,0.21,0.11,0.18,0.1,0.12,-0.09,0.0,0.09
CarII-9296,4454.78,20.0,1.9,0.26,67.9,,1.3,,3.63,0.29,0.22,0.18,0.15,-0.04,-0.09,0.0,0.09
CarII-9296,4455.89,20.0,1.9,-0.52,37.3,,4.9,,3.86,0.18,0.09,0.16,0.16,-0.02,-0.03,0.0,0.05
CarII-9296,4464.45,22.1,1.16,-2.08,50.2,,5.4,,2.62,0.19,0.09,0.17,0.11,0.12,-0.05,0.01,0.07
CarII-9296,4468.49,22.1,1.13,-0.63,121.1,,7.4,,2.69,0.4,0.19,0.34,0.1,0.09,-0.32,-0.01,0.26
CarII-9296,4491.41,26.1,2.86,-2.71,18.1,,3.4,,4.49,0.17,0.09,0.14,0.03,0.13,-0.01,0.0,0.04
CarII-9296,4494.56,26.0,2.2,-1.14,73.0,,6.0,,4.71,0.28,0.13,0.26,0.23,-0.04,-0.11,-0.0,0.1
CarII-9296,4501.27,22.1,1.11,-0.77,111.5,,5.8,,2.56,0.33,0.14,0.3,0.09,0.09,-0.27,-0.01,0.17
CarII-9296,4508.28,26.1,2.86,-2.44,46.9,,5.6,,4.82,0.18,0.1,0.14,0.03,0.13,-0.04,0.0,0.06
CarII-9296,4528.61,26.0,2.17,-0.89,84.3,,6.7,,4.67,0.32,0.15,0.28,0.23,-0.05,-0.15,-0.0,0.15
CarII-9296,4531.15,26.0,1.48,-2.1,53.9,,5.4,,4.46,0.29,0.1,0.27,0.26,-0.03,-0.06,0.0,0.08
CarII-9296,4545.13,22.1,1.13,-2.45,35.6,,5.2,,2.68,0.19,0.09,0.17,0.11,0.13,-0.03,0.01,0.04
CarII-9296,4548.76,22.0,0.82,-0.28,24.3,,5.6,,2.65,0.28,0.12,0.25,0.25,-0.03,-0.01,0.0,0.04
CarII-9296,4555.89,26.1,2.83,-2.4,51.4,,9.7,,4.83,0.23,0.17,0.14,0.03,0.13,-0.06,0.0,0.06
CarII-9296,4563.76,22.1,1.22,-0.96,99.2,,4.9,,2.55,0.28,0.12,0.25,0.08,0.1,-0.22,-0.0,0.15
CarII-9296,4571.1,12.0,0.0,-5.69,50.0,,4.9,,5.16,0.33,0.07,0.32,0.31,-0.04,-0.03,0.0,0.05
CarII-9296,4571.97,22.1,1.57,-0.31,90.3,,5.3,,2.1,0.25,0.13,0.22,0.08,0.11,-0.17,0.0,0.14
CarII-9296,4583.84,26.1,2.81,-1.93,59.2,,5.5,,4.47,0.18,0.1,0.15,0.03,0.13,-0.07,0.0,0.08
CarII-9296,4589.96,22.1,1.24,-1.79,53.4,,5.7,,2.46,0.2,0.1,0.17,0.1,0.12,-0.05,0.01,0.07
CarII-9296,4602.94,26.0,1.48,-2.21,62.0,,6.4,,4.72,0.3,0.12,0.27,0.26,-0.04,-0.08,0.0,0.08
CarII-9296,4657.2,22.1,1.24,-2.29,18.6,,4.4,,2.27,0.2,0.11,0.17,0.1,0.13,-0.01,0.01,0.04
CarII-9296,4691.41,26.0,2.99,-1.45,33.8,,6.1,,5.2,0.23,0.12,0.2,0.19,-0.02,-0.02,0.0,0.04
CarII-9296,4702.99,12.0,4.33,-0.38,60.2,,6.5,,5.03,0.16,0.1,0.13,0.12,-0.04,-0.04,0.0,0.06
CarII-9296,4733.59,26.0,1.48,-2.99,32.3,,6.8,,4.95,0.3,0.13,0.27,0.27,-0.03,-0.02,0.0,0.03
CarII-9296,4736.77,26.0,3.21,-0.67,32.4,,4.2,,4.64,0.2,0.08,0.18,0.18,-0.02,-0.03,0.0,0.03
CarII-9296,4805.09,22.1,2.06,-1.1,33.1,,5.3,,2.36,0.18,0.1,0.15,0.07,0.13,-0.02,0.01,0.03
CarII-9296,4840.87,22.0,0.9,-0.43,29.0,,5.9,,2.97,0.27,0.12,0.25,0.24,-0.03,-0.02,0.0,0.04
CarII-9296,4871.32,26.0,2.87,-0.34,62.6,,5.2,,4.45,0.24,0.1,0.22,0.2,-0.04,-0.08,0.0,0.07
CarII-9296,4872.14,26.0,2.88,-0.6,58.8,,5.5,,4.66,0.24,0.1,0.21,0.2,-0.03,-0.07,0.0,0.06
CarII-9296,4890.76,26.0,2.88,-0.38,70.0,,5.7,,4.64,0.25,0.11,0.23,0.2,-0.04,-0.1,0.0,0.09
CarII-9296,4891.49,26.0,2.85,-0.14,73.1,,7.5,,4.43,0.28,0.15,0.23,0.2,-0.05,-0.11,0.0,0.1
CarII-9296,4918.99,26.0,2.85,-0.34,46.0,,6.7,,4.13,0.24,0.12,0.2,0.2,-0.03,-0.04,0.0,0.06
CarII-9296,4920.5,26.0,2.83,0.06,81.0,,4.7,,4.37,0.27,0.1,0.25,0.2,-0.06,-0.14,-0.0,0.11
CarII-9296,4923.93,26.1,2.89,-1.26,108.6,,9.5,,4.88,0.31,0.2,0.24,0.03,0.1,-0.22,-0.0,0.15
CarII-9296,4938.81,26.0,2.87,-1.08,29.5,,6.6,,4.58,0.24,0.13,0.2,0.2,-0.02,-0.02,0.0,0.04
CarII-9296,4939.69,26.0,0.86,-3.25,59.0,,5.7,,4.92,0.32,0.11,0.3,0.29,-0.04,-0.07,0.0,0.07
CarII-9296,4981.73,22.0,0.85,0.57,55.9,,8.1,,2.38,0.29,0.14,0.26,0.25,-0.04,-0.05,0.0,0.08
CarII-9296,4994.13,26.0,0.91,-2.97,69.6,,9.2,,4.89,0.36,0.19,0.31,0.29,-0.04,-0.1,-0.0,0.1
CarII-9296,5012.07,26.0,0.86,-2.6,77.5,,7.1,,4.61,0.36,0.15,0.33,0.3,-0.05,-0.13,-0.0,0.12
CarII-9296,5018.45,26.1,2.89,-1.1,85.6,,6.3,,4.21,0.23,0.13,0.19,0.02,0.12,-0.15,0.0,0.14
CarII-9296,5041.07,26.0,0.96,-3.09,52.6,,1.3,,4.76,0.36,0.2,0.3,0.29,-0.04,-0.06,0.0,0.09
CarII-9296,5041.76,26.0,1.48,-2.2,88.7,,2.6,,5.2,0.44,0.3,0.32,0.27,-0.05,-0.17,-0.01,0.21
CarII-9296,5051.64,26.0,0.91,-2.76,82.3,,0.7,,4.93,0.41,0.24,0.33,0.29,-0.05,-0.14,-0.0,0.2
CarII-9296,5123.72,26.0,1.01,-3.06,57.6,,1.3,,4.87,0.36,0.21,0.3,0.29,-0.04,-0.06,0.0,0.09
CarII-9296,5127.36,26.0,0.91,-3.25,66.2,,9.2,,5.1,0.35,0.18,0.3,0.29,-0.04,-0.09,0.0,0.1
CarII-9296,5129.16,22.1,1.89,-1.34,34.1,,8.0,,2.4,0.21,0.14,0.15,0.08,0.13,-0.02,0.01,0.05
CarII-9296,5150.84,26.0,0.99,-3.04,38.5,,0.3,,4.49,0.34,0.18,0.29,0.29,-0.03,-0.03,0.0,0.06
CarII-9296,5172.68,12.0,2.71,-0.39,197.0,,3.3,,5.3,0.36,0.11,0.34,0.27,-0.17,-0.12,-0.01,0.14
CarII-9296,5183.6,12.0,2.72,-0.17,202.0,,1.6,,5.12,0.35,0.1,0.34,0.27,-0.17,-0.11,-0.01,0.13
CarII-9296,5188.68,22.1,1.58,-1.21,86.6,,0.7,,2.83,0.3,0.23,0.2,0.09,0.12,-0.14,0.0,0.13
CarII-9296,5192.34,26.0,3.0,-0.42,46.9,,6.6,,4.38,0.23,0.11,0.2,0.2,-0.03,-0.04,0.0,0.06
CarII-9296,5206.02,24.0,0.94,0.02,65.8,,8.5,,2.39,0.3,0.16,0.26,0.24,-0.04,-0.09,0.0,0.09
CarII-9296,5210.38,22.0,0.05,-0.82,29.5,,5.8,,2.34,0.31,0.11,0.29,0.29,-0.03,-0.02,0.0,0.04
CarII-9296,5216.27,26.0,1.61,-2.08,75.0,,0.2,,4.92,0.36,0.21,0.29,0.26,-0.05,-0.12,-0.0,0.12
CarII-9296,5266.56,26.0,3.0,-0.49,35.6,,6.5,,4.24,0.23,0.12,0.2,0.19,-0.03,-0.03,0.0,0.04
CarII-9296,5281.79,26.0,3.04,-1.02,38.2,,8.5,,4.87,0.25,0.15,0.2,0.2,-0.03,-0.03,0.0,0.04
CarII-9296,5324.18,26.0,3.21,-0.11,42.0,,7.8,,4.23,0.24,0.14,0.19,0.19,-0.03,-0.04,0.0,0.05
CarII-9296,5328.53,26.0,1.56,-1.85,86.8,,0.8,,4.85,0.4,0.25,0.32,0.27,-0.05,-0.16,-0.0,0.14
CarII-9296,5341.02,26.0,1.61,-1.95,58.8,,7.4,,4.47,0.3,0.14,0.27,0.26,-0.03,-0.06,0.0,0.07
CarII-9296,5369.96,26.0,4.37,0.35,42.7,,9.1,,5.12,0.21,0.16,0.14,0.13,-0.03,-0.04,0.0,0.05
CarII-9296,5371.49,26.0,0.96,-1.64,128.3,,7.6,,4.89,0.49,0.17,0.46,0.33,-0.09,-0.3,-0.02,0.18
CarII-9296,5397.13,26.0,0.91,-1.98,97.6,,7.7,,4.45,0.41,0.17,0.37,0.31,-0.06,-0.2,-0.01,0.15
CarII-9296,5415.2,26.0,4.38,0.5,42.1,,8.3,,4.97,0.2,0.15,0.14,0.13,-0.03,-0.04,0.0,0.05
CarII-9296,5429.7,26.0,0.96,-1.88,90.9,,7.6,,4.24,0.39,0.17,0.35,0.3,-0.05,-0.17,-0.01,0.13
CarII-9296,5434.52,26.0,1.01,-2.13,96.1,,8.2,,4.67,0.41,0.19,0.36,0.3,-0.06,-0.2,-0.01,0.13
CarII-9296,5476.9,28.0,1.82,-0.78,57.8,,2.2,,3.24,0.34,0.23,0.25,0.24,-0.03,-0.06,0.0,0.07
CarII-9296,5497.52,26.0,1.01,-2.83,64.0,,7.4,,4.72,0.33,0.14,0.3,0.29,-0.04,-0.07,0.0,0.07
CarII-9296,5501.47,26.0,0.96,-3.05,52.4,,7.6,,4.67,0.33,0.13,0.3,0.29,-0.04,-0.05,0.0,0.05
CarII-9296,5506.78,26.0,0.99,-2.79,58.5,,7.7,,4.55,0.33,0.13,0.3,0.29,-0.04,-0.06,0.0,0.06
CarII-9296,5528.4,12.0,4.35,-0.5,79.1,,9.8,,5.42,0.21,0.15,0.14,0.12,-0.04,-0.07,0.0,0.06
CarII-9296,5586.76,26.0,3.37,-0.11,64.3,,7.6,,4.79,0.24,0.14,0.2,0.18,-0.04,-0.08,0.0,0.06
CarII-9296,5588.75,20.0,2.52,0.21,53.3,,8.2,,4.08,0.2,0.14,0.14,0.13,-0.03,-0.05,0.0,0.05
CarII-9296,5594.46,20.0,2.52,0.1,25.1,,4.9,,3.65,0.17,0.11,0.14,0.14,-0.02,-0.01,0.0,0.03
CarII-9296,5615.64,26.0,3.33,0.04,66.3,,7.4,,4.63,0.25,0.14,0.21,0.18,-0.04,-0.08,0.0,0.06
CarII-9296,5889.95,11.0,0.0,0.11,134.9,,5.3,,3.35,0.32,0.1,0.3,0.23,-0.08,-0.18,-0.01,0.1
CarII-9296,5895.92,11.0,0.0,-0.19,122.4,,5.4,,3.41,0.3,0.1,0.28,0.22,-0.07,-0.16,-0.01,0.09
CarII-9296,6065.48,26.0,2.61,-1.53,41.9,,6.2,,4.9,0.24,0.11,0.22,0.22,-0.03,-0.04,0.0,0.03
CarII-9296,6102.72,20.0,1.88,-0.79,19.8,,3.7,,3.65,0.19,0.09,0.17,0.17,-0.02,-0.01,0.0,0.02
CarII-9296,6122.22,20.0,1.89,-0.32,65.7,,6.6,,4.03,0.22,0.11,0.19,0.17,-0.04,-0.07,0.0,0.04
CarII-9296,6136.61,26.0,2.45,-1.4,44.2,,6.0,,4.62,0.25,0.1,0.23,0.22,-0.03,-0.04,0.0,0.03
CarII-9296,6137.69,26.0,2.59,-1.4,45.5,,5.1,,4.8,0.24,0.08,0.23,0.22,-0.03,-0.04,0.0,0.03
CarII-9296,6162.17,20.0,1.9,-0.09,59.2,,3.9,,3.71,0.19,0.07,0.18,0.17,-0.04,-0.05,0.0,0.04
CarII-9296,6191.56,26.0,2.43,-1.6,43.5,,5.4,,4.78,0.25,0.09,0.23,0.23,-0.03,-0.04,-0.0,0.03
CarII-9296,6230.72,26.0,2.56,-1.28,41.8,,6.8,,4.58,0.25,0.12,0.23,0.22,-0.03,-0.04,0.0,0.02
CarII-9296,6252.56,26.0,2.4,-1.69,33.3,,3.8,,4.64,0.24,0.07,0.23,0.23,-0.03,-0.02,0.0,0.02
CarII-9296,6393.6,26.0,2.43,-1.62,43.4,,5.7,,4.79,0.25,0.1,0.23,0.23,-0.03,-0.04,0.0,0.02
CarII-9296,6400.0,26.0,3.6,-0.27,23.2,,4.5,,4.41,0.2,0.11,0.17,0.17,-0.02,-0.01,0.0,0.02
CarII-9296,6430.85,26.0,2.17,-1.95,26.6,,4.8,,4.49,0.26,0.1,0.24,0.24,-0.03,-0.02,0.0,0.02
CarII-9296,6439.07,20.0,2.52,0.47,49.2,,5.9,,3.71,0.18,0.1,0.15,0.14,-0.03,-0.04,0.0,0.03
CarII-9296,6494.98,26.0,2.4,-1.27,43.2,,4.5,,4.4,0.25,0.08,0.23,0.23,-0.03,-0.04,0.0,0.02
CarII-9296,6677.98,26.0,2.69,-1.47,37.5,,5.3,,4.83,0.24,0.09,0.22,0.21,-0.03,-0.03,0.0,0.02
CarII-9296,4310.0,6.0,,,,,,,5.71,9.0,9.0,0.49,0.47,-0.14,0.01,0.01,
CarII-9296,4323.0,6.0,,,,,,,5.72,0.46,0.04,0.45,0.44,-0.12,0.03,0.01,
CarII-9296,3944.0,13.0,0.0,-0.62,,,,,3.43,0.98,0.6,0.78,0.49,-0.51,-0.27,-0.2,0.41
CarII-9296,3905.5,14.0,0.0,-0.62,,,,,3.77,0.9,0.54,0.71,0.67,-0.2,-0.16,0.01,0.49
CarII-9296,4077.7,38.1,0.0,0.17,,,,,1.11,0.53,0.41,0.33,0.11,0.1,-0.29,-0.01,0.32
CarII-9296,4215.5,38.1,0.0,-0.17,,,,,1.41,0.45,0.34,0.29,-0.04,0.24,-0.16,-0.01,0.21
CarII-9296,4554.0,56.1,0.0,0.16,,,,,2.14,0.22,0.09,0.2,0.16,0.12,-0.02,0.01,0.06
CarII-9296,4934.1,56.1,0.0,-0.16,,,,,1.99,0.25,0.1,0.23,0.2,0.12,-0.01,0.01,0.05
CarII-9296,6496.9,56.1,0.6,-0.37,,,,,1.69,0.24,0.14,0.2,0.15,0.13,-0.01,0.01,0.01
CarII-9296,3995.3,27.0,0.92,-0.22,,,,,1.74,0.41,0.29,0.28,0.28,-0.02,-0.03,0.0,0.13
CarII-9296,4030.8,25.0,0.0,-0.48,,,,,1.38,0.38,0.29,0.24,0.23,-0.05,-0.05,-0.01,0.34
CarII-9296,4033.1,25.0,0.0,-0.62,,,,,1.73,0.37,0.28,0.25,0.21,-0.06,-0.1,-0.07,0.36
CarII-9296,4121.3,27.0,0.92,-0.32,,,,,1.78,0.42,0.29,0.3,0.3,-0.01,-0.01,0.0,0.1
CarII-9296,4246.8,21.1,0.32,0.24,,,,,0.5,0.44,0.31,0.31,-0.07,0.18,-0.24,-0.02,0.32
CarII-9296,4314.1,21.1,0.62,-0.1,,,,,0.02,0.32,0.21,0.25,-0.05,0.23,-0.07,-0.01,0.14
CarII-9296,4325.0,21.1,0.59,-0.44,,,,,0.37,0.24,0.13,0.2,0.0,0.17,-0.1,-0.01,0.13
CarII-9296,4400.4,21.1,0.61,-0.54,,,,,0.35,0.2,0.15,0.13,0.08,0.1,-0.04,-0.01,0.09
CarII-9296,4415.5,21.1,0.59,-0.67,,,,,0.52,0.23,0.19,0.14,0.1,0.1,-0.03,-0.01,0.12
CarII-9296,4783.4,25.0,2.3,0.04,,,,,2.73,0.23,0.12,0.2,0.19,-0.05,-0.01,0.0,0.04
CarII-9296,3961.5,13.0,0.01,-0.33,,,,,3.41,0.57,0.56,0.14,0.0,-0.01,-0.1,-0.1,0.47
CarII-9296,4129.7,63.1,0.0,0.22,,,,<,1.4,,,,,,,,
CarII-9296,4205.0,63.1,0.0,0.21,,,,<,1.44,,,,,,,,
CarII-9296,3876.0,7.0,,,,,,<,6.31,,,,,,,,
CarII-9296,6300.3,8.0,0.0,-9.82,,,,<,7.88,,,,,,,,
CarII-9296,7698.9,19.0,0.0,-0.17,,,,<,3.13,,,,,,,,
CarII-9296,5476.9,28.0,1.83,-0.78,,,,<,4.29,,,,,,,,
CarII-9296,5105.5,29.0,1.39,-1.52,,,,<,2.38,,,,,,,,
CarII-9296,4810.5,30.0,4.08,-0.14,,,,<,2.7,,,,,,,,
CarII-V3,3825.88,26.0,0.92,-0.04,144.8,,8.4,,4.58,0.51,0.36,0.35,0.31,-0.01,-0.16,0.0,0.55
CarII-V3,3865.52,26.0,1.01,-0.98,82.4,,4.3,,4.6,0.38,0.19,0.33,0.32,-0.0,-0.04,0.01,0.17
CarII-V3,3899.71,26.0,0.09,-1.53,115.8,,8.9,,4.75,0.49,0.32,0.38,0.36,-0.01,-0.1,0.0,0.33
CarII-V3,3905.53,14.0,1.91,-1.09,75.2,,1.9,,4.29,0.31,0.13,0.28,0.28,0.0,-0.03,0.01,0.13
CarII-V3,3913.46,22.1,1.12,-0.42,115.6,,3.3,,2.44,0.28,0.21,0.19,0.14,0.09,-0.1,-0.0,0.27
CarII-V3,3922.91,26.0,0.05,-1.65,95.9,,4.5,,4.54,0.42,0.2,0.37,0.37,-0.01,-0.06,0.01,0.22
CarII-V3,3944.01,13.0,0.0,-0.64,72.7,,2.0,,3.28,0.3,0.14,0.27,0.27,-0.0,-0.02,0.01,0.11
CarII-V3,3961.54,13.0,0.01,-0.34,90.3,,6.6,,3.19,0.33,0.2,0.27,0.27,-0.01,-0.04,0.01,0.15
CarII-V3,4005.24,26.0,1.56,-0.61,96.4,,9.1,,4.9,0.33,0.13,0.3,0.29,-0.01,-0.06,0.0,0.17
CarII-V3,4045.81,26.0,1.49,0.28,168.2,,9.9,,5.19,0.41,0.2,0.35,0.28,-0.01,-0.21,-0.01,0.34
CarII-V3,4071.74,26.0,1.61,-0.02,108.5,,1.7,,4.52,0.35,0.18,0.3,0.29,-0.01,-0.08,0.0,0.2
CarII-V3,4143.87,26.0,1.56,-0.51,95.0,,7.9,,4.76,0.32,0.11,0.31,0.3,-0.01,-0.05,0.01,0.12
CarII-V3,4191.43,26.0,2.47,-0.67,45.0,,6.0,,5.14,0.27,0.08,0.26,0.26,-0.0,-0.01,0.01,0.05
CarII-V3,4199.1,26.0,3.05,0.16,58.1,,8.6,,5.0,0.25,0.1,0.23,0.23,-0.0,-0.02,0.01,0.07
CarII-V3,4202.03,26.0,1.49,-0.71,84.3,,9.1,,4.75,0.32,0.11,0.3,0.3,-0.01,-0.04,0.01,0.1
CarII-V3,4226.74,20.0,0.0,0.24,165.5,,8.4,,4.01,0.36,0.15,0.33,0.28,-0.01,-0.17,-0.0,0.24
CarII-V3,4227.43,26.0,3.33,0.27,26.6,,5.1,,4.68,0.24,0.09,0.22,0.22,-0.0,-0.01,0.01,0.04
CarII-V3,4233.17,26.1,2.58,-1.97,62.5,,7.4,,4.54,0.15,0.09,0.12,0.08,0.09,-0.02,0.0,0.06
CarII-V3,4235.94,26.0,2.42,-0.34,54.6,,7.7,,4.89,0.28,0.09,0.26,0.26,-0.0,-0.02,0.01,0.05
CarII-V3,4246.84,21.1,0.32,0.24,108.9,,9.1,,0.47,0.24,0.12,0.21,0.18,0.09,-0.07,0.0,0.13
CarII-V3,4250.12,26.0,2.47,-0.41,32.9,,7.6,,4.69,0.28,0.12,0.26,0.26,-0.0,-0.01,0.01,0.05
CarII-V3,4254.33,24.0,0.0,-0.09,73.1,,7.7,,2.89,0.34,0.09,0.33,0.32,-0.01,-0.03,0.01,0.08
CarII-V3,4260.47,26.0,2.4,0.08,88.7,,1.4,,4.85,0.31,0.16,0.26,0.25,-0.01,-0.06,0.0,0.12
CarII-V3,4271.15,26.0,2.45,-0.35,52.3,,2.3,,4.89,0.3,0.15,0.26,0.26,-0.0,-0.02,0.01,0.06
CarII-V3,4271.76,26.0,1.49,-0.16,144.0,,8.6,,5.1,0.36,0.15,0.33,0.29,-0.01,-0.16,-0.0,0.23
CarII-V3,4274.8,24.0,0.0,-0.22,51.0,,7.9,,2.75,0.34,0.1,0.33,0.33,-0.01,-0.01,0.01,0.05
CarII-V3,4282.4,26.0,2.18,-0.78,57.2,,7.9,,5.13,0.29,0.1,0.27,0.27,-0.0,-0.02,0.01,0.05
CarII-V3,4287.87,22.1,1.08,-1.79,37.8,,7.3,,2.73,0.2,0.1,0.17,0.14,0.09,-0.01,0.0,0.04
CarII-V3,4289.72,24.0,0.0,-0.37,58.4,,7.2,,2.99,0.34,0.09,0.33,0.33,-0.01,-0.02,0.01,0.05
CarII-V3,4290.22,22.1,1.17,-0.85,82.3,,6.5,,2.41,0.19,0.07,0.17,0.14,0.09,-0.03,0.0,0.07
CarII-V3,4294.09,22.1,1.08,-0.93,116.0,,7.3,,2.85,0.21,0.11,0.18,0.13,0.09,-0.09,0.0,0.14
CarII-V3,4300.05,22.1,1.18,-0.44,112.2,,8.9,,2.38,0.22,0.14,0.18,0.14,0.09,-0.07,-0.0,0.14
CarII-V3,4314.97,22.1,1.16,-1.1,85.6,,0.1,,2.69,0.21,0.12,0.17,0.14,0.09,-0.04,0.0,0.1
CarII-V3,4351.77,26.1,2.71,-2.25,58.1,,8.1,,4.87,0.15,0.1,0.12,0.07,0.09,-0.02,0.0,0.06
CarII-V3,4383.55,26.0,1.49,0.2,163.0,,7.2,,5.06,0.38,0.14,0.35,0.29,-0.01,-0.19,-0.01,0.23
CarII-V3,4395.03,22.1,1.08,-0.54,150.4,,8.8,,2.97,0.27,0.16,0.21,0.14,0.09,-0.14,-0.01,0.2
CarII-V3,4400.38,21.1,0.6,-0.54,50.8,,9.7,,0.82,0.23,0.12,0.19,0.17,0.09,-0.01,0.0,0.04
CarII-V3,4404.75,26.0,1.56,-0.14,126.5,,8.2,,4.82,0.34,0.13,0.31,0.29,-0.01,-0.11,0.0,0.17
CarII-V3,4415.12,26.0,1.61,-0.62,85.6,,9.7,,4.77,0.32,0.12,0.3,0.29,-0.01,-0.04,0.01,0.09
CarII-V3,4416.83,26.1,2.78,-2.65,38.0,,9.2,,5.06,0.17,0.13,0.12,0.07,0.09,-0.01,0.0,0.05
CarII-V3,4417.71,22.1,1.17,-1.19,73.2,,0.2,,2.64,0.21,0.12,0.17,0.14,0.09,-0.03,0.0,0.08
CarII-V3,4443.79,22.1,1.08,-0.72,104.5,,6.3,,2.45,0.2,0.08,0.18,0.15,0.09,-0.06,0.0,0.1
CarII-V3,4450.48,22.1,1.08,-1.52,43.0,,6.6,,2.52,0.19,0.09,0.17,0.15,0.09,-0.01,0.0,0.04
CarII-V3,4468.51,22.1,1.13,-0.62,100.4,,7.9,,2.34,0.2,0.1,0.17,0.14,0.09,-0.05,0.0,0.1
CarII-V3,4501.27,22.1,1.11,-0.77,109.0,,7.2,,2.58,0.2,0.09,0.18,0.14,0.09,-0.07,0.0,0.11
CarII-V3,4555.89,26.1,2.83,-2.4,36.4,,5.4,,4.82,0.14,0.08,0.11,0.07,0.09,-0.01,0.0,0.04
CarII-V3,4563.76,22.1,1.22,-0.69,96.5,,7.5,,2.44,0.19,0.09,0.17,0.14,0.09,-0.05,0.0,0.08
CarII-V3,4571.99,22.1,1.57,-0.32,83.8,,8.0,,2.26,0.18,0.09,0.16,0.12,0.09,-0.03,0.0,0.07
CarII-V3,4583.84,26.1,2.81,-1.93,60.7,,7.2,,4.66,0.14,0.09,0.11,0.07,0.09,-0.02,0.0,0.06
CarII-V3,4923.93,26.1,2.89,-1.26,131.9,,0.9,,4.95,0.21,0.16,0.14,0.05,0.08,-0.1,-0.0,0.16
CarII-V3,5018.44,26.1,2.89,-1.1,116.3,,7.8,,4.56,0.31,0.27,0.14,0.06,0.08,-0.1,-0.01,0.16
CarII-V3,5169.03,26.1,2.89,-1.0,147.0,,5.9,,4.9,0.37,0.33,0.17,0.06,0.08,-0.14,-0.01,0.24
CarII-V3,5172.7,12.0,2.71,-0.39,155.5,,0.5,,5.27,0.41,0.32,0.25,0.22,-0.02,-0.11,-0.0,0.26
CarII-V3,5183.62,12.0,2.72,-0.17,212.7,,8.6,,5.93,0.38,0.25,0.28,0.23,-0.04,-0.16,-0.01,0.27
CarII-V3,5371.49,26.0,0.96,-1.65,60.2,,2.2,,4.84,0.36,0.14,0.33,0.33,-0.01,-0.02,0.01,0.06
CarII-V3,5889.95,11.0,0.0,0.11,56.3,,0.5,,3.02,0.27,0.12,0.24,0.24,-0.01,-0.01,0.0,0.04
CarII-V3,5895.92,11.0,0.0,-0.19,36.7,,7.7,,3.06,0.26,0.11,0.24,0.24,-0.01,-0.01,0.01,0.03
