Name,Species,lambda,ExPot,loggf,l_EW,EW,f_EW,l_logepsX,logepsX
UMa II-S2,Ti II,5129.15,1.89,-1.390,,,,,
UMa II-S2,Ti II,5185.90,1.89,-1.350,,,,,
UMa II-S2,Ti II,5188.69,1.58,-1.210,,38.7,,,1.69
UMa II-S2,Ti II,5336.78,1.58,-1.630,,,,,
UMa II-S2,V I,4379.23,0.55,0.301,<,14.0,,<,1.37
UMa II-S2,V I,6090.21,1.08,-0.060,,,,,
UMa II-S2,Cr I,4254.33,0.00,-0.114,,78.4,,,1.64
UMa II-S2,Cr I,4274.80,0.00,-0.231,,90.8,,,2.00
UMa II-S2,Cr I,4337.57,0.97,-1.112,,,,,
UMa II-S2,Cr I,4580.06,0.94,-1.650,,,,,
UMa II-S2,Cr I,4600.75,1.00,-1.260,,,,,
UMa II-S2,Cr I,4616.14,0.98,-1.190,,,,,
UMa II-S2,Cr I,4626.19,0.97,-1.320,,,,,
UMa II-S2,Cr I,4646.17,1.03,-0.700,,,,,
UMa II-S2,Cr I,4651.28,0.98,-1.460,,,,,
UMa II-S2,Cr I,4652.16,1.00,-1.030,,,,,
UMa II-S2,Cr I,5206.04,0.94,0.019,,59.6,,,2.07
UMa II-S2,Cr I,5247.56,0.96,-1.640,,,,,
UMa II-S2,Mn I,4754.05,2.28,-0.086,,,,,
UMa II-S2,Mn I,4783.43,2.30,0.042,,,,,
UMa II-S2,Mn I,4823.53,2.32,0.144,,,s,<,2.40
UMa II-S2,Fe I,4175.64,2.85,-0.830,,,,,
UMa II-S2,Fe I,4181.76,2.83,-0.370,,,,,
UMa II-S2,Fe I,4182.38,3.02,-1.180,,,,,
UMa II-S2,Fe I,4184.89,2.83,-0.870,,,,,
UMa II-S2,Fe I,4187.04,2.45,-0.548,,53.5,,,4.08
UMa II-S2,Fe I,4191.43,2.47,-0.670,,55.6,,,4.13
UMa II-S2,Fe I,4195.33,3.33,-0.490,,,,,
UMa II-S2,Fe I,4196.21,3.40,-0.700,,,,,
UMa II-S2,Fe I,4199.10,3.05,0.160,,31.6,,,4.06
UMa II-S2,Fe I,4216.18,0.00,-3.356,,65.2,,,4.15
UMa II-S2,Fe I,4222.21,2.45,-0.967,,,,,
UMa II-S2,Fe I,4227.43,3.33,0.270,,,,,
UMa II-S2,Fe I,4233.60,2.48,-0.604,,89.1,,,4.05
UMa II-S2,Fe I,4238.81,3.40,-0.230,,,,,
UMa II-S2,Fe I,4247.43,3.37,-0.240,,,,,
UMa II-S2,Fe I,4250.12,2.47,-0.405,,79.0,,,4.33
UMa II-S2,Fe I,4250.79,1.56,-0.710,,74.2,,,4.32
UMa II-S2,Fe I,4260.47,2.40,0.080,,69.7,,,4.34
UMa II-S2,Fe I,4271.15,2.45,-0.349,,32.5,,,4.09
UMa II-S2,Fe I,4282.40,2.18,-0.780,,106.5,,,4.37
UMa II-S2,Fe I,4325.76,1.61,0.010,,,,,
UMa II-S2,Fe I,4337.05,1.56,-1.695,,26.0,,,4.31
UMa II-S2,Fe I,4352.73,2.22,-1.290,,50.6,,,4.33
UMa II-S2,Fe I,4375.93,0.00,-3.031,,44.9,,,4.35
UMa II-S2,Fe I,4407.71,2.18,-1.970,,,,,
UMa II-S2,Fe I,4422.57,2.85,-1.110,,,,,
UMa II-S2,Fe I,4430.61,2.22,-1.659,,,,,
UMa II-S2,Fe I,4442.34,2.20,-1.255,,99.7,,,4.48
UMa II-S2,Fe I,4443.19,2.86,-1.040,,,,,
UMa II-S2,Fe I,4447.72,2.22,-1.342,,45.5,,,4.35
UMa II-S2,Fe I,4454.38,2.83,-1.300,,,,,
UMa II-S2,Fe I,4459.12,2.18,-1.279,,,,,
UMa II-S2,Fe I,4461.65,0.09,-3.210,,57.6,,,4.55
UMa II-S2,Fe I,4466.55,2.83,-0.600,,42.4,,,4.05
UMa II-S2,Fe I,4476.02,2.85,-0.820,,74.6,,,4.26
UMa II-S2,Fe I,4484.22,3.60,-0.860,,,,,
UMa II-S2,Fe I,4489.74,0.12,-3.966,,46.2,,,4.25
UMa II-S2,Fe I,4490.08,3.02,-1.580,,,,,
UMa II-S2,Fe I,4494.56,2.20,-1.136,,52.8,,,4.39
UMa II-S2,Fe I,4528.61,2.18,-0.822,,33.9,,,4.27
UMa II-S2,Fe I,4531.15,1.49,-2.155,,46.5,,,4.07
UMa II-S2,Fe I,4592.65,1.56,-2.449,,,,,
UMa II-S2,Fe I,4602.94,1.49,-2.210,,35.0,,,4.10
UMa II-S2,Fe I,4632.91,1.61,-2.913,,,,,
UMa II-S2,Fe I,4647.44,2.95,-1.350,,,,,
UMa II-S2,Fe I,4678.85,3.60,-0.830,,,,,
UMa II-S2,Fe I,4691.41,2.99,-1.520,,,,,
UMa II-S2,Fe I,4707.27,3.24,-1.080,,,,,
UMa II-S2,Fe I,4710.28,3.02,-1.610,,,,,
UMa II-S2,Fe I,4733.59,1.49,-2.990,,,,,
UMa II-S2,Fe I,4736.77,3.21,-0.750,,,,,
UMa II-S2,Fe I,4786.81,3.02,-1.610,,,,,
UMa II-S2,Fe I,4789.65,3.55,-0.960,,,,,
UMa II-S2,Fe I,4859.74,2.88,-0.760,,,,,
UMa II-S2,Fe I,4871.32,2.87,-0.360,,55.4,,,4.25
UMa II-S2,Fe I,4872.14,2.88,-0.570,,55.6,,,3.95
UMa II-S2,Fe I,4890.76,2.88,-0.390,,48.9,,,4.08
UMa II-S2,Fe I,4891.49,2.85,-0.110,,86.5,,,4.25
UMa II-S2,Fe I,4903.31,2.88,-0.930,,21.8,,,4.32
UMa II-S2,Fe I,4918.99,2.87,-0.340,,32.6,,,4.34
UMa II-S2,Fe I,4920.50,2.83,0.070,,30.9,,,3.98
UMa II-S2,Fe I,4924.77,2.28,-2.256,,,,,
UMa II-S2,Fe I,4938.81,2.88,-1.080,,,,,
UMa II-S2,Fe I,4939.69,0.86,-3.340,,,,,
UMa II-S2,Fe I,4946.39,3.37,-1.170,,,,,
UMa II-S2,Fe I,4966.09,3.33,-0.870,,,,,
UMa II-S2,Fe I,4973.10,3.96,-0.950,,,,,
UMa II-S2,Fe I,4994.13,0.92,-2.956,,,,,
UMa II-S2,Fe I,5001.87,3.88,0.050,,,,,
UMa II-S2,Fe I,5006.12,2.83,-0.610,,34.1,,,4.04
UMa II-S2,Fe I,5012.07,0.86,-2.642,,70.9,,,4.22
UMa II-S2,Fe I,5014.94,3.94,-0.300,,,,,
UMa II-S2,Fe I,5022.24,3.98,-0.530,,,,,
UMa II-S2,Fe I,5028.13,3.57,-1.120,,,,,
UMa II-S2,Fe I,5041.07,0.96,-3.090,,51.7,,,4.50
UMa II-S2,Fe I,5041.76,1.49,-2.200,,46.8,,,4.19
UMa II-S2,Fe I,5049.82,2.28,-1.344,,51.4,,,4.38
UMa II-S2,Fe I,5051.64,0.92,-2.795,,44.1,,,4.03
UMa II-S2,Fe I,5060.08,0.00,-5.460,,,,,
UMa II-S2,Fe I,5068.77,2.94,-1.040,,,,,
UMa II-S2,Fe I,5074.75,4.22,-0.200,,,,,
UMa II-S2,Fe I,5079.22,2.20,-2.067,,,,,
UMa II-S2,Fe I,5079.74,0.99,-3.220,,20.9,,,4.11
UMa II-S2,Fe I,5083.34,0.96,-2.958,,36.6,,,4.12
UMa II-S2,Fe I,5090.77,4.26,-0.360,,,,,
UMa II-S2,Fe I,5098.70,2.18,-2.030,,21.2,,,4.38
UMa II-S2,Fe I,5123.72,1.01,-3.068,,31.0,,,4.19
UMa II-S2,Fe I,5125.12,4.22,-0.140,,,,,
UMa II-S2,Fe I,5127.36,0.92,-3.307,,36.8,,,4.41
UMa II-S2,Fe I,5131.47,2.22,-2.510,,,,,
UMa II-S2,Fe I,5133.69,4.18,0.140,,55.0,,,4.52
UMa II-S2,Fe I,5137.38,4.18,-0.400,,,,,
UMa II-S2,Fe I,5141.74,2.42,-1.964,,,,,
UMa II-S2,Fe I,5142.93,0.96,-3.080,,37.7,,,4.21
UMa II-S2,Fe I,5150.84,0.99,-3.003,,24.3,,,4.31
UMa II-S2,Fe I,5151.91,1.01,-3.322,,,,,
UMa II-S2,Fe I,5162.27,4.18,0.020,,68.6,,,4.09
UMa II-S2,Fe I,5166.28,0.00,-4.195,,30.5,,,4.14
UMa II-S2,Fe I,5171.60,1.49,-1.793,,37.2,,,4.08
UMa II-S2,Fe I,5191.45,3.04,-0.550,,,,,
UMa II-S2,Fe I,5192.34,3.00,-0.420,,48.8,,,4.17
UMa II-S2,Fe I,5194.94,1.56,-2.090,,,,,
UMa II-S2,Fe I,5198.71,2.22,-2.135,,,,,
UMa II-S2,Fe I,5202.34,2.18,-1.838,,39.3,,,4.53
UMa II-S2,Fe I,5216.27,1.61,-2.150,,39.0,,,4.14
UMa II-S2,Fe I,5217.39,3.21,-1.070,,,,,
UMa II-S2,Fe I,5225.52,0.11,-4.789,,,,,
UMa II-S2,Fe I,5232.94,2.94,-0.060,,57.6,,,3.97
UMa II-S2,Fe I,5242.49,3.63,-0.970,,,,,
UMa II-S2,Fe I,5247.05,0.09,-4.946,,,,,
UMa II-S2,Fe I,5250.21,0.12,-4.938,,,,,
UMa II-S2,Fe I,5250.65,2.20,-2.180,,,,,
UMa II-S2,Fe I,5254.96,0.11,-4.764,,,,,
UMa II-S2,Fe I,5263.31,3.27,-0.879,,,,,
UMa II-S2,Fe I,5281.79,3.04,-0.830,,,,,
UMa II-S2,Fe I,5283.62,3.24,-0.432,,20.6,,,4.04
UMa II-S2,Fe I,5302.30,3.28,-0.720,,,,,
UMa II-S2,Fe I,5307.36,1.61,-2.987,,12.7,,,4.36
UMa II-S2,Fe I,5324.18,3.21,-0.103,,42.1,,,4.09
UMa II-S2,Fe I,5328.53,1.56,-1.850,,,,,
UMa II-S2,Fe I,5332.90,1.56,-2.780,,,,,
UMa II-S2,Fe I,5501.47,0.96,-3.050,,33.4,,,4.10
UMa II-S2,Fe I,5506.78,0.99,-2.797,,52.5,,,4.18
UMa II-S2,Fe I,5569.62,3.42,-0.540,,,,,
UMa II-S2,Fe I,5572.84,3.40,-0.275,,31.5,,,4.27
UMa II-S2,Fe I,5576.09,3.43,-1.000,,,,,
UMa II-S2,Fe I,5586.76,3.37,-0.096,,,,,
UMa II-S2,Fe I,5615.64,3.33,0.050,,,,,
UMa II-S2,Fe I,5701.54,2.56,-2.216,,,,,
UMa II-S2,Fe I,6065.48,2.61,-1.530,,,,,
UMa II-S2,Fe I,6136.61,2.45,-1.400,,22.5,,,4.01
UMa II-S2,Fe I,6137.69,2.59,-1.403,,,,,
UMa II-S2,Fe I,6191.56,2.43,-1.420,,29.2,,,4.14
UMa II-S2,Fe I,6213.43,2.22,-2.480,,,,,
UMa II-S2,Fe I,6219.28,2.20,-2.433,,,,,
UMa II-S2,Fe I,6230.72,2.56,-1.281,,27.2,,,4.11
UMa II-S2,Fe I,6246.32,3.60,-0.733,,,,,
UMa II-S2,Fe I,6252.56,2.40,-1.687,,,,,
UMa II-S2,Fe I,6254.26,2.28,-2.443,,,,,
UMa II-S2,Fe I,6265.13,2.18,-2.550,,,,,
UMa II-S2,Fe I,6301.50,3.65,-0.718,,,,,
UMa II-S2,Fe I,6322.69,2.59,-2.426,,,,,
UMa II-S2,Fe I,6335.33,2.20,-2.180,,,,,
UMa II-S2,Fe I,6336.84,3.69,-1.050,,,,,
UMa II-S2,Fe I,6393.60,2.43,-1.432,,29.3,,,4.14
UMa II-S2,Fe I,6400.00,3.60,-0.290,,,,,
UMa II-S2,Fe I,6411.65,3.65,-0.595,,,,,
UMa II-S2,Fe I,6421.35,2.28,-2.027,,,,,
UMa II-S2,Fe I,6430.85,2.18,-2.006,,31.0,,,4.43
UMa II-S2,Fe I,6498.94,0.96,-4.70,,,,,
UMa II-S2,Fe I,6592.91,2.73,-1.470,,,,,
UMa II-S2,Fe I,6593.87,2.43,-2.422,,,,,
UMa II-S2,Fe I,6677.99,2.69,-1.420,,22.8,,,4.29
UMa II-S2,Fe I,6750.15,2.42,-2.621,,,,,
UMa II-S2,Fe II,4178.85,2.58,-2.51,,,,,
UMa II-S2,Fe II,4233.17,2.58,-1.97,,78.3,,,4.54
UMa II-S2,Fe II,4416.82,2.78,-2.65,,,,,
UMa II-S2,Fe II,4489.19,2.83,-2.96,,,,,
UMa II-S2,Fe II,4491.40,2.86,-2.71,,,,,
UMa II-S2,Fe II,4508.28,2.86,-2.44,,27.1,,,4.29
UMa II-S2,Fe II,4515.34,2.84,-2.60,,,,,
UMa II-S2,Fe II,4541.52,2.86,-2.98,,,,,
UMa II-S2,Fe II,4555.89,2.83,-2.40,,44.4,,,4.54
UMa II-S2,Fe II,4576.33,2.84,-2.95,,,,,
UMa II-S2,Fe II,4583.83,2.81,-1.93,,51.9,,,4.16
UMa II-S2,Fe II,4731.44,2.89,-3.10,,,,,
UMa II-S2,Fe II,4923.93,2.89,-1.26,,78.1,,,3.94
UMa II-S2,Fe II,4993.35,2.81,-3.62,,,,,
UMa II-S2,Fe II,5018.45,2.89,-1.11,,,,,
UMa II-S2,Fe II,5197.56,3.23,-2.22,,,,,
UMa II-S2,Fe II,5234.62,3.22,-2.18,,,,,
UMa II-S2,Fe II,5276.00,3.20,-2.01,,30.2,,,4.21
UMa II-S2,Fe II,5284.08,2.89,-3.11,,,,,
UMa II-S2,Fe II,5534.83,3.25,-2.75,,,,,
UMa II-S2,Fe II,6247.55,3.89,-2.30,,,,,
UMa II-S2,Co I,5483.34,1.71,-1.45,<,8.0,,<,2.59
UMa II-S2,Ni I,4648.66,3.42,-0.16,,,,,
UMa II-S2,Ni I,4714.42,3.38,0.23,,,,,
UMa II-S2,Ni I,4855.41,3.54,0.00,,,,,
UMa II-S2,Ni I,4980.16,3.61,0.07,,,,,
UMa II-S2,Ni I,5035.37,3.63,0.29,,,,,
UMa II-S2,Ni I,5080.52,3.65,0.13,,,,,
UMa II-S2,Ni I,5084.08,3.68,0.03,,,,,
UMa II-S2,Ni I,5137.07,1.68,-1.99,,,,,
UMa II-S2,Ni I,5754.68,1.94,-2.33,,,,,
UMa II-S2,Ni I,6643.64,1.68,-2.30,,,,,
UMa II-S2,Ni I,6767.78,1.83,-2.17,<,19.0,,<,3.58
UMa II-S2,Cu I,5782.13,1.64,-1.78,<,9.0,,<,1.60
UMa II-S2,Zn I,4722.15,4.03,-0.39,,,,,
UMa II-S2,Zn I,4810.53,4.08,-0.17,<,10.0,,<,1.66
UMa II-S2,Sr II,4215.52,0.00,-0.17,,,s,,-1.30
UMa II-S2,YI I,4900.11,1.03,-0.09,<,9.0,,<,-1.38
UMa II-S2,YI I,5087.42,1.08,-0.17,,,,,
UMa II-S2,Zr II,4208.98,0.71,-0.46,<,19.0,,<,-0.43
UMa II-S2,Ba II,4554.03,0.00,0.16,,,s,,-2.17
UMa II-S2,Ba II,4934.09,0.00,-0.16,,,s,,-2.22
UMa II-S2,Ba II,6496.90,0.60,-0.36,,,s,,
UMa II-S2,La II,4333.75,0.17,-0.06,<,15.0,,<,-1.85
UMa II-S2,Ce II,4562.37,0.48,0.21,<,11.0,,<,-1.20
UMa II-S2,Nd II,5319.82,0.55,-0.14,<,8.0,,<,-1.21
UMa II-S2,Sm II,4424.34,0.48,0.14,<,12.0,,<,-1.53
UMa II-S2,Eu II,4205.04,0.00,0.21,,,s,<,-2.20
UMa II-S3,C-H,4313.,,,,,s,,5.21
UMa II-S3,C-H,4322.,,,,,s,,5.26
UMa II-S3,O I,6300.31,0.00,-9.75,<,14.0,,<,6.96
UMa II-S3,O I,6363.79,0.02,-10.25,,,,,
UMa II-S3,Na I,5889.95,0.00,0.10,,197.0,,,3.64
UMa II-S3,Na I,5895.92,0.00,-0.20,,171.3,,,3.64
UMa II-S3,Mg I,4571.10,0.00,-5.67,,114.9,,,5.74
UMa II-S3,Mg I,4702.99,4.35,-0.52,,118.9,,,6.10
UMa II-S3,Mg I,5172.69,2.71,-0.38,,,,,
UMa II-S3,Mg I,5183.60,2.72,-0.16,,,,,
UMa II-S3,Mg I,5528.40,4.35,-0.49,,127.0,,,6.01
UMa II-S3,Mg I,5711.09,4.35,-1.72,,43.3,,,5.95
UMa II-S3,Al I,6696.03,3.14,-1.57,<,6.0,,<,4.95
UMa II-S3,Si I,5684.52,4.93,-1.65,<,8.0,,<,5.58
UMa II-S3,Ca I,4283.01,1.89,-0.22,,103.6,,,4.75
UMa II-S3,Ca I,4318.65,1.90,-0.21,,109.2,,,4.85
UMa II-S3,Ca I,4425.44,1.88,-0.36,,75.3,,,4.24
UMa II-S3,Ca I,4435.69,1.89,-0.52,,82.0,,,4.54
UMa II-S3,Ca I,4455.89,1.90,-0.53,,77.3,,,4.47
UMa II-S3,Ca I,5262.24,2.52,-0.47,,66.9,,,4.82
UMa II-S3,Ca I,5581.97,2.52,-0.555,,43.0,,,4.49
UMa II-S3,Ca I,5588.76,2.53,0.358,,88.7,,,4.30
UMa II-S3,Ca I,5590.12,2.52,-0.571,,37.2,,,4.40
UMa II-S3,Ca I,5594.47,2.52,0.097,,78.1,,,4.38
UMa II-S3,Ca I,5598.49,2.52,-0.087,,75.3,,,4.52
UMa II-S3,Ca I,5601.28,2.53,-0.523,,51.7,,,4.59
UMa II-S3,Ca I,5857.45,2.93,0.240,,66.2,,,4.53
UMa II-S3,Ca I,6102.72,1.88,-0.770,,80.8,,,4.44
UMa II-S3,Ca I,6122.22,1.89,-0.320,,109.3,,,4.44
UMa II-S3,Ca I,6169.06,2.52,-0.797,,35.3,,,4.55
UMa II-S3,Ca I,6169.56,2.53,-0.478,,55.4,,,4.56
UMa II-S3,Ca I,6439.07,2.53,0.390,,108.5,,,4.49
UMa II-S3,Ca I,6449.81,2.52,-0.502,,52.0,,,4.50
UMa II-S3,Ca I,6499.65,2.52,-0.818,,37.5,,,4.59
UMa II-S3,Ca I,6717.69,2.71,-0.524,,37.0,,,4.50
UMa II-S3,Sc II,4246.82,0.32,0.320,,,s,,0.60
UMa II-S3,Sc II,4415.54,0.60,-0.640,,,s,,0.85
UMa II-S3,Sc II,5031.01,1.36,-0.260,,,s,,0.50
UMa II-S3,Sc II,5239.81,1.46,-0.770,,37.9,,,0.81
UMa II-S3,Sc II,5526.78,1.77,0.130,,,s,,0.60
UMa II-S3,Ti I,4512.73,0.84,-0.424,,22.5,,,2.51
UMa II-S3,Ti I,4533.24,0.85,0.532,,76.5,,,2.54
UMa II-S3,Ti I,4534.77,0.84,0.336,,61.4,,,2.45
UMa II-S3,Ti I,4535.57,0.83,0.120,,63.6,,,2.69
UMa II-S3,Ti I,4544.69,0.82,-0.520,,29.2,,,2.73
UMa II-S3,Ti I,4548.76,0.83,-0.298,,37.4,,,2.67
UMa II-S3,Ti I,4681.91,0.05,-1.015,,57.3,,,2.70
UMa II-S3,Ti I,4981.73,0.85,0.560,,76.6,,,2.38
UMa II-S3,Ti I,4991.07,0.84,0.436,,89.1,,,2.71
UMa II-S3,Ti I,4999.50,0.83,0.306,,74.3,,,2.57
UMa II-S3,Ti I,5007.21,0.82,0.168,,71.2,,,2.65
UMa II-S3,Ti I,5016.16,0.85,-0.516,,35.6,,,2.80
UMa II-S3,Ti I,5020.02,0.84,-0.358,,37.3,,,2.66
UMa II-S3,Ti I,5024.84,0.82,-0.546,,22.2,,,2.52
UMa II-S3,Ti I,5035.90,1.46,0.260,,29.9,,,2.68
UMa II-S3,Ti I,5036.46,1.44,0.186,,21.0,,,2.54
UMa II-S3,Ti I,5038.40,1.43,0.069,,,,,
UMa II-S3,Ti I,5039.96,0.02,-1.130,,52.9,,,2.64
UMa II-S3,Ti I,5064.65,0.05,-0.935,,55.3,,,2.52
UMa II-S3,Ti I,5173.74,0.00,-1.062,,54.7,,,2.56
UMa II-S3,Ti I,5192.97,0.02,-0.948,,60.3,,,2.55
UMa II-S3,Ti I,5210.38,0.05,-0.828,,68.7,,,2.58
UMa II-S3,Ti I,6258.10,1.44,-0.299,,,,,
UMa II-S3,Ti II,4184.31,1.08,-2.510,,48.5,,,2.85
UMa II-S3,Ti II,4330.72,1.18,-2.060,,68.1,,,2.82
UMa II-S3,Ti II,4337.88,1.08,-1.130,,116.7,,,2.75
UMa II-S3,Ti II,4395.83,1.24,-1.970,,51.3,,,2.50
UMa II-S3,Ti II,4399.79,1.24,-1.270,,,,,
UMa II-S3,Ti II,4417.72,1.17,-1.430,,,,,
UMa II-S3,Ti II,4418.31,1.24,-1.990,,64.1,,,2.72
UMa II-S3,Ti II,4441.73,1.18,-2.410,,54.5,,,2.91
UMa II-S3,Ti II,4443.77,1.08,-0.700,,130.2,,,2.53
UMa II-S3,Ti II,4444.54,1.12,-2.210,,53.1,,,2.60
UMa II-S3,Ti II,4450.50,1.08,-1.510,,95.4,,,2.62
UMa II-S3,Ti II,4464.46,1.16,-2.080,,76.5,,,2.93
UMa II-S3,Ti II,4468.52,1.13,-0.600,,129.1,,,2.46
UMa II-S3,Ti II,4470.84,1.17,-2.280,,71.4,,,3.03
UMa II-S3,Ti II,4488.34,3.12,-0.820,,29.9,,,3.25
UMa II-S3,Ti II,4501.27,1.12,-0.760,,134.7,,,2.69
UMa II-S3,Ti II,4533.97,1.24,-0.770,,152.6,,,3.18
UMa II-S3,Ti II,4563.77,1.22,-0.960,,120.3,,,2.71
UMa II-S3,Ti II,4571.96,1.57,-0.530,,126.7,,,2.86
UMa II-S3,Ti II,4583.41,1.17,-2.870,,,,,
UMa II-S3,Ti II,4589.91,1.24,-1.790,,90.2,,,2.94
UMa II-S3,Ti II,4657.21,1.24,-2.320,,40.7,,,2.62
UMa II-S3,Ti II,4708.65,1.24,-2.370,,38.9,,,2.62
UMa II-S3,Ti II,4779.98,2.05,-1.370,,52.6,,,2.84
UMa II-S3,Ti II,4798.51,1.08,-2.670,,49.2,,,2.88
UMa II-S3,Ti II,4805.09,2.06,-1.100,,64.8,,,2.78
UMa II-S3,Ti II,4865.61,1.12,-2.810,,27.1,,,2.66
UMa II-S3,Ti II,5129.15,1.89,-1.390,,69.8,,,2.88
UMa II-S3,Ti II,5185.90,1.89,-1.350,,44.9,,,2.44
UMa II-S3,Ti II,5188.69,1.58,-1.210,,,,,
UMa II-S3,Ti II,5336.78,1.58,-1.630,,64.0,,,2.61
UMa II-S3,V I,4379.23,0.55,0.301,,66.5,,,1.68
UMa II-S3,V I,6090.21,1.08,-0.060,,8.6,,,1.77
UMa II-S3,Cr I,4254.33,0.00,-0.114,,,,,
UMa II-S3,Cr I,4274.80,0.00,-0.231,,145.4,,,2.86
UMa II-S3,Cr I,4337.57,0.97,-1.112,,36.8,,,2.89
UMa II-S3,Cr I,4580.06,0.94,-1.650,,31.6,,,3.25
UMa II-S3,Cr I,4600.75,1.00,-1.260,,41.3,,,3.11
UMa II-S3,Cr I,4616.14,0.98,-1.190,,39.7,,,2.98
UMa II-S3,Cr I,4626.19,0.97,-1.320,,37.2,,,3.05
UMa II-S3,Cr I,4646.17,1.03,-0.700,,55.8,,,2.81
UMa II-S3,Cr I,4651.28,0.98,-1.460,,24.4,,,2.95
UMa II-S3,Cr I,4652.16,1.00,-1.030,,54.9,,,3.10
UMa II-S3,Cr I,5206.04,0.94,0.019,,112.6,,,2.84
UMa II-S3,Cr I,5247.56,0.96,-1.640,,23.0,,,2.98
UMa II-S3,Mn I,4754.05,2.28,-0.086,,,s,,2.54
UMa II-S3,Mn I,4783.43,2.30,0.042,,,s,,2.40
UMa II-S3,Mn I,4823.53,2.32,0.144,,,s,,2.50
UMa II-S3,Fe I,4175.64,2.85,-0.830,,,,,
UMa II-S3,Fe I,4181.76,2.83,-0.370,,,,,
UMa II-S3,Fe I,4182.38,3.02,-1.180,,,,,
UMa II-S3,Fe I,4184.89,2.83,-0.870,,73.2,,,5.09
UMa II-S3,Fe I,4187.04,2.45,-0.548,,115.7,,,5.21
UMa II-S3,Fe I,4191.43,2.47,-0.670,,106.6,,,5.16
UMa II-S3,Fe I,4195.33,3.33,-0.490,,69.0,,,5.24
UMa II-S3,Fe I,4196.21,3.40,-0.700,,58.4,,,5.32
UMa II-S3,Fe I,4199.10,3.05,0.160,,100.5,,,4.92
UMa II-S3,Fe I,4216.18,0.00,-3.356,,,,,
UMa II-S3,Fe I,4222.21,2.45,-0.967,,105.0,,,5.38
UMa II-S3,Fe I,4227.43,3.33,0.270,,,,,
UMa II-S3,Fe I,4233.60,2.48,-0.604,,101.8,,,4.98
UMa II-S3,Fe I,4238.81,3.40,-0.230,,82.2,,,5.32
UMa II-S3,Fe I,4247.43,3.37,-0.240,,,,,
UMa II-S3,Fe I,4250.12,2.47,-0.405,,117.5,,,5.09
UMa II-S3,Fe I,4250.79,1.56,-0.710,,,,,
UMa II-S3,Fe I,4260.47,2.40,0.080,,,,,
UMa II-S3,Fe I,4271.15,2.45,-0.349,,124.4,,,5.13
UMa II-S3,Fe I,4282.40,2.18,-0.780,,115.7,,,5.03
UMa II-S3,Fe I,4325.76,1.61,0.010,,,,,
UMa II-S3,Fe I,4337.05,1.56,-1.695,,119.0,,,5.17
UMa II-S3,Fe I,4352.73,2.22,-1.290,,107.8,,,5.40
UMa II-S3,Fe I,4375.93,0.00,-3.031,,,,,
UMa II-S3,Fe I,4407.71,2.18,-1.970,,,,,
UMa II-S3,Fe I,4422.57,2.85,-1.110,,48.2,,,4.79
UMa II-S3,Fe I,4430.61,2.22,-1.659,,91.5,,,5.38
UMa II-S3,Fe I,4442.34,2.20,-1.255,,111.7,,,5.36
UMa II-S3,Fe I,4443.19,2.86,-1.040,,56.4,,,4.88
UMa II-S3,Fe I,4447.72,2.22,-1.342,,97.7,,,5.19
UMa II-S3,Fe I,4454.38,2.83,-1.300,,55.5,,,5.09
UMa II-S3,Fe I,4459.12,2.18,-1.279,,,,,
UMa II-S3,Fe I,4461.65,0.09,-3.210,,127.3,,,4.78
UMa II-S3,Fe I,4466.55,2.83,-0.600,,,,,
UMa II-S3,Fe I,4476.02,2.85,-0.820,,,,,
UMa II-S3,Fe I,4484.22,3.60,-0.860,,37.7,,,5.27
UMa II-S3,Fe I,4489.74,0.12,-3.966,,94.4,,,4.96
UMa II-S3,Fe I,4490.08,3.02,-1.580,,,,,
UMa II-S3,Fe I,4494.56,2.20,-1.136,,118.8,,,5.36
UMa II-S3,Fe I,4528.61,2.18,-0.822,,138.2,,,5.36
UMa II-S3,Fe I,4531.15,1.49,-2.155,,107.2,,,5.20
UMa II-S3,Fe I,4592.65,1.56,-2.449,,,,,
UMa II-S3,Fe I,4602.94,1.49,-2.210,,109.2,,,5.26
UMa II-S3,Fe I,4632.91,1.61,-2.913,,61.3,,,5.22
UMa II-S3,Fe I,4647.44,2.95,-1.350,,50.0,,,5.14
UMa II-S3,Fe I,4678.85,3.60,-0.830,,44.5,,,5.33
UMa II-S3,Fe I,4691.41,2.99,-1.520,,39.5,,,5.18
UMa II-S3,Fe I,4707.27,3.24,-1.080,,50.4,,,5.23
UMa II-S3,Fe I,4710.28,3.02,-1.610,,36.9,,,5.25
UMa II-S3,Fe I,4733.59,1.49,-2.990,,59.9,,,5.10
UMa II-S3,Fe I,4736.77,3.21,-0.750,,67.1,,,5.14
UMa II-S3,Fe I,4786.81,3.02,-1.610,,37.5,,,5.25
UMa II-S3,Fe I,4789.65,3.55,-0.960,,31.1,,,5.13
UMa II-S3,Fe I,4859.74,2.88,-0.760,,93.9,,,5.20
UMa II-S3,Fe I,4871.32,2.87,-0.360,,96.1,,,4.83
UMa II-S3,Fe I,4872.14,2.88,-0.570,,96.8,,,5.07
UMa II-S3,Fe I,4890.76,2.88,-0.390,,100.0,,,4.94
UMa II-S3,Fe I,4891.49,2.85,-0.110,,114.8,,,4.92
UMa II-S3,Fe I,4903.31,2.88,-0.930,,71.7,,,4.96
UMa II-S3,Fe I,4918.99,2.87,-0.340,,104.5,,,4.95
