Found,Name,Query_ID,RA_input,DEC_input,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,SCRIPT_NUMBER_ID
True,BD+02:3375,BD +02 3375,,,BD+02  3375,17 39 45.5948,+02 24 59.606,14,14,0.0122,0.0103,90,A,O,2020yCat.1350....0G,10.18,10.4,9.92,9.47,9.12,8.799,8.537,8.498,ChemPec*,A5,17 39 45.5948,+02 24 59.606,-365.856,75.156,9.8386,-397.26,1
True,BD+03:740,BD +03 740,,,BD+03   740,05 01 16.6226,+04 06 37.021,14,14,0.0202,0.0117,90,A,O,2020yCat.1350....0G,9.97,10.17,9.7,9.6,,8.795,8.532,8.516,HorBranch*,sdF0,05 01 16.6226,+04 06 37.021,155.302,-146.26,5.8932,174.52,1
True,BD+06:0648,BD +06 0648,,,BD+06   648,04 13 13.1126,+06 36 01.768,14,14,0.015,0.012,90,A,O,2020yCat.1350....0G,,10.27,9.09,8.58,,6.562,5.905,5.798,ChemPec*,K0,04 13 13.1126,+06 36 01.768,30.224,-38.218,0.8875,-143.37,1
True,BD+10:2495,BD +10 2495,,,BD+10  2495,12 59 19.9306,+09 14 35.634,14,14,0.0265,0.0162,90,A,O,2020yCat.1350....0G,,10.44,9.73,,,8.13,7.691,7.571,SB*,G0,12 59 19.9306,+09 14 35.634,-45.183,31.422,1.7856,258.9,1
True,BD+17:3248,BD +17 3248,,,BD+17  3248,17 28 14.4690,+17 30 35.847,14,14,0.0094,0.0097,90,A,O,2020yCat.1350....0G,,10.02,9.34,,,7.876,7.391,7.338,HorBranch*,KIIvw,17 28 14.4690,+17 30 35.847,-47.611,-22.366,1.2357,-146.668,1
True,BD+23:3130,BD +23 3130,,,BD+23  3130,17 32 41.6247,+23 44 11.625,14,14,0.007,0.0094,90,A,O,2020yCat.1350....0G,,,8.9,8.6,,7.42,7.026,6.952,ChemPec*,G0III,17 32 41.6247,+23 44 11.625,-332.74,-88.094,3.4089,-283.38,1
True,BD+24:1676,BD +24 1676,,,BD+24  1676,07 30 41.2662,+24 05 10.248,14,14,0.0158,0.0123,90,A,O,2020yCat.1350....0G,,11.15,10.7,10.4,,9.811,9.545,9.541,ChemPec*,F,07 30 41.2662,+24 05 10.248,162.379,-233.155,3.9637,-237.09,1
True,BD+44:493,BD +44 493,,,BD+44   493,02 26 49.7390,+44 57 46.523,14,14,0.0188,0.0154,90,A,O,2020yCat.1350....0G,,9.63,9.11,9.073,,7.659,7.269,7.202,ChemPec*,CEMP-no,02 26 49.7390,+44 57 46.523,118.221,-32.068,4.8661,-150.445,1
True,BD-01:2582,BD -01 2582,,,BD-01  2582,11 53 37.3231,-02 00 36.728,14,14,0.0163,0.0112,90,A,O,2020yCat.1350....0G,,10.29,9.6,,,8.126,7.717,7.598,RGB*,CEMP-s,11 53 37.3231,-02 00 36.728,-18.452,-121.539,2.5761,2.63,1
True,BD-04:3208,BD -04 3208,,,BD-04  3208,12 07 15.0721,-05 44 01.612,14,14,0.0163,0.0134,90,A,O,2020yCat.1350....0G,,10.4,9.99,,,9.064,8.798,8.739,HighPM*,A7,12 07 15.0721,-05 44 01.612,-279.963,-228.345,5.7114,57.93,1
True,BD-18:0271,BD -18 0271,,,BD-18   271,01 37 18.8808,-17 29 03.907,14,14,0.012,0.011,90,A,O,2020yCat.1350....0G,,10.93,9.77,,,7.53,6.914,6.786,ChemPec*,KIIvw,01 37 18.8808,-17 29 03.907,6.442,-25.497,0.3942,-209.56,1
True,BD-18:5550,BD -18 5550,,,BD-18  5550,19 58 49.7371,-18 12 11.140,14,14,0.0233,0.0158,90,A,O,2020yCat.1350....0G,10.18,10.03,9.35,9.04,8.74,7.202,6.721,6.555,ChemPec*,CEMP-no,19 58 49.7371,-18 12 11.140,11.378,-91.305,1.972,-125.08,1
True,BS 16023-046,BPS BS 16023-046,,,2MASS J14005447+2246423,14 00 54.4740,+22 46 42.087,14,14,0.0138,0.0116,90,A,O,2020yCat.1350....0G,14.317,14.548,14.2,,,13.241,13.016,12.964,ChemPec*,,14 00 54.4740,+22 46 42.087,-42.3,-40.677,0.9674,,1
True,BS 16033-008,BPS BS 16033-008,,,2MASS J13055616+2510161,13 05 56.1655,+25 10 16.025,14,14,0.0153,0.0117,90,A,O,2020yCat.1350....0G,,14.42,13.8,13.367,12.943,12.317,11.866,11.803,ChemPec*,,13 05 56.1655,+25 10 16.025,-19.735,-8.969,0.2822,-34.78,1
True,BS 16076-006,BPS BS 16076-006,,,2MASS J12482275+2056440,12 48 22.7519,+20 56 44.029,14,14,0.0174,0.0125,90,A,O,2020yCat.1350....0G,,13.88,13.4,13.115,12.706,12.123,11.753,11.655,ChemPec*,,12 48 22.7519,+20 56 44.029,-26.313,-13.006,0.6004,203.12,1
True,BS 16077-007,BPS BS 16077-007,,,BPS BS 16077-0007,11 35 17.9891,+31 00 23.431,14,14,0.0118,0.0126,90,A,O,2020yCat.1350....0G,,12.79,12.4,12.49,,11.47,11.206,11.173,ChemPec*,,11 35 17.9891,+31 00 23.431,-33.159,-80.975,2.3366,-36.7,1
True,BS 16080-054,BPS BS 16080-054,,,2MASS J16391853+6057426,16 39 18.5345,+60 57 42.547,14,14,0.0106,0.0103,90,A,O,2020yCat.1350....0G,,13.5,12.79,,11.786,11.097,10.632,10.508,ChemPec*,,16 39 18.5345,+60 57 42.547,-3.365,7.402,0.197,-120.3335,1
True,BS 16082-129,BPS BS 16082-129,,,2MASS J13471172+2857471,13 47 11.7175,+28 57 47.212,14,14,0.0097,0.0085,90,A,O,2020yCat.1350....0G,,14.23,13.61,13.013,12.541,11.855,11.402,11.309,ChemPec*,,13 47 11.7175,+28 57 47.212,-14.963,-7.277,0.1684,-89.708298,1
True,BS 16083-172,BPS BS 16083-172,,,BPS BS 16083-0172,14 50 41.4358,+48 45 13.540,14,14,0.0091,0.0111,90,A,O,2020yCat.1350....0G,,13.74,13.13,13.025,12.594,11.99,11.574,11.496,ChemPec*,,14 50 41.4358,+48 45 13.540,-1.36,-21.679,0.6121,,1
True,BS 16084-160,BPS BS 16084-160,,,BPS BS 16084-0160,16 28 50.7923,+54 37 06.886,14,14,0.0126,0.0142,90,A,O,2020yCat.1350....0G,,13.94,13.12,12.63,12.103,11.345,10.838,10.747,ChemPec*,,16 28 50.7923,+54 37 06.886,-1.551,1.913,0.0911,-132.32,1
True,BS 16085-050,BPS BS 16085-050,,,BPS BS 16085-0050,12 37 46.6781,+19 22 49.551,14,14,0.0213,0.0196,90,A,O,2020yCat.1350....0G,12.965,12.93,12.16,11.668,11.186,10.467,10.005,9.935,ChemPec*,,12 37 46.6781,+19 22 49.551,2.366,-11.612,0.2686,-73.97,1
True,BS 16089-013,BPS BS 16089-013,,,2MASS J13492196+3544502,13 49 21.9625,+35 44 50.151,14,14,0.0063,0.0082,90,A,O,2020yCat.1350....0G,,14.03,13.3,12.842,12.333,11.668,11.208,11.115,ChemPec*,,13 49 21.9625,+35 44 50.151,-3.89,-14.978,0.1724,-254.63,1
True,BS 16467-062,BPS BS 16467-062,,,BPS BS 16467-0062,13 42 00.6326,+17 48 40.826,14,14,0.0128,0.0106,90,A,O,2020yCat.1350....0G,,14.69,14.09,13.665,13.216,12.68,12.221,12.198,ChemPec*,,13 42 00.6326,+17 48 40.826,-18.191,3.921,0.2607,-90.0,1
True,BS 16469-075,BPS BS 16469-075,,,2MASS J10151018+4253173,10 15 10.1903,+42 53 17.362,14,14,0.0087,0.0089,90,A,O,2020yCat.1350....0G,,14.19,13.42,12.95,12.47,11.753,11.258,11.202,ChemPec*,,10 15 10.1903,+42 53 17.362,-4.187,-7.39,0.1407,334.5,1
True,BS 16472-018,BPS BS 16472-018,,,BPS BS 16472-0018,14 56 21.0671,+01 52 34.946,14,14,0.0149,0.0134,90,A,O,2020yCat.1350....0G,,,13.56,,,11.926,11.429,11.352,ChemPec*,,14 56 21.0671,+01 52 34.946,-6.67,-2.337,0.1343,,1
True,BS 16477-003,BPS BS 16477-003,,,BPS BS 16477-0003,14 32 56.9231,+06 46 06.974,14,14,0.021,0.0145,90,A,O,2020yCat.1350....0G,,14.94,14.22,13.727,13.224,12.518,12.093,11.941,ChemPec*,,14 32 56.9231,+06 46 06.974,-1.987,-7.079,0.0971,-191.0,1
True,BS 16543-092,BPS BS 16543-092,,,BPS BS 16543-0092,13 25 22.0379,+19 29 40.126,14,14,0.0135,0.0103,90,A,O,2020yCat.1350....0G,,15.03,14.22,14.15,,12.619,12.144,12.043,ChemPec*,,13 25 22.0379,+19 29 40.126,-4.717,-6.313,0.0994,-100.29,1
True,BS 16543-097,BPS BS 16543-097,,,2MASS J13262814+2138429,13 26 28.1414,+21 38 42.851,14,14,0.0096,0.0071,90,A,O,2020yCat.1350....0G,,13.26,12.6,12.113,11.657,11.007,10.573,10.456,ChemPec*,,13 26 28.1414,+21 38 42.851,-20.702,-19.673,0.398,-25.16,1
True,BS 16547-006,BPS BS 16547-006,,,LP  622-13,15 12 07.1187,-03 03 49.364,14,14,0.0166,0.0182,90,A,O,2020yCat.1350....0G,,14.56,14.04,14.3,13.17,12.653,12.303,12.259,HighPM*,dF,15 12 07.1187,-03 03 49.364,-174.416,-93.921,1.8999,176.7,1
True,BS 16550-087,BPS BS 16550-087,,,BPS BS 16550-0087,14 10 26.7272,+18 01 23.732,14,14,0.0137,0.0104,90,A,O,2020yCat.1350....0G,,14.59,13.76,13.211,12.688,11.912,11.409,11.306,ChemPec*,,14 10 26.7272,+18 01 23.732,1.603,-3.524,0.0817,-149.6,1
True,BS 16928-053,BPS BS 16928-053,,,BPS BS 16928-0053,12 22 28.0240,+34 11 31.690,14,14,0.009,0.0105,90,A,O,2020yCat.1350....0G,,14.38,13.54,12.886,12.339,11.655,11.144,11.042,ChemPec*,,12 22 28.0240,+34 11 31.690,0.612,-3.623,0.103,-82.0,1
True,BS 16929-005,BPS BS 16929-005,,,BPS BS 16929-0005,13 03 29.4751,+33 51 09.242,14,14,0.0122,0.0071,90,A,O,2020yCat.1350....0G,14.109,14.228,13.61,13.208,12.766,12.172,11.751,11.669,ChemPec*,CEMP-no,13 03 29.4751,+33 51 09.242,-10.952,-4.114,0.3213,-49.0,1
True,BS 16934-002,BPS BS 16934-002,,,BPS BS 16934-0002,13 29 46.5066,+16 15 45.145,14,14,0.0103,0.0067,90,A,O,2020yCat.1350....0G,,13.733,12.819,12.239,11.67,10.888,10.333,10.233,ChemPec*,,13 29 46.5066,+16 15 45.145,-6.984,-5.807,0.1495,82.6,1
True,BS 16945-054,BPS BS 16945-054,,,BPS BS 16945-0054,10 50 57.8393,+34 01 30.587,14,14,0.0161,0.0127,90,A,O,2020yCat.1350....0G,,14.416,13.948,13.954,,12.809,12.51,12.47,ChemPec*,,10 50 57.8393,+34 01 30.587,-28.726,-29.433,0.7275,-73.5,1
True,BS 16968-061,BPS BS 16968-061,,,BPS BS 16968-0061,15 01 06.1171,+03 42 45.573,14,14,0.0144,0.0128,90,A,O,2020yCat.1350....0G,,13.73,13.22,13.39,,12.214,11.929,11.866,ChemPec*,,15 01 06.1171,+03 42 45.573,-46.348,-45.878,1.0147,-82.15,1
True,BS 16981-009,BPS BS 16981-009,,,HE 1430+0053,14 33 16.5345,+00 40 48.883,14,14,0.0166,0.0159,90,A,O,2020yCat.1350....0G,,14.28,13.663,13.252,12.813,12.244,11.803,11.741,ChemPec*,,14 33 16.5345,+00 40 48.883,-23.226,-14.916,0.3088,-107.4,1
True,BS 17139-007,BPS BS 17139-007,,,2MASS J08541250+2919146,08 54 12.5040,+29 19 14.516,14,14,0.0174,0.0118,90,A,O,2020yCat.1350....0G,,,14.4,,,13.454,13.147,13.075,ChemPec*,,08 54 12.5040,+29 19 14.516,2.73,-60.375,1.2969,-71.0,1
True,BS 17439-065,BPS BS 17439-065,,,2MASS J11012043-1338384,11 01 20.4200,-13 38 38.603,14,14,0.0132,0.0113,90,A,O,2020yCat.1350....0G,14.198,14.14,13.43,12.993,12.518,11.875,11.401,11.336,ChemPec*,,11 01 20.4200,-13 38 38.603,-9.384,-3.694,0.1536,,1
True,BS 17569-049,BPS BS 17569-049,,,BPS BS 17569-0049,22 04 58.3605,+04 01 32.135,14,14,0.0134,0.018,90,A,O,2020yCat.1350....0G,14.503,14.263,13.126,13.122,12.259,11.503,10.92,10.853,ChemPec*,,22 04 58.3605,+04 01 32.135,0.42,-3.929,0.1057,-212.658005,1
True,BS 17570-063,BPS BS 17570-063,,,2MASS J00203619+2347376,00 20 36.1923,+23 47 37.617,14,14,0.0362,0.0267,90,A,O,2020yCat.1350....0G,,14.84,14.5,,,13.468,13.172,13.073,ChemPec*,,00 20 36.1923,+23 47 37.617,53.245,-36.684,0.9152,-179.36,1
True,BS 17583-100,BPS BS 17583-100,,,TYC 2197-1168-1,21 42 27.8438,+26 40 35.446,14,14,0.0105,0.0104,90,A,O,2020yCat.1350....0G,,12.71,12.04,11.965,11.584,11.103,10.687,10.657,ChemPec*,,21 42 27.8438,+26 40 35.446,47.727,-14.277,1.5552,-105.54,1
True,CD-35:14849,CD -35 14849,,,CD-35 14849,21 33 49.7524,-35 26 14.228,14,14,0.0253,0.022,90,A,O,2020yCat.1350....0G,,10.95,10.56,10.59,,9.59,9.355,9.293,HighPM*,B8,21 33 49.7524,-35 26 14.228,-70.878,-463.3,6.2964,108.18,1
True,CD-38:245,CD -38 245,,,CD-38   245,00 46 36.1954,-37 39 33.555,14,14,0.0114,0.012,90,A,O,2020yCat.1350....0G,,12.733,11.929,13.39,10.996,10.279,9.762,9.648,ChemPec*,KIIvw,00 46 36.1954,-37 39 33.555,15.259,-7.581,0.2291,46.77,1
True,CD-42:14278,CD -42 14278,,,CD-42 14278,19 32 19.1474,-42 12 43.711,14,14,0.016,0.0117,90,A,O,2020yCat.1350....0G,,10.76,10.29,,,9.132,8.825,8.77,HighPM*,F5Vwl,19 32 19.1474,-42 12 43.711,-338.333,-299.307,9.0867,144.03,1
True,CS 22166-016,BPS CS 22166-016,,,BPS CS 22166-0016,00 58 23.8415,-14 47 06.878,14,14,0.013,0.01,90,A,O,2020yCat.1350....0G,,13.34,12.75,12.324,11.898,11.222,10.799,10.763,ChemPec*,CEMP-no,00 58 23.8415,-14 47 06.878,30.98,-16.031,0.4729,-212.21,1
True,CS 22169-035,BPS CS 22169-035,,,HE 0409-1212,04 12 13.8814,-12 05 05.075,14,14,0.0099,0.0094,90,A,O,2020yCat.1350....0G,,13.843,12.897,,11.764,11.002,10.48,10.353,ChemPec*,,04 12 13.8814,-12 05 05.075,7.986,-4.925,0.1927,15.92,1
True,CS 22172-002,BPS CS 22172-002,,,2MASS J03142084-1035112,03 14 20.8495,-10 35 11.277,14,14,0.0143,0.0153,90,A,O,2020yCat.1350....0G,,13.54,12.73,12.204,11.693,10.898,10.431,10.32,ChemPec*,KIIvw,03 14 20.8495,-10 35 11.277,5.163,-13.185,0.2254,252.71,1
True,CS 22174-007,BPS CS 22174-007,,,TYC 5273-836-1,01 14 06.4774,-11 02 35.434,14,14,0.0173,0.0122,90,A,O,2020yCat.1350....0G,,12.32,12.43,11.961,11.509,10.885,10.404,10.318,ChemPec*,,01 14 06.4774,-11 02 35.434,25.516,-37.596,0.5099,-71.03,1
True,CS 22174-012,BPS CS 22174-012,,,BPS CS 22174-0012,01 14 16.1665,-08 29 49.277,14,14,0.0268,0.0216,90,A,O,2020yCat.1350....0G,,15.63,15.13,15.07,,14.038,13.775,13.637,ChemPec*,F5,01 14 16.1665,-08 29 49.277,18.111,-73.356,0.8463,-226.6832,1
True,CS 22175-007,BPS CS 22175-007,,,BPS CS 22175-0007,02 17 26.6223,-09 00 45.171,14,14,0.011,0.0109,90,A,O,2020yCat.1350....0G,,14.14,13.49,13.038,12.571,11.961,11.502,11.437,ChemPec*,CEMP,02 17 26.6223,-09 00 45.171,10.081,-16.536,0.3028,-14.48,1
True,CS 22177-009,BPS CS 22177-009,,,BPS CS 22177-0009,04 07 40.6490,-25 02 43.970,14,14,0.0078,0.0124,90,A,O,2020yCat.1350....0G,,14.67,14.27,,,13.22,12.986,12.953,ChemPec*,,04 07 40.6490,-25 02 43.970,22.156,-61.651,1.2189,-193.0,1
True,CS 22182-033,BPS CS 22182-033,,,BPS CS 22182-0033,04 23 10.4797,-30 37 04.189,14,14,0.0115,0.0161,90,A,O,2020yCat.1350....0G,,15.11,14.67,,,13.53,13.235,13.172,ChemPec*,,04 23 10.4797,-30 37 04.189,33.626,-6.802,0.555,237.0,1
True,CS 22183-015,BPS CS 22183-015,,,HE 0058-0244,01 00 53.0234,-02 28 19.950,14,14,0.0259,0.0174,90,A,O,2020yCat.1350....0G,,14.42,13.73,13.331,12.942,12.405,12.063,12.027,ChemPec*,CEMP-r/s,01 00 53.0234,-02 28 19.950,22.31,-40.754,0.8172,-68.4,1
True,CS 22183-031,BPS CS 22183-031,,,BPS CS 22183-0031,01 09 05.0900,-04 43 21.343,14,14,0.0155,0.0119,90,A,O,2020yCat.1350....0G,,14.24,13.62,13.178,12.724,12.111,11.654,11.582,ChemPec*,,01 09 05.0900,-04 43 21.343,21.383,-9.368,0.3435,23.2,1
True,CS 22185-007,BPS CS 22185-007,,,HE 0315-1528,03 17 36.0539,-15 17 22.698,14,14,0.0129,0.0112,90,A,O,2020yCat.1350....0G,,14.05,13.34,12.853,12.372,11.665,11.199,11.13,ChemPec*,CEMP-no,03 17 36.0539,-15 17 22.698,16.03,-7.013,0.2675,100.78,1
True,CS 22186-023,BPS CS 22186-023,,,BPS CS 22186-0023,04 19 45.5332,-36 51 35.980,14,14,0.0081,0.0097,90,A,O,2020yCat.1350....0G,,13.57,12.84,,11.925,11.35,10.905,10.816,RGB*,,04 19 45.5332,-36 51 35.980,8.53,-1.977,0.3091,51.9,1
True,CS 22186-025,BPS CS 22186-025,,,BPS CS 22186-0025,04 24 32.7982,-37 09 02.518,14,14,0.0104,0.0114,90,A,O,2020yCat.1350....0G,,14.99,14.24,13.74,13.269,12.568,12.066,12.032,ChemPec*,,04 24 32.7982,-37 09 02.518,2.687,-3.498,0.0897,-122.6,1
True,CS 22189-009,BPS CS 22189-009,,,HE 0239-1340,02 41 42.3721,-13 28 10.603,14,14,0.011,0.0139,90,A,O,2020yCat.1350....0G,,14.73,13.97,13.566,13.08,12.391,11.895,11.798,ChemPec*,CEMP-no,02 41 42.3721,-13 28 10.603,3.366,-4.652,0.1361,-19.600901,1
True,CS 22872-102,BPS CS 22872-102,,,BPS CS 22872-0102,16 29 20.6944,-03 04 56.728,14,14,0.0129,0.0075,90,A,O,2020yCat.1350....0G,,14.33,13.67,13.64,,12.08,11.755,11.622,ChemPec*,,16 29 20.6944,-03 04 56.728,-18.181,-95.465,2.2545,-42.0,1
True,CS 22873-055,BPS CS 22873-055,,,UCAC2   5726991,19 53 49.7804,-59 40 00.163,14,14,0.0106,0.0094,90,A,O,2020yCat.1350....0G,,13.592,12.62,,11.48,10.654,10.127,10.006,ChemPec*,KIIvw,19 53 49.7804,-59 40 00.163,-13.405,-3.107,0.2432,216.45,1
True,CS 22873-128,BPS CS 22873-128,,,HE 2002-5843,20 07 03.7915,-58 34 57.592,14,14,0.0095,0.0103,90,A,O,2020yCat.1350....0G,,13.72,13.03,,12.102,11.43,10.993,10.874,ChemPec*,CEMP-no,20 07 03.7915,-58 34 57.592,-0.132,-5.491,0.294,207.15,1
True,CS 22873-166,BPS CS 22873-166,,,BPS CS 22873-0166,20 19 22.0362,-61 30 15.119,14,14,0.0126,0.0122,90,A,O,2020yCat.1350....0G,,12.818,11.802,11.52,10.57,9.832,9.263,9.137,ChemPec*,KIIvw,20 19 22.0362,-61 30 15.119,-15.471,-12.607,0.1763,-16.8,1
True,CS 22877-001,BPS CS 22877-001,,,BPS CS 22877-0001,13 13 55.3726,-12 11 41.666,14,14,0.0134,0.0102,90,A,O,2020yCat.1350....0G,,12.78,12.38,11.695,11.218,10.555,10.109,9.991,ChemPec*,CEMP-no,13 13 55.3726,-12 11 41.666,-16.215,-22.059,0.4249,167.23,1
True,CS 22877-011,BPS CS 22877-011,,,BPS CS 22877-0011,13 14 40.1709,-09 35 46.570,14,14,0.0162,0.0115,90,A,O,2020yCat.1350....0G,,14.49,13.81,13.96,,12.338,11.923,11.878,ChemPec*,,13 14 40.1709,-09 35 46.570,-25.039,3.121,0.3044,231.0,1
True,CS 22878-027,BPS CS 22878-027,,,BPS CS 22878-0027,16 37 35.8437,+10 22 07.754,14,14,0.012,0.0089,90,A,O,2020yCat.1350....0G,,14.86,14.4,14.45,,13.348,12.984,12.97,ChemPec*,CEMP-no,16 37 35.8437,+10 22 07.754,-3.493,-61.323,1.2653,-116.0,1
True,CS 22878-101,BPS CS 22878-101,,,BPS CS 22878-0101,16 45 31.4513,+08 14 45.470,14,14,0.012,0.0089,90,A,O,2020yCat.1350....0G,,14.601,,13.603,12.673,11.873,11.369,11.242,ChemPec*,KIIvw,16 45 31.4513,+08 14 45.470,-7.009,1.275,0.1103,-127.7,1
True,CS 22878-121,BPS CS 22878-121,,,BPS CS 22878-0121,16 47 50.0361,+11 39 11.349,14,14,0.0115,0.01,90,A,O,2020yCat.1350....0G,,14.53,14.0,,,12.62,12.288,12.169,HorBranch*,,16 47 50.0361,+11 39 11.349,-2.039,-13.114,0.1524,-377.0,1
True,CS 22879-097,BPS CS 22879-097,,,BPS CS 22879-0097,20 48 46.5523,-38 30 49.420,14,14,0.0174,0.0119,90,A,O,2020yCat.1350....0G,,14.68,14.22,,,13.031,12.684,12.617,HorBranch*,,20 48 46.5523,-38 30 49.420,-1.722,-18.924,0.1457,26.65,1
True,CS 22879-103,BPS CS 22879-103,,,BPS CS 22879-0103,20 47 10.1397,-37 26 52.506,14,14,0.0159,0.0119,90,A,O,2020yCat.1350....0G,,14.79,14.3,,,13.095,12.747,12.661,HorBranch*,,20 47 10.1397,-37 26 52.506,-0.057,-8.614,0.1463,-45.0,1
True,CS 22880-074,BPS CS 22880-074,,,BPS CS 22880-0074,20 46 03.2162,-20 59 14.110,14,14,0.016,0.0081,90,A,O,2020yCat.1350....0G,,13.84,13.27,12.77,12.382,11.99,11.687,11.636,ChemPec*,CEMP-s,20 46 03.2162,-20 59 14.110,9.286,-62.038,1.04,58.86,1
True,CS 22880-086,BPS CS 22880-086,,,BPS CS 22880-0086,20 45 47.5279,-18 33 32.356,14,14,0.0183,0.0093,90,A,O,2020yCat.1350....0G,,15.08,14.32,14.36,,12.84,12.384,12.288,ChemPec*,,20 45 47.5279,-18 33 32.356,1.952,-9.158,0.2132,-90.0,1
True,CS 22881-036,BPS CS 22881-036,,,BPS CS 22881-0036,22 07 58.4409,-40 44 16.477,14,14,0.0111,0.0105,90,A,O,2020yCat.1350....0G,,14.42,13.95,13.633,13.278,12.968,12.651,12.688,ChemPec*,CEMP-s,22 07 58.4409,-40 44 16.477,34.083,-89.624,1.4012,36.15,1
True,CS 22882-001,BPS CS 22882-001,,,BPS CS 22882-0001,00 20 25.2919,-31 39 04.069,14,14,0.0198,0.0184,90,A,O,2020yCat.1350....0G,,15.22,14.82,,,13.677,13.362,13.317,HorBranch*,,00 20 25.2919,-31 39 04.069,8.803,-6.758,0.0932,28.0,1
True,CS 22885-096,BPS CS 22885-096,,,BPS CS 22885-0096,20 20 51.1730,-39 53 30.234,14,14,0.0136,0.0105,90,A,O,2020yCat.1350....0G,,14.02,13.33,,,11.63,11.163,11.09,ChemPec*,CEMP-no,20 20 51.1730,-39 53 30.234,-4.47,-6.941,0.2265,-251.12,1
True,CS 22886-042,BPS CS 22886-042,,,BPS CS 22886-0042,22 20 25.8163,-10 23 20.107,14,14,0.0202,0.0156,90,A,O,2020yCat.1350....0G,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,ChemPec*,,22 20 25.8163,-10 23 20.107,2.466,-5.594,0.2023,-221.179993,1
True,CS 22888-031,BPS CS 22888-031,,,BPS CS 22888-0031,23 11 32.4788,-35 26 42.872,14,14,0.018,0.0203,90,A,O,2020yCat.1350....0G,,15.31,14.9,,,13.897,13.579,13.583,ChemPec*,CEMP-no,23 11 32.4788,-35 26 42.872,56.64,-27.511,1.0997,-126.0,1
True,CS 22891-171,BPS CS 22891-171,,,2MASS J19280402-5924264,19 28 04.0285,-59 24 26.474,14,14,0.0116,0.0116,90,A,O,2020yCat.1350....0G,,15.15,14.29,13.808,13.375,12.771,12.313,12.263,ChemPec*,CEMP-rs,19 28 04.0285,-59 24 26.474,0.63,-11.573,0.1333,68.95,1
True,CS 22891-184,BPS CS 22891-184,,,BPS CS 22891-0184,19 26 12.3252,-60 34 06.291,14,14,0.0076,0.0092,90,A,O,2020yCat.1350....0G,,14.33,13.83,,13.034,12.574,12.274,12.187,HorBranch*,,19 26 12.3252,-60 34 06.291,-12.824,6.24,0.1329,26.24,1
True,CS 22891-200,BPS CS 22891-200,,,BPS CS 22891-0200,19 35 19.0776,-61 42 24.374,14,14,0.009,0.0106,90,A,O,2020yCat.1350....0G,,14.77,13.93,,12.79,11.995,11.461,11.414,ChemPec*,CEMP-no,19 35 19.0776,-61 42 24.374,-5.015,0.731,0.0944,134.29,1
True,CS 22891-209,BPS CS 22891-209,,,BPS CS 22891-0209,19 42 02.1802,-61 03 44.534,14,14,0.01,0.012,90,A,O,2020yCat.1350....0G,,13.03,12.18,,,10.235,9.745,9.623,ChemPec*,KIIvw,19 42 02.1802,-61 03 44.534,0.479,-16.454,0.2282,80.2,1
True,CS 22892-052,BPS CS 22892-052,,,BPS CS 22892-0052,22 17 01.6558,-16 39 27.051,14,14,0.0195,0.0164,90,A,O,2020yCat.1350....0G,,14.03,13.2,13.06,12.19,11.492,11.022,10.929,ChemPec*,KIIvw,22 17 01.6558,-16 39 27.051,12.3,-6.558,0.1602,13.74,1
True,CS 22893-010,BPS CS 22893-010,,,BPS CS 22893-0010,22 58 11.7253,-11 56 45.431,14,14,0.0326,0.022,90,A,O,2020yCat.1350....0G,,15.34,14.73,14.7,,13.326,12.879,12.803,ChemPec*,,22 58 11.7253,-11 56 45.431,-4.946,-12.52,0.2389,-26.0,1
True,CS 22896-154,BPS CS 22896-154,,,UCAC2   7177623,19 42 26.8926,-56 58 34.059,14,14,0.0113,0.0109,90,A,O,2020yCat.1350....0G,,14.27,13.63,,,12.072,11.637,11.54,ChemPec*,,19 42 26.8926,-56 58 34.059,-9.576,-25.155,0.2997,144.92,1
True,CS 22897-008,BPS CS 22897-008,,,BPS CS 22897-0008,21 03 11.8565,-65 05 08.852,14,14,0.0073,0.0104,90,A,O,2020yCat.1350....0G,,14.02,13.33,,,11.596,11.089,11.002,ChemPec*,CEMP-no,21 03 11.8565,-65 05 08.852,-1.759,-6.333,0.2055,260.0,1
True,CS 22898-027,BPS CS 22898-027,,,BPS CS 22898-0027,21 05 45.0996,-18 36 57.501,14,14,0.0145,0.0101,90,A,O,2020yCat.1350....0G,,13.26,12.76,12.476,12.094,11.719,11.503,11.421,ChemPec*,CEMP-r/s,21 05 45.0996,-18 36 57.501,-8.325,-79.029,1.662,-44.86,1
True,CS 22937-072,BPS CS 22937-072,,,BPS CS 29501-0051,21 14 40.6179,-37 24 51.771,14,14,0.0133,0.0104,90,A,O,2020yCat.1350....0G,,14.55,14.02,,,12.646,12.301,12.221,HorBranch*,,21 14 40.6179,-37 24 51.771,-1.5,-2.63,0.1975,-141.0,1
