Name,System,sub_System,Species,N,l_logepsX,logepsX,l_[X/H],[X/H],l_[X/Fe],[X/Fe],e_logepsX
HE0017-3646,Helmi,debris,Gd II,,,,,,,,
HE0017-3646,Helmi,debris,Tb II,,,,,,,,
HE0017-3646,Helmi,debris,Dy II,,,,,,,,
HE0017-3646,Helmi,debris,Ho II,,,,,,,,
HE0017-3646,Helmi,debris,Er II,,,,,,,,
HE0017-3646,Helmi,debris,Tm II,,,,,,,,
HE0017-3646,Helmi,debris,Yb II,,,,,,,,
HE0017-3646,Helmi,debris,Os I,,,,,,,,
HE0017-3646,Helmi,debris,Ir I,,,,,,,,
HE0017-3646,Helmi,debris,Th II,1,,-1.6,,-1.62,,0.83,0.3
HE0048-1109,Helmi,debris,C-H,2,,6.69,,-1.74,,0.61,0.1
HE0048-1109,Helmi,debris,N-H,,,,,,,,
HE0048-1109,Helmi,debris,C-N,,,,,,,,
HE0048-1109,Helmi,debris,Na I,2,,3.93,,-2.31,,0.04,0.1
HE0048-1109,Helmi,debris,Mg I,8,,5.55,,-2.05,,0.3,0.12
HE0048-1109,Helmi,debris,Al I,1,,3.1,,-3.25,,-0.9,0.15
HE0048-1109,Helmi,debris,Si I,1,,5.53,,-1.98,,0.37,0.15
HE0048-1109,Helmi,debris,Ca I,21,,4.38,,-1.96,,0.39,0.1
HE0048-1109,Helmi,debris,Sc II,5,,0.96,,-2.19,,0.16,0.1
HE0048-1109,Helmi,debris,Ti I,9,,3.06,,-1.89,,0.46,0.1
HE0048-1109,Helmi,debris,Ti II,34,,3.05,,-1.9,,0.45,0.15
HE0048-1109,Helmi,debris,V II,3,,2.14,,-1.79,,0.56,0.15
HE0048-1109,Helmi,debris,Cr I,6,,3.23,,-2.41,,-0.06,0.15
HE0048-1109,Helmi,debris,Cr II,2,,3.43,,-2.21,,0.14,0.1
HE0048-1109,Helmi,debris,Mn I,3,,2.59,,-2.84,,-0.49,0.1
HE0048-1109,Helmi,debris,Fe I,198,,5.15,,-2.35,,0.0,0.12
HE0048-1109,Helmi,debris,Fe II,20,,5.14,,-2.36,,-0.01,0.15
HE0048-1109,Helmi,debris,Co I,5,,2.88,,-2.11,,0.24,0.1
HE0048-1109,Helmi,debris,Ni I,11,,3.87,,-2.35,,0.0,0.15
HE0048-1109,Helmi,debris,Zn I,,,,,,,,
HE0048-1109,Helmi,debris,Sr II,2,,1.11,,-1.76,,0.59,0.1
HE0048-1109,Helmi,debris,Y II,3,,0.32,,-1.89,,0.46,0.1
HE0048-1109,Helmi,debris,Zr II,2,,1.01,,-1.57,,0.78,0.1
HE0048-1109,Helmi,debris,Ba II,5,,0.45,,-1.73,,0.62,0.2
HE0048-1109,Helmi,debris,La II,6,,-0.28,,-1.38,,0.97,0.1
HE0048-1109,Helmi,debris,Ce II,1,,-0.01,,-1.59,,0.76,0.3
HE0048-1109,Helmi,debris,Pr II,2,,-0.3,,-1.02,,1.33,0.2
HE0048-1109,Helmi,debris,Nd II,2,,0.12,,-1.3,,1.05,0.15
HE0048-1109,Helmi,debris,Sm II,2,,-0.14,,-1.1,,1.25,0.1
HE0048-1109,Helmi,debris,Eu II,5,,-0.54,,-1.06,,1.29,0.1
HE0048-1109,Helmi,debris,Gd II,1,,0.07,,-1.0,,1.35,0.1
HE0048-1109,Helmi,debris,Tb II,,,,,,,,
HE0048-1109,Helmi,debris,Dy II,2,,0.09,,-1.01,,1.34,0.2
HE0048-1109,Helmi,debris,Ho II,,,,,,,,
HE0048-1109,Helmi,debris,Er II,,,,,,,,
HE0048-1109,Helmi,debris,Tm II,,,,,,,,
HE0048-1109,Helmi,debris,Yb II,,,,,,,,
HE0048-1109,Helmi,debris,Os I,,,,,,,,
HE0048-1109,Helmi,debris,Ir I,,,,,,,,
HE0048-1109,Helmi,debris,Th II,1,,-0.55,,-0.57,,1.78,0.3
HE0324-0122,Helmi,debris,C-H,3,,6.39,,-2.04,,0.37,0.1
HE0324-0122,Helmi,debris,N-H,1,,6.02,,-1.81,,0.6,0.2
HE0324-0122,Helmi,debris,C-N,1,,6.22,,-1.61,,0.8,0.2
HE0324-0122,Helmi,debris,Na I,2,,4.38,,-1.86,,0.55,0.1
HE0324-0122,Helmi,debris,Mg I,8,,5.56,,-2.04,,0.36,0.15
HE0324-0122,Helmi,debris,Al I,1,,3.37,,-3.08,,-0.68,0.15
HE0324-0122,Helmi,debris,Si I,1,,5.49,,-2.02,,0.39,0.15
HE0324-0122,Helmi,debris,Ca I,15,,4.32,,-2.02,,0.39,0.1
HE0324-0122,Helmi,debris,Sc II,5,,0.78,,-2.37,,0.04,0.1
HE0324-0122,Helmi,debris,Ti I,12,,2.77,,-2.18,,0.22,0.15
HE0324-0122,Helmi,debris,Ti II,29,,2.84,,-2.11,,0.3,0.12
HE0324-0122,Helmi,debris,V II,4,,1.7,,-2.23,,0.17,0.08
HE0324-0122,Helmi,debris,Cr I,9,,3.11,,-2.53,,-0.12,0.1
HE0324-0122,Helmi,debris,Cr II,1,,3.66,,-1.98,,0.43,0.15
HE0324-0122,Helmi,debris,Mn I,7,,2.71,,-2.72,,-0.31,0.1
HE0324-0122,Helmi,debris,Fe I,187,,5.09,,-2.41,,0.0,0.12
HE0324-0122,Helmi,debris,Fe II,17,,5.09,,-2.41,,-0.01,0.1
HE0324-0122,Helmi,debris,Co I,6,,2.66,,-2.33,,0.08,0.06
HE0324-0122,Helmi,debris,Ni I,8,,3.86,,-2.36,,0.05,0.08
HE0324-0122,Helmi,debris,Zn I,2,,2.29,,-2.27,,0.14,0.1
HE0324-0122,Helmi,debris,Sr II,2,,0.73,,-2.14,,0.27,0.1
HE0324-0122,Helmi,debris,Y II,2,,-0.16,,-2.37,,0.03,0.1
HE0324-0122,Helmi,debris,Zr II,3,,0.66,,-1.92,,0.49,0.2
HE0324-0122,Helmi,debris,Ba II,5,,0.23,,-1.95,,0.46,0.15
HE0324-0122,Helmi,debris,La II,8,,-0.6,,-1.7,,0.7,0.1
HE0324-0122,Helmi,debris,Ce II,3,,-0.28,,-1.86,,0.55,0.1
HE0324-0122,Helmi,debris,Pr II,8,,-0.76,,-1.48,,0.92,0.15
HE0324-0122,Helmi,debris,Nd II,9,,-0.11,,-1.53,,0.87,0.15
HE0324-0122,Helmi,debris,Sm II,6,,-0.48,,-1.44,,0.96,0.1
HE0324-0122,Helmi,debris,Eu II,4,,-0.77,,-1.29,,1.12,0.1
HE0324-0122,Helmi,debris,Gd II,2,,-0.32,,-1.39,,1.01,0.1
HE0324-0122,Helmi,debris,Tb II,2,,-0.9,,-1.2,,1.2,0.2
HE0324-0122,Helmi,debris,Dy II,3,,-0.15,,-1.25,,1.16,0.22
HE0324-0122,Helmi,debris,Ho II,1,,-0.82,,-1.3,,1.11,0.2
HE0324-0122,Helmi,debris,Er II,1,,-0.4,,-1.31,,1.09,0.2
HE0324-0122,Helmi,debris,Tm II,1,,-1.1,,-1.2,,-1.21,0.3
HE0324-0122,Helmi,debris,Yb II,1,,-0.6,,-1.44,,0.97,0.2
HE0324-0122,Helmi,debris,Os I,1,,0.3,,-1.1,,1.31,0.3
HE0324-0122,Helmi,debris,Ir I,1,,0.55,,-0.82,,1.58,0.3
HE0324-0122,Helmi,debris,Th II,1,,-1.32,,-1.34,,1.07,0.2
BM-056,Omega-Centauri,progenitor,C-H,4,,6.47,,-1.96,,0.34,0.2
BM-056,Omega-Centauri,progenitor,N-H,1,,6.24,,-1.59,,0.43,0.2
BM-056,Omega-Centauri,progenitor,O I,1,,7.49,,-1.2,,0.82,0.3
BM-056,Omega-Centauri,progenitor,Na I,3,,4.4,,-1.84,,0.18,0.15
BM-056,Omega-Centauri,progenitor,Mg I,9,,5.98,,-1.62,,0.4,0.15
BM-056,Omega-Centauri,progenitor,Al I,,,,,,,,
BM-056,Omega-Centauri,progenitor,Si I,4,,5.88,,-1.63,,0.39,0.15
BM-056,Omega-Centauri,progenitor,Ca I,23,,4.68,,-1.66,,0.35,0.15
BM-056,Omega-Centauri,progenitor,Sc II,8,,1.15,,-2.0,,0.02,0.15
BM-056,Omega-Centauri,progenitor,Ti I,30,,3.14,,-1.81,,0.21,0.15
BM-056,Omega-Centauri,progenitor,Ti II,43,,3.31,,-1.64,,0.38,0.15
BM-056,Omega-Centauri,progenitor,V II,4,,2.03,,-1.9,,0.11,0.15
BM-056,Omega-Centauri,progenitor,Cr I,17,,3.45,,-2.19,,-0.17,0.1
BM-056,Omega-Centauri,progenitor,Cr II,3,,3.73,,-1.91,,0.11,0.1
BM-056,Omega-Centauri,progenitor,Mn I,7,,2.91,,-2.52,,-0.5,0.1
BM-056,Omega-Centauri,progenitor,Fe I,256,,5.48,,-2.02,,0.0,0.12
BM-056,Omega-Centauri,progenitor,Fe II,27,,5.45,,-2.05,,-0.04,0.09
BM-056,Omega-Centauri,progenitor,Co I,6,,2.95,,-2.04,,-0.02,0.15
BM-056,Omega-Centauri,progenitor,Ni I,23,,4.13,,-2.09,,-0.07,0.15
BM-056,Omega-Centauri,progenitor,Cu I,,,,,,,,
BM-056,Omega-Centauri,progenitor,Zn I,2,,2.54,,-2.02,,0.0,0.1
BM-056,Omega-Centauri,progenitor,Sr II,2,,1.15,,-1.72,,0.3,0.1
BM-056,Omega-Centauri,progenitor,Y II,2,,0.04,,-2.17,,-0.15,0.1
BM-056,Omega-Centauri,progenitor,Zr II,3,,0.96,,-1.62,,0.4,0.1
BM-056,Omega-Centauri,progenitor,Mo I,1,,0.29,,-1.59,,0.43,0.2
BM-056,Omega-Centauri,progenitor,Ba II,5,,-0.08,,-2.26,,-0.06,0.1
BM-056,Omega-Centauri,progenitor,La II,9,,-0.69,,-1.79,,0.23,0.15
BM-056,Omega-Centauri,progenitor,Ce II,20,,-0.25,,-1.83,,0.19,0.15
BM-056,Omega-Centauri,progenitor,Pr II,7,,-1.01,,-1.73,,0.29,0.1
BM-056,Omega-Centauri,progenitor,Nd II,21,,-0.35,,-1.77,,0.24,0.15
BM-056,Omega-Centauri,progenitor,Sm II,15,,-0.82,,-1.78,,0.24,0.15
BM-056,Omega-Centauri,progenitor,Eu II,5,,-1.17,,-1.69,,0.33,0.1
BM-056,Omega-Centauri,progenitor,Gd II,4,,-0.77,,-1.84,,0.18,0.1
BM-056,Omega-Centauri,progenitor,Tb II,1,,-1.31,,-1.61,,0.4,0.3
BM-056,Omega-Centauri,progenitor,Dy II,2,,-0.58,,-1.68,,0.34,0.1
BM-056,Omega-Centauri,progenitor,Ho II,2,,-1.34,,-1.82,,0.2,0.15
BM-056,Omega-Centauri,progenitor,Er II,1,,-0.74,,-1.66,,0.36,0.15
BM-056,Omega-Centauri,progenitor,Tm II,,,,,,,,
