Name,lambda,Species,logepsX,loggf,EW
MKV1012,5476.92,Ni I,1.830,-0.890,155
MKV1012,5483.34,Co I,1.710,-1.488,60
MKV1012,5485.71,Nd II,1.260,-0.120,
MKV1012,5490.16,Ti I,1.460,-0.933,
MKV1012,5501.48,Fe I,0.960,-3.050,186
MKV1012,5506.79,Fe I,0.990,-2.790,180
MKV1012,5516.77,Mn I,2.180,-1.847,
MKV1012,5528.41,Mg I,4.350,-0.357,167
MKV1012,5534.85,Fe II,3.240,-2.920,79
MKV1012,6120.26,Fe I,0.910,-5.940,
MKV1012,6122.23,Ca I,1.890,-0.320,148
MKV1012,6126.22,Ti I,1.070,-1.425,
MKV1012,6136.62,Fe I,2.450,-1.500,169
MKV1012,6137.70,Fe I,2.590,-1.366,121
MKV1012,6141.73,Ba II,0.700,-0.077,161
MKV1012,6149.25,Fe II,3.890,-2.720,36
MKV1012,6151.62,Fe I,2.180,-3.370,74
MKV1012,6157.75,Fe I,4.070,-1.260,
MKV1012,6160.75,Na I,2.100,-1.260,
MKV1012,6161.30,Ca I,2.520,-1.270,37
MKV1012,6165.36,Fe I,4.140,-1.470,31
MKV1012,6166.44,Ca I,2.520,-1.140,
MKV1012,6169.04,Ca I,2.520,-0.800,
MKV1012,6169.56,Ca I,2.520,-0.480,106
MKV1012,6173.34,Fe I,2.220,-2.850,72
MKV1012,6176.82,Ni I,4.090,-0.430,29
MKV1012,6177.25,Ni I,1.830,-3.500,
MKV1012,6187.99,Fe I,3.940,-1.580,
MKV1012,6191.57,Fe I,2.430,-1.416,130
MKV1012,6213.43,Fe I,2.220,-2.660,107
MKV1012,6219.29,Fe I,2.200,-2.438,108
MKV1012,6229.23,Fe I,2.840,-2.900,
MKV1012,6230.74,Fe I,2.560,-1.276,152
MKV1012,6238.38,Fe II,3.890,-2.480,39
MKV1012,6240.66,Fe I,2.220,-3.230,
MKV1012,6243.82,Si I,5.610,-1.270,
MKV1012,6244.48,Si I,5.610,-1.270,
MKV1012,6247.56,Fe II,3.890,-2.360,52
MKV1012,6252.57,Fe I,2.400,-1.757,144
MKV1012,6258.10,Ti I,1.443,-0.355,
MKV1012,6290.97,Fe I,4.730,-0.760,
MKV1012,6297.80,Fe I,2.220,-2.740,96
MKV1012,6301.50,Fe I,3.650,-0.720,94
MKV1012,6302.49,Fe I,3.690,-1.150,
MKV1012,6309.90,Sc II,1.500,-1.520,
MKV1012,6311.51,Fe I,2.830,-3.220,56
MKV1012,6320.43,La II,0.170,-1.562,
MKV1012,6330.09,Cr I,0.940,-2.920,
MKV1012,6355.04,Fe I,2.840,-2.290,81
MKV1012,6369.46,Fe II,2.890,-4.250,50
MKV1012,6380.75,Fe I,4.190,-1.500,56
MKV1012,6390.46,La II,0.320,-1.400,
MKV1012,6392.54,Fe I,2.280,-3.950,
MKV1012,6393.61,Fe I,2.430,-1.630,
MKV1012,6416.93,Fe II,3.890,-2.790,
MKV1012,6419.96,Fe I,4.730,-0.240,
MKV1012,6421.36,Fe I,2.280,-2.014,130
MKV1012,6430.86,Fe I,2.180,-1.946,
MKV1012,6432.68,Fe II,2.890,-3.710,
MKV1012,6439.08,Ca I,2.520,0.390,133
MKV1012,6455.60,Ca I,2.520,-1.290,
MKV1012,6456.39,Fe II,3.900,-2.080,
MKV1012,6496.91,Ba II,0.600,-0.380,148
MKV1012,6498.94,Fe I,0.960,-4.690,64
MKV1012,6499.65,Ca I,2.520,-0.820,76
MKV1012,6516.08,Fe II,2.890,-3.450,
MKV1012,6518.37,Fe I,2.830,-2.460,60
MKV1012,6554.24,Ti I,1.440,-1.218,18
MKV1012,6556.08,Ti I,1.460,-1.074,
MKV1012,6574.23,Fe I,0.990,-5.020,62
MKV1012,6581.22,Fe I,1.480,-4.680,
MKV1012,6593.88,Fe I,2.430,-2.390,73
MKV1012,6608.03,Fe I,2.280,-3.940,
MKV1012,6609.12,Fe I,2.560,-2.660,62
MKV1012,6645.13,Eu II,1.370,0.200,
MKV1061,5339.93,Fe I,3.270,-0.680,
MKV1061,5364.86,Fe I,4.450,0.220,75
MKV1061,5367.48,Fe I,4.420,0.550,129
MKV1061,5369.96,Fe I,4.370,0.540,147
MKV1061,5371.50,Fe I,0.960,-1.644,
MKV1061,5381.01,Ti II,1.570,-1.780,108
MKV1061,5383.37,Fe I,4.310,0.500,
MKV1061,5389.48,Fe I,4.420,-0.400,
MKV1061,5393.17,Fe I,3.240,-0.920,
MKV1061,5397.14,Fe I,0.910,-1.992,
MKV1061,5400.51,Fe I,4.370,-0.150,75
MKV1061,5402.78,Y II,1.840,-0.510,
MKV1061,5405.79,Fe I,0.990,-1.852,
MKV1061,5407.42,Mn I,2.140,-1.743,
MKV1061,5409.80,Cr I,1.030,-0.720,153
MKV1061,5415.19,Fe I,4.390,0.510,120
MKV1061,5418.77,Ti II,1.580,-2.110,104
MKV1061,5420.36,Mn I,2.140,-1.460,
MKV1061,5424.07,Fe I,4.320,0.520,112
MKV1061,5425.25,Fe II,3.200,-3.360,
MKV1061,5432.55,Mn I,0.000,-3.795,
MKV1061,5476.92,Ni I,1.830,-0.890,194
MKV1061,5483.34,Co I,1.710,-1.488,60
MKV1061,5485.71,Nd II,1.260,-0.120,
MKV1061,5490.16,Ti I,1.460,-0.933,34
MKV1061,5501.48,Fe I,0.960,-3.050,179
MKV1061,5506.79,Fe I,0.990,-2.790,188
MKV1061,5516.77,Mn I,2.180,-1.847,
MKV1061,5528.41,Mg I,4.350,-0.357,189
MKV1061,5534.85,Fe II,3.240,-2.920,70
MKV1061,6120.26,Fe I,0.910,-5.940,
MKV1061,6122.23,Ca I,1.890,-0.320,
MKV1061,6126.22,Ti I,1.070,-1.425,
MKV1061,6136.62,Fe I,2.450,-1.500,158
MKV1061,6137.70,Fe I,2.590,-1.366,138
MKV1061,6141.73,Ba II,0.700,-0.077,
MKV1061,6149.25,Fe II,3.890,-2.720,
MKV1061,6151.62,Fe I,2.180,-3.370,82
MKV1061,6157.75,Fe I,4.070,-1.260,
MKV1061,6160.75,Na I,2.100,-1.260,37
MKV1061,6161.30,Ca I,2.520,-1.270,
MKV1061,6165.36,Fe I,4.140,-1.470,48
MKV1061,6166.44,Ca I,2.520,-1.140,
MKV1061,6169.04,Ca I,2.520,-0.800,
MKV1061,6169.56,Ca I,2.520,-0.480,
MKV1061,6173.34,Fe I,2.220,-2.850,
MKV1061,6176.82,Ni I,4.090,-0.430,
MKV1061,6177.25,Ni I,1.830,-3.500,
MKV1061,6187.99,Fe I,3.940,-1.580,
MKV1061,6191.57,Fe I,2.430,-1.416,
MKV1061,6213.43,Fe I,2.220,-2.660,100
MKV1061,6219.29,Fe I,2.200,-2.438,136
MKV1061,6229.23,Fe I,2.840,-2.900,
MKV1061,6230.74,Fe I,2.560,-1.276,157
MKV1061,6238.38,Fe II,3.890,-2.480,55
MKV1061,6240.66,Fe I,2.220,-3.230,
MKV1061,6243.82,Si I,5.610,-1.270,57
MKV1061,6244.48,Si I,5.610,-1.270,
MKV1061,6247.56,Fe II,3.890,-2.360,61
MKV1061,6252.57,Fe I,2.400,-1.757,162
MKV1061,6258.10,Ti I,1.443,-0.355,
MKV1061,6290.97,Fe I,4.730,-0.760,
MKV1061,6297.80,Fe I,2.220,-2.740,119
MKV1061,6301.50,Fe I,3.650,-0.720,137
MKV1061,6302.49,Fe I,3.690,-1.150,
MKV1061,6309.90,Sc II,1.500,-1.520,
MKV1061,6311.51,Fe I,2.830,-3.220,
MKV1061,6320.43,La II,0.170,-1.562,
MKV1061,6330.09,Cr I,0.940,-2.920,
MKV1061,6355.04,Fe I,2.840,-2.290,93
MKV1061,6369.46,Fe II,2.890,-4.250,
MKV1061,6380.75,Fe I,4.190,-1.500,
MKV1061,6390.46,La II,0.320,-1.400,
MKV1061,6392.54,Fe I,2.280,-3.950,38
MKV1061,6393.61,Fe I,2.430,-1.630,145
MKV1061,6416.93,Fe II,3.890,-2.790,
MKV1061,6419.96,Fe I,4.730,-0.240,
MKV1061,6421.36,Fe I,2.280,-2.014,152
MKV1061,6430.86,Fe I,2.180,-1.946,161
MKV1061,6432.68,Fe II,2.890,-3.710,77
MKV1061,6439.08,Ca I,2.520,0.390,159
MKV1061,6455.60,Ca I,2.520,-1.290,
MKV1061,6456.39,Fe II,3.900,-2.080,89
MKV1061,6496.91,Ba II,0.600,-0.380,
MKV1061,6498.94,Fe I,0.960,-4.690,67
MKV1061,6499.65,Ca I,2.520,-0.820,
MKV1061,6516.08,Fe II,2.890,-3.450,48
MKV1061,6518.37,Fe I,2.830,-2.460,49
MKV1061,6554.24,Ti I,1.440,-1.218,
MKV1061,6556.08,Ti I,1.460,-1.074,32
MKV1061,6574.23,Fe I,0.990,-5.020,53
MKV1061,6581.22,Fe I,1.480,-4.680,48
MKV1061,6593.88,Fe I,2.430,-2.390,93
MKV1061,6608.03,Fe I,2.280,-3.940,
MKV1061,6609.12,Fe I,2.560,-2.660,74
MKV1061,6645.13,Eu II,1.370,0.200,
