StarID,Species,lambda,References,EW,logepsX
894,O I,630.0304,-9.717,STZ,0.01,8.33
894,Na I,568.2633,-0.700,KP,10.83,5.86
894,Na I,615.4227,-1.560,KP,0.0,0.0
894,Na I,616.0747,-1.260,KP,5.58,5.58
894,Mg I,552.8405,-0.552,GC,19.47,6.86
894,Mg I,571.1087,-1.729,GC,10.49,6.87
894,Mg I,631.8716,-1.945,GC,5.32,7.20
894,Mg I,631.9237,-2.165,GC,0.0,0.0
894,Al I,669.8673,-1.647,NBS,0.0,0.0
894,Si I,577.2147,-1.750,GARZ,0.0,0.0
894,Si I,594.8541,-1.230,GARZ,9.24,7.36
894,Si I,612.5021,-1.540,ED,3.51,7.30
894,Si I,614.2482,-1.480,ED,4.80,7.49
894,Si I,614.5015,-1.430,ED,4.83,7.44
894,Si I,615.5134,-0.770,ED,8.67,7.44
894,Ca I,551.2980,-0.447,SR,10.24,5.85
894,Ca I,560.1277,-0.523,SR,14.26,6.32
894,Ca I,585.7451,0.240,SR,15.39,6.01
894,Ca I,586.7562,-1.490,GC,5.12,5.96
894,Ca I,612.2217,-0.315,NIST,21.55,6.02
894,Ca I,615.6022,-2.180,NIST,0.0,0.0
894,Ca I,616.1296,-1.266,SR,10.72,6.23
894,Ca I,616.2174,0.100,NBS,0.0,0.0
894,Ca I,616.6438,-1.142,SR,10.42,6.04
894,Ca I,616.9042,-0.797,SR,10.45,5.70
894,Ca I,616.9562,-0.270,NBS,0.0,0.0
894,Ca I,643.9075,0.390,SR,18.43,5.85
894,Ca I,645.5597,-1.290,SR,9.46,5.98
894,Ca I,649.3781,-0.109,SR,13.99,5.67
894,Ca I,649.9650,-0.818,SR,11.53,5.90
894,Ca I,650.8850,-2.110,NBS,0.0,0.0
894,Ca I,679.8479,-2.320,K88,0.0,0.0
894,Sc II,552.6790,0.130,MFW,9.67,2.30
894,Sc II,632.0852,-1.770,NBS,0.0,0.0
894,Ti I,488.5078,0.358,MFW,10.63,4.59
894,Ti I,491.5229,-1.019,MFW,4.72,4.73
894,Ti I,499.7097,-2.118,MFW,0.0,0.0
894,Ti I,508.7058,-0.780,MFW,7.77,4.45
894,Ti I,586.6450,-0.840,MFW,10.48,4.45
894,Ti I,612.6215,-1.425,MFW,7.06,4.36
894,V I,573.7059,-0.740,MFW,6.22,3.57
894,V I,613.5361,-0.746,MFW,3.76,3.12
894,V I,615.0157,-1.780,MFW,6.26,3.58
894,Cr II,488.4607,-2.080,MFW,2.51,5.02
894,Mn I,511.7900,-1.140,MFW,0.02,4.87
894,Fe I,489.2859,-1.290,FMW,8.21,7.31
894,Fe I,506.7151,-0.970,FMW,8.82,7.10
894,Fe I,510.4438,-1.690,FMW,0.0,0.0
894,Fe I,510.9652,-0.980,FMW,9.39,7.31
894,Fe I,552.5545,-1.330,FMW,7.06,7.05
894,Fe I,585.5076,-1.760,FMW,0.0,0.0
894,Fe I,585.6087,-1.640,FMW,6.89,7.39
894,Fe I,585.8779,-2.260,FMW,2.68,7.11
894,Fe I,586.1109,-2.450,FMW,2.47,7.33
894,Fe I,587.7794,-2.230,FMW,0.0,0.0
894,Fe I,588.3817,-1.360,FMW,9.33,7.19
894,Fe I,615.1616,-3.299,FMW,0.0,0.0
894,Fe I,616.5360,-1.550,FMW,6.58,7.03
894,Fe I,618.7990,-1.720,FMW,6.74,6.98
894,Fe I,649.6465,-0.570,FMW,9.06,7.31
894,Fe I,670.3565,-3.160,FMW,7.61,7.04
894,Fe II,483.3197,-4.780,FMW,0.0,0.0
894,Fe II,492.3927,-1.320,FMW,19.57,6.94
894,Fe II,499.3358,-3.650,FMW,5.78,7.04
894,Fe II,510.0664,-4.370,FMW,4.34,7.44
894,Fe II,513.2669,-4.180,FMW,4.67,7.33
894,Fe II,516.1184,-4.483,K88,2.46,7.16
894,Fe II,525.6937,-4.250,K88,2.93,7.09
894,Fe II,526.4812,-3.190,FMW,6.32,7.19
894,Fe II,614.9259,-2.724,K88,4.80,7.19
894,Co I,533.1700,-6.473,K88,0.02,4.23
894,Co I,553.0700,-2.060,FMW,0.02,4.25
894,Ni I,585.7747,-0.636,K88,0.0,0.0
894,Ni I,612.8963,-3.330,FMW,5.88,5.46
894,Ni I,613.0130,-0.960,FMW,1.66,5.40
894,Ni I,617.5360,-0.530,FMW,4.10,5.33
894,Ni I,617.6807,-0.260,LW,5.98,5.42
894,Ni I,617.7236,-3.500,FMW,4.49,5.58
894,Cu I,510.5500,-1.516,BIEL,0.02,3.38
894,Zn I,481.0528,-0.170,BG,5.89,3.50
894,YI I,488.3683,0.070,HL,10.54,1.87
894,YI I,498.2130,-1.290,HL,3.51,1.56
894,YI I,508.7417,-0.170,HL,6.12,1.03
894,YI I,511.9113,-1.360,HL,3.56,1.58
894,Ba II,649.6896,-0.377,NBS,18.96,2.16
894,La II,480.4039,-1.490,LA,4.18,1.22
894,La II,511.4558,-1.030,LA,0.0,0.0
894,La II,632.0377,-1.610,ABH,3.65,1.05
894,Ce II,518.7457,0.130,H,3.42,1.35
894,Ce II,533.0556,-0.360,H,3.67,1.46
894,Ce II,546.8372,0.140,H,3.19,1.50
894,Ce II,604.3374,-0.430,H,0.0,0.0
894,Nd II,491.4382,-0.700,HA,0.0,0.0
894,Nd II,495.9119,-0.800,HA,6.98,1.37
894,Nd II,496.1387,-0.710,MC',4.81,1.52
894,Nd II,508.9832,-1.160,MC',0.0,0.0
894,Nd II,529.3162,0.100,HA,6.30,1.23
894,Nd II,543.1515,-0.470,HA,0.0,0.0
894,Nd II,548.5695,-0.120,HA,3.58,1.41
927,O I,630.0304,-9.717,STZ,0.01,8.45
927,Na I,568.2633,-0.700,KP,12.21,6.13
927,Na I,615.4227,-1.560,KP,5.40,5.85
927,Na I,616.0747,-1.260,KP,6.19,5.67
927,Mg I,552.8405,-0.552,GC,19.47,6.95
927,Mg I,571.1087,-1.729,GC,11.73,7.14
927,Mg I,631.8716,-1.945,GC,4.97,7.19
927,Mg I,631.9237,-2.165,GC,2.96,7.05
927,Al I,669.8673,-1.647,NBS,2.64,5.70
927,Si I,577.2147,-1.750,GARZ,4.82,7.27
927,Si I,594.8541,-1.230,GARZ,8.98,7.50
927,Si I,612.5021,-1.540,ED,3.18,7.34
927,Si I,614.2482,-1.480,ED,3.63,7.38
927,Si I,614.5015,-1.430,ED,4.21,7.45
927,Si I,615.5134,-0.770,ED,7.88,7.48
927,Ca I,551.2980,-0.447,SR,12.62,6.34
927,Ca I,560.1277,-0.523,SR,0.0,0.0
927,Ca I,585.7451,0.240,SR,14.65,5.97
927,Ca I,586.7562,-1.490,GC,4.98,5.94
927,Ca I,612.2217,-0.315,NIST,22.54,6.20
927,Ca I,615.6022,-2.180,NIST,0.0,0.0
927,Ca I,616.1296,-1.266,SR,8.64,5.85
927,Ca I,616.2174,0.100,NBS,0.0,0.0
927,Ca I,616.6438,-1.142,SR,9.61,5.91
927,Ca I,616.9042,-0.797,SR,11.73,6.01
927,Ca I,616.9562,-0.270,NBS,0.0,0.0
927,Ca I,643.9075,0.390,SR,17.53,5.82
927,Ca I,645.5597,-1.290,SR,9.08,5.93
927,Ca I,649.3781,-0.109,SR,14.43,5.80
927,Ca I,649.9650,-0.818,SR,12.37,6.12
927,Ca I,650.8850,-2.110,NBS,0.0,0.0
927,Ca I,679.8479,-2.320,K88,0.0,0.0
927,Sc II,552.6790,0.130,MFW,10.31,2.71
927,Sc II,632.0852,-1.770,NBS,0.0,0.0
927,Ti I,488.5078,0.358,MFW,8.50,4.15
927,Ti I,491.5229,-1.019,MFW,2.52,4.30
927,Ti I,499.7097,-2.118,MFW,0.0,0.0
927,Ti I,508.7058,-0.780,MFW,8.42,4.63
927,Ti I,586.6450,-0.840,MFW,10.74,4.53
927,Ti I,612.6215,-1.425,MFW,0.0,0.0
927,V I,573.7059,-0.740,MFW,5.38,3.42
927,V I,613.5361,-0.746,MFW,0.0,0.0
927,V I,615.0157,-1.780,MFW,6.73,3.63
927,Cr II,488.4607,-2.080,MFW,4.56,5.74
927,Mn I,511.7900,-1.140,MFW,0.02,4.79
927,Fe I,489.2859,-1.290,FMW,7.10,7.21
927,Fe I,506.7151,-0.970,FMW,9.00,7.32
927,Fe I,510.4438,-1.690,FMW,5.90,7.40
927,Fe I,510.9652,-0.980,FMW,8.38,7.23
927,Fe I,552.5545,-1.330,FMW,6.92,7.15
927,Fe I,585.5076,-1.760,FMW,4.09,7.45
927,Fe I,585.6087,-1.640,FMW,6.50,7.44
927,Fe I,585.8779,-2.260,FMW,1.91,6.99
927,Fe I,586.1109,-2.450,FMW,2.49,7.41
927,Fe I,587.7794,-2.230,FMW,3.94,7.37
927,Fe I,588.3817,-1.360,FMW,0.0,0.0
927,Fe I,615.1616,-3.299,FMW,0.0,0.0
927,Fe I,616.5360,-1.550,FMW,6.14,7.06
927,Fe I,618.7990,-1.720,FMW,6.69,7.09
927,Fe I,649.6465,-0.570,FMW,7.66,7.17
927,Fe I,670.3565,-3.160,FMW,8.36,7.31
927,Fe II,483.3197,-4.780,FMW,0.0,0.0
927,Fe II,492.3927,-1.320,FMW,20.15,7.22
927,Fe II,499.3358,-3.650,FMW,5.47,7.26
927,Fe II,510.0664,-4.370,FMW,0.0,0.0
927,Fe II,513.2669,-4.180,FMW,3.34,7.26
927,Fe II,516.1184,-4.483,K88,2.12,7.27
927,Fe II,525.6937,-4.250,K88,3.20,7.40
927,Fe II,526.4812,-3.190,FMW,5.27,7.25
927,Fe II,614.9259,-2.724,K88,4.75,7.45
927,Co I,533.1700,-6.473,K88,0.02,4.36
927,Co I,553.0700,-2.060,FMW,0.02,4.25
927,Ni I,585.7747,-0.636,K88,0.0,0.0
927,Ni I,612.8963,-3.330,FMW,5.71,5.57
927,Ni I,613.0130,-0.960,FMW,2.52,5.74
927,Ni I,617.5360,-0.530,FMW,3.75,5.38
927,Ni I,617.6807,-0.260,LW,0.0,0.0
927,Ni I,617.7236,-3.500,FMW,4.13,5.64
927,Cu I,510.5500,-1.516,BIEL,0.02,3.49
927,Zn I,481.0528,-0.170,BG,6.70,3.94
927,YI I,488.3683,0.070,HL,0.0,0.0
927,YI I,498.2130,-1.290,HL,4.01,1.89
927,YI I,508.7417,-0.170,HL,8.06,1.78
927,YI I,511.9113,-1.360,HL,3.75,1.84
927,Ba II,649.6896,-0.377,NBS,18.25,2.46
927,La II,480.4039,-1.490,LA,4.53,1.54
927,La II,511.4558,-1.030,LA,0.0,0.0
927,La II,632.0377,-1.610,ABH,4.78,1.50
927,Ce II,518.7457,0.130,H,4.50,1.82
927,Ce II,533.0556,-0.360,H,4.46,1.87
927,Ce II,546.8372,0.140,H,4.36,2.00
927,Ce II,604.3374,-0.430,H,1.63,1.61
927,Nd II,491.4382,-0.700,HA,6.94,1.99
927,Nd II,495.9119,-0.800,HA,9.28,2.33
927,Nd II,496.1387,-0.710,MC',5.53,1.94
927,Nd II,508.9832,-1.160,MC',0.0,0.0
927,Nd II,529.3162,0.100,HA,9.47,2.36
927,Nd II,543.1515,-0.470,HA,3.47,1.80
927,Nd II,548.5695,-0.120,HA,0.0,0.0
1272,O I,630.0304,-9.717,STZ,0.01,8.17
1272,Na I,498.2814,-0.950,KP,6.21,5.32
1272,Na I,615.4227,-1.560,KP,2.75,5.28
1272,Na I,616.0747,-1.260,KP,4.36,5.27
1272,Mg I,552.8405,-0.522,GC,20.79,6.88
1272,Mg I,571.1087,-1.729,GC,12.14,7.03
1272,Mg I,631.8716,-1.945,GC,2.89,6.68
1272,Mg I,631.9237,-2.165,GC,3.04,6.93
1272,Mg I,738.7689,-1.020,KP,0.0,0.0
1272,Mg I,871.7825,-0.772,GC,0.0,0.0
1272,Mg I,892.3568,-1.659,GC,0.0,0.0
1272,Al I,669.6022,-1.347,NBS,3.41,5.44
1272,Al I,669.8673,-1.647,NBS,3.03,5.66
1272,Si I,594.8541,-1.230,GARZ,0.0,0.0
1272,Si I,612.5021,-1.540,ED,3.49,7.16
1272,Si I,613.1852,-1.140,KP,0.0,0.0
1272,Si I,614.2482,-1.480,ED,2.37,6.87
1272,Si I,614.5015,-1.430,ED,2.05,6.73
1272,Si I,615.5134,-0.770,ED,5.99,6.89
1272,Si I,703.4902,-0.880,GARZ,0.0,0.0
1272,Si I,725.0627,-1.042,SG,0.0,0.0
1272,Si I,727.5292,-1.003,SG,0.0,0.0
1272,Si I,728.9176,-0.197,SG,0.0,0.0
1272,Si I,793.2349,-0.470,GARZ,0.0,0.0
1272,Si I,874.2446,-0.630,KP,0.0,0.0
1272,S I,921.2863,0.420,NBS,0.0,0.0
1272,S I,922.8093,0.260,NBS,0.0,0.0
1272,S I,923.7538,0.040,NBS,0.0,0.0
1272,Ca I,551.2980,-0.447,SR,11.00,5.90
1272,Ca I,585.7451,0.240,SR,14.37,5.76
1272,Ca I,586.7562,-1.490,GC,4.87,5.79
1272,Ca I,616.1296,-1.266,SR,10.22,5.98
1272,Ca I,616.6438,-1.142,SR,0.0,0.0
1272,Ca I,616.9042,-0.797,SR,12.91,6.05
1272,Ca I,643.9075,0.390,SR,18.79,5.80
1272,Ca I,645.5597,-1.290,SR,0.0,0.0
1272,Ca I,649.3781,-0.109,SR,16.15,5.87
1272,Ca I,649.9650,-0.818,SR,12.17,5.87
1272,Sc II,552.6790,0.130,MFW,10.45,2.15
1272,Sc II,624.5637,-0.980,NBS,6.76,2.14
1272,Sc II,632.0852,-1.770,NBS,2.69,2.16
1272,Ti I,488.5078,0.358,MFW,0.0,0.0
1272,Ti I,491.5229,-1.019,MFW,5.14,4.58
1272,Ti I,499.7096,-2.118,MFW,11.51,4.35
1272,Ti I,508.7058,-0.780,MFW,9.36,4.53
1272,Ti I,586.6450,-0.840,MFW,11.85,4.37
1272,Ti I,606.4626,-1.944,MFW,0.0,0.0
1272,Ti I,609.2792,-1.379,MFW,0.0,0.0
1272,Ti I,612.6215,-1.425,MFW,9.80,4.52
1272,Ti I,631.2236,-1.552,MFW,0.0,0.0
1272,Ti I,633.6098,-1.743,MFW,0.0,0.0
1272,Ti I,655.6061,-1.074,MFW,0.0,0.0
1272,Ti I,659.9105,-2.085,MFW,0.0,0.0
1272,Ti I,686.1447,-0.740,MFW,0.0,0.0
1272,Ti I,718.8565,-1.760,MFW,0.0,0.0
1272,Ti I,744.0578,-0.700,MFW,0.0,0.0
1272,Ti I,802.4843,-1.140,MFW,0.0,0.0
1272,Ti I,835.3161,-2.677,MFW,0.0,0.0
1272,Ti I,867.5372,-1.669,MFW,0.0,0.0
1272,Ti I,868.2980,-1.941,MFW,0.0,0.0
1272,Ti I,869.2331,-2.295,MFW,0.0,0.0
1272,Ti I,873.4712,-2.384,MFW,0.0,0.0
1272,V I,573.7059,-0.740,MFW,7.92,3.56
1272,V I,613.5361,-0.746,MFW,6.88,3.32
1272,V I,653.1414,-0.840,MFW,4.20,3.18
1272,Cr I,633.0090,-2.920,MFW,9.45,4.97
1272,Cr I,663.0010,-3.560,MFW,5.23,5.02
1272,Cr I,735.5960,-0.285,MFW,0.0,0.0
1272,Mn I,511.7900,-1.140,MFW,0.02,4.47
1272,Fe I,466.1535,-1.270,FMW,0.0,0.0
1272,Fe I,479.4354,-4.050,FMW,0.0,0.0
1272,Fe I,484.9668,-2.680,FMW,0.0,0.0
1272,Fe I,489.2859,-1.290,FMW,7.11,6.92
1272,Fe I,489.6439,-2.050,FMW,0.0,0.0
1272,Fe I,491.8013,-1.360,FMW,0.0,0.0
1272,Fe I,510.9652,-0.980,FMW,8.24,6.94
1272,Fe I,552.5544,-1.330,FMW,7.32,6.95
1272,Fe I,585.6087,-1.640,FMW,4.11,6.71
1272,Fe I,585.8779,-2.260,FMW,2.26,6.84
1272,Fe I,586.1109,-2.450,FMW,1.44,6.87
1272,Fe I,587.7794,-2.230,FMW,0.0,0.0
1272,Fe I,588.3817,-1.360,FMW,7.83,6.71
1272,Fe I,595.2717,-1.440,FMW,0.0,0.0
1272,Fe I,601.2210,-4.200,FMW,0.0,0.0
1272,Fe I,601.5245,-4.680,FMW,0.0,0.0
1272,Fe I,601.9366,-3.360,FMW,0.0,0.0
1272,Fe I,602.4058,-0.120,FMW,0.0,0.0
1272,Fe I,602.7051,-1.210,FMW,0.0,0.0
1272,Fe I,605.6005,-0.460,FMW,0.0,0.0
1272,Fe I,607.9008,-1.120,FMW,0.0,0.0
1272,Fe I,609.6663,-1.930,FMW,0.0,0.0
1272,Fe I,610.5128,-2.050,FMW,0.0,0.0
1272,Fe I,612.0246,-5.950,FMW,0.0,0.0
1272,Fe I,615.1616,-3.299,FMW,10.45,6.75
1272,Fe I,615.9375,-1.970,FMW,0.0,0.0
1272,Fe I,616.5360,-1.550,FMW,6.11,6.78
1272,Fe I,618.7989,-1.720,FMW,6.77,6.81
1272,Fe I,622.6734,-2.220,FMW,0.0,0.0
1272,Fe I,649.6465,-0.570,FMW,7.25,6.84
1272,Fe I,651.8366,-2.750,FMW,0.0,0.0
1272,Fe I,659.7559,-1.070,FMW,0.0,0.0
1272,Fe I,670.3565,-3.160,FMW,7.81,6.83
1272,Fe I,672.5356,-2.300,FMW,0.0,0.0
1272,Fe I,673.9521,-4.950,FMW,0.0,0.0
1272,Fe I,674.6954,-4.350,FMW,0.0,0.0
1272,Fe I,679.3258,-2.470,FMW,0.0,0.0
1272,Fe I,684.2685,-1.320,FMW,0.0,0.0
1272,Fe I,684.3655,-0.930,FMW,0.0,0.0
1272,Fe I,685.7250,-2.150,FMW,0.0,0.0
1272,Fe I,686.2492,-1.570,FMW,0.0,0.0
1272,Fe I,691.6680,-1.450,FMW,0.0,0.0
1272,Fe I,697.6922,-1.850,FMW,0.0,0.0
1272,Fe I,698.8524,-3.660,FMW,0.0,0.0
1272,Fe I,702.2952,-1.250,FMW,0.0,0.0
1272,Fe I,706.9531,-4.340,FMW,0.0,0.0
1272,Fe I,721.9682,-1.690,FMW,0.0,0.0
1272,Fe I,747.6375,-1.680,FMW,0.0,0.0
1272,Fe I,749.8530,-2.250,FMW,0.0,0.0
1272,Fe I,758.3787,-1.990,FMW,0.0,0.0
1272,Fe I,794.1087,-2.580,FMW,0.0,0.0
1272,Fe I,883.8427,-1.980,FMW,0.0,0.0
1272,Fe II,483.3197,-4.780,FMW,2.22,6.84
1272,Fe II,499.3358,-3.650,FMW,0.0,0.0
1272,Fe II,510.0664,-4.370,FMW,3.54,6.96
1272,Fe II,513.2669,-4.180,FMW,0.0,0.0
1272,Fe II,525.6937,-4.250,K88,3.08,6.82
1272,Fe II,526.4812,-3.190,FMW,5.71,6.79
1272,Fe II,599.1376,-3.557,K88,0.0,0.0
1272,Fe II,608.4111,-3.808,K88,0.0,0.0
1272,Fe II,614.9258,-2.724,K88,0.0,0.0
1272,Fe II,624.7557,-2.329,K88,0.0,0.0
1272,Fe II,636.9462,-4.253,K88,0.0,0.0
1272,Fe II,643.2680,-3.500,H92,0.0,0.0
1272,Fe II,645.6383,-2.075,K88,0.0,0.0
1272,Fe II,651.6080,-3.380,H92,0.0,0.0
1272,Co I,533.1700,-6.473,K88,0.02,4.19
1272,Co I,553.0700,-2.060,FMW,0.02,4.02
1272,Co I,609.3400,-4.568,K88,0.0,0.0
1272,Ni I,493.5830,-0.350,FMW,0.0,0.0
1272,Ni I,585.7746,-0.636,K88,4.37,5.43
1272,Ni I,600.7306,-3.330,FMW,0.0,0.0
1272,Ni I,608.6276,-0.530,FMW,0.0,0.0
1272,Ni I,611.1065,-0.870,FMW,0.0,0.0
1272,Ni I,612.8963,-3.330,FMW,0.0,0.0
1272,Ni I,613.0130,-0.960,FMW,1.43,5.16
1272,Ni I,617.5360,-0.530,FMW,5.01,5.33
1272,Ni I,617.6807,-0.260,LW,6.42,5.33
1272,Ni I,617.7236,-3.500,FMW,4.99,5.37
1272,Ni I,618.6708,-0.960,FMW,0.0,0.0
1272,Ni I,620.4600,-1.100,LW,0.0,0.0
1272,Ni I,632.7592,-3.150,FMW,0.0,0.0
1272,Ni I,648.2796,-2.630,FMW,0.0,0.0
1272,Ni I,658.6307,-2.810,FMW,0.0,0.0
1272,Ni I,659.8592,-0.980,FMW,0.0,0.0
1272,Ni I,677.2313,-0.980,FMW,0.0,0.0
1272,Ni I,700.1534,-3.660,FMW,0.0,0.0
1272,Ni I,706.2951,-3.500,FMW,0.0,0.0
1272,Ni I,778.8936,-2.420,FMW,0.0,0.0
1272,Cu I,510.5500,-1.516,BIEL,0.02,3.14
1272,Zn I,481.0528,-0.170,BG,6.20,3.39
1272,YI I,488.3683,0.070,HL,0.0,0.0
1272,YI I,498.2130,-1.290,HL,3.91,1.27
1272,YI I,508.7417,-0.170,HL,7.63,1.02
1272,YI I,511.9113,-1.360,HL,3.74,1.24
1272,YI I,679.5413,-1.190,CC,0.0,0.0
1272,Ba I,649.6897,-0.377,NBS,17.99,1.81
1272,La II,480.4039,-1.500,LA,4.65,0.93
1272,La II,511.4558,-1.030,LA,0.0,0.0
1272,La II,632.0377,-1.610,ABH,4.89,0.87
1272,La II,639.0477,-1.410,LA,4.33,0.75
1272,Ce II,518.7457,0.130,H,4.19,1.14
1272,Ce II,533.0556,-0.360,H,2.98,0.92
1272,Nd II,491.4382,-0.700,HA,6.39,1.15
1272,Nd II,496.1387,-0.710,MC',5.26,1.22
1272,Nd II,498.9950,-0.500,MC',0.0,0.0
1272,Nd II,499.8540,-1.100,MC',3.36,1.00
1272,Nd II,508.9832,-1.160,MC',4.42,0.93
1272,Nd II,543.1515,-0.470,HA,2.87,1.05
1272,Nd II,548.5097,-1.640,HA,0.0,0.0
1282,O I,630.0304,-9.717,STZ,0.01,8.22
1282,Na I,498.2814,-0.950,KP,7.92,5.36
1282,Na I,615.4227,-1.560,KP,3.50,5.22
1282,Na I,616.0747,-1.260,KP,5.67,5.26
1282,Mg I,552.8405,-0.522,GC,22.72,6.86
1282,Mg I,571.1087,-1.729,GC,12.75,6.96
1282,Mg I,631.8716,-1.945,GC,0.0,0.0
1282,Mg I,631.9237,-2.165,GC,3.30,6.91
1282,Mg I,738.7689,-1.020,KP,0.0,0.0
1282,Mg I,871.7825,-0.772,GC,5.40,6.85
1282,Mg I,892.3568,-1.659,GC,4.28,6.84
1282,Al I,669.6022,-1.347,NBS,4.64,5.46
1282,Al I,669.8673,-1.647,NBS,3.00,5.48
1282,Si I,594.8541,-1.230,GARZ,7.32,7.04
1282,Si I,612.5021,-1.540,ED,3.05,7.19
1282,Si I,613.1852,-1.140,KP,0.0,0.0
1282,Si I,614.2482,-1.480,ED,1.97,6.88
1282,Si I,614.5015,-1.430,ED,0.0,0.0
1282,Si I,615.5134,-0.770,ED,6.30,7.09
1282,Si I,703.4902,-0.880,GARZ,4.22,7.14
1282,Si I,725.0627,-1.042,SG,0.0,0.0
1282,Si I,727.5292,-1.003,SG,4.07,6.90
1282,Si I,728.9176,-0.197,SG,0.0,0.0
1282,Si I,793.2349,-0.470,GARZ,5.33,7.05
1282,Si I,874.2446,-0.630,KP,6.17,7.20
1282,S I,921.2863,0.420,NBS,0.01,6.62
1282,S I,922.8093,0.260,NBS,0.01,6.62
1282,S I,923.7538,0.040,NBS,0.01,6.62
1282,Ca I,551.2980,-0.447,SR,11.72,5.72
1282,Ca I,585.7451,0.240,SR,0.0,0.0
1282,Ca I,586.7562,-1.490,GC,4.73,5.54
1282,Ca I,616.1296,-1.266,SR,0.0,0.0
1282,Ca I,616.6438,-1.142,SR,12.19,5.87
1282,Ca I,616.9042,-0.797,SR,13.46,5.76
1282,Ca I,643.9075,0.390,SR,21.41,5.73
1282,Ca I,645.5597,-1.290,SR,10.88,5.75
1282,Ca I,649.3781,-0.109,SR,17.72,5.72
1282,Ca I,649.9650,-0.818,SR,13.96,5.81
1282,Sc II,552.6790,0.130,MFW,11.21,2.30
1282,Sc II,624.5637,-0.980,NBS,7.90,2.39
1282,Sc II,632.0852,-1.770,NBS,3.35,2.39
1282,Ti I,488.5078,0.358,MFW,0.0,0.0
1282,Ti I,491.5229,-1.019,MFW,0.0,0.0
1282,Ti I,499.7096,-2.118,MFW,14.81,4.58
1282,Ti I,508.7058,-0.780,MFW,0.0,0.0
1282,Ti I,586.6450,-0.840,MFW,15.65,4.57
1282,Ti I,606.4626,-1.944,MFW,9.61,4.50
1282,Ti I,609.2792,-1.379,MFW,4.73,4.40
1282,Ti I,612.6215,-1.425,MFW,13.75,4.71
1282,Ti I,631.2236,-1.552,MFW,7.91,4.41
1282,Ti I,633.6098,-1.743,MFW,7.34,4.50
1282,Ti I,655.6061,-1.074,MFW,12.51,4.62
1282,Ti I,659.9105,-2.085,MFW,0.0,0.0
1282,Ti I,686.1447,-0.740,MFW,4.95,4.27
1282,Ti I,718.8565,-1.760,MFW,7.04,4.37
1282,Ti I,744.0578,-0.700,MFW,5.15,4.20
1282,Ti I,802.4843,-1.140,MFW,0.0,0.0
1282,Ti I,835.3161,-2.677,MFW,9.82,4.61
1282,Ti I,867.5372,-1.669,MFW,14.80,4.58
1282,Ti I,868.2980,-1.941,MFW,11.91,4.46
1282,Ti I,869.2331,-2.295,MFW,10.48,4.63
1282,Ti I,873.4712,-2.384,MFW,9.15,4.56
1282,V I,573.7059,-0.740,MFW,0.0,0.0
1282,V I,613.5361,-0.746,MFW,10.01,3.38
1282,V I,653.1414,-0.840,MFW,7.81,3.32
1282,Cr I,633.0090,-2.920,MFW,12.41,4.99
1282,Cr I,663.0010,-3.560,MFW,8.22,5.05
1282,Cr I,735.5960,-0.285,MFW,12.62,5.09
1282,Mn I,511.7900,-1.140,MFW,0.02,4.58
1282,Fe I,466.1535,-1.270,FMW,4.21,6.68
1282,Fe I,479.4354,-4.050,FMW,5.90,6.94
1282,Fe I,484.9668,-2.680,FMW,0.0,0.0
1282,Fe I,489.2859,-1.290,FMW,7.15,6.82
1282,Fe I,489.6439,-2.050,FMW,7.20,7.15
1282,Fe I,491.8013,-1.360,FMW,6.41,6.75
1282,Fe I,510.9652,-0.980,FMW,0.0,0.0
1282,Fe I,552.5544,-1.330,FMW,8.05,6.99
1282,Fe I,585.6087,-1.640,FMW,5.84,6.96
1282,Fe I,585.8779,-2.260,FMW,3.55,7.05
1282,Fe I,586.1109,-2.450,FMW,0.0,0.0
1282,Fe I,587.7794,-2.230,FMW,0.0,0.0
1282,Fe I,588.3817,-1.360,FMW,9.72,6.98
1282,Fe I,595.2717,-1.440,FMW,9.04,6.95
1282,Fe I,601.2210,-4.200,FMW,8.38,7.14
1282,Fe I,601.5245,-4.680,FMW,0.0,0.0
1282,Fe I,601.9366,-3.360,FMW,0.0,0.0
1282,Fe I,602.4058,-0.120,FMW,11.97,6.95
1282,Fe I,602.7051,-1.210,FMW,9.66,6.96
1282,Fe I,605.6005,-0.460,FMW,7.92,6.74
1282,Fe I,607.9008,-1.120,FMW,6.07,6.94
1282,Fe I,609.6663,-1.930,FMW,6.65,6.96
1282,Fe I,610.5128,-2.050,FMW,2.28,6.99
1282,Fe I,612.0246,-5.950,FMW,0.0,0.0
1282,Fe I,615.1616,-3.299,FMW,0.0,0.0
1282,Fe I,615.9375,-1.970,FMW,0.0,0.0
1282,Fe I,616.5360,-1.550,FMW,7.06,6.87
1282,Fe I,618.7989,-1.720,FMW,8.20,6.98
1282,Fe I,622.6734,-2.220,FMW,6.21,7.03
1282,Fe I,649.6465,-0.570,FMW,6.99,6.73
1282,Fe I,651.8366,-2.750,FMW,11.40,7.02
1282,Fe I,659.7559,-1.070,FMW,5.86,7.02
1282,Fe I,670.3565,-3.160,FMW,9.42,6.95
1282,Fe I,672.5356,-2.300,FMW,4.39,7.06
1282,Fe I,673.9521,-4.950,FMW,8.63,6.90
1282,Fe I,674.6954,-4.350,FMW,3.42,6.92
1282,Fe I,679.3258,-2.470,FMW,3.78,7.08
1282,Fe I,684.2685,-1.320,FMW,6.36,7.14
