Found,Query_ID,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,FLUX_B_1,FLUX_V_1,FLUX_R_1,FLUX_I_1,FLUX_J_1,FLUX_H_1,FLUX_K_1,OTYPE_2,SP_TYPE_2,RA_3,DEC_3,PMRA_2,PMDEC_2,PLX_VALUE_2,RV_VALUE_2,FLUX_U_1,FLUX_B_2,FLUX_V_2,FLUX_R_2,FLUX_I_2,FLUX_J_2,FLUX_H_2,FLUX_K_2,OTYPE_3,SP_TYPE_3,RA_4,DEC_4,PMRA_3,PMDEC_3,PLX_VALUE_3,RV_VALUE_3,SCRIPT_NUMBER_ID
True,[LPP2003] 463,2MASS J10125392-0145273,10 12 53.8910,-01 45 27.219,14,14,0.3213,0.4186,90,A,O,2020yCat.1350....0G,,19.95,18.96,,17.94,17.282,16.187,15.343,RGB*,,10 12 53.8910,-01 45 27.219,-0.451,0.108,0.1111,226.6,19.95,18.96,,17.94,17.282,16.187,15.343,RGB*,,10 12 53.8910,-01 45 27.219,-0.451,0.108,0.1111,226.6,,19.95,18.96,,17.94,17.282,16.187,15.343,RGB*,,10 12 53.8910,-01 45 27.219,-0.451,0.108,0.1111,226.6,1
True,[LPP2003] 470,[BTH2011] 7,10 13 25.9861,-01 36 11.101,14,14,0.211,0.2328,90,A,O,2020yCat.1350....0G,,19.92,18.938,,17.9,17.07,16.57,16.43,RGB*,,10 13 25.9861,-01 36 11.101,-0.38,0.127,0.143,210.5,19.92,18.938,,17.9,17.07,16.57,16.43,RGB*,,10 13 25.9861,-01 36 11.101,-0.38,0.127,0.143,210.5,,19.92,18.938,,17.9,17.07,16.57,16.43,RGB*,,10 13 25.9861,-01 36 11.101,-0.38,0.127,0.143,210.5,1
True,[LPP2003] 473,[BTH2011] 2,10 12 47.9875,-01 29 38.806,14,14,0.2136,0.2913,90,A,O,2020yCat.1350....0G,,19.84,18.98,,18.04,17.37,16.83,16.77,RGB*,,10 12 47.9875,-01 29 38.806,-0.527,0.452,0.036,222.51,19.84,18.98,,18.04,17.37,16.83,16.77,RGB*,,10 12 47.9875,-01 29 38.806,-0.527,0.452,0.036,222.51,,19.84,18.98,,18.04,17.37,16.83,16.77,RGB*,,10 12 47.9875,-01 29 38.806,-0.527,0.452,0.036,222.51,1
True,[LPP2003] 502,[BTH2011] 16,10 13 44.9939,-01 36 30.920,14,14,0.2388,0.2093,90,A,O,2020yCat.1350....0G,,19.91,19.108,,18.17,17.41,16.97,16.82,RGB*,,10 13 44.9939,-01 36 30.920,-0.511,-0.051,0.0346,212.7,19.91,19.108,,18.17,17.41,16.97,16.82,RGB*,,10 13 44.9939,-01 36 30.920,-0.511,-0.051,0.0346,212.7,,19.91,19.108,,18.17,17.41,16.97,16.82,RGB*,,10 13 44.9939,-01 36 30.920,-0.511,-0.051,0.0346,212.7,1
True,[LPP2003] 503,[BTH2011] 11,10 13 16.7277,-01 39 56.768,14,14,0.2661,0.3163,90,A,O,2020yCat.1350....0G,,20.07,19.14,,18.08,17.25,16.64,16.61,RGB*,,10 13 16.7277,-01 39 56.768,-0.592,0.344,0.7836,220.3,20.07,19.14,,18.08,17.25,16.64,16.61,RGB*,,10 13 16.7277,-01 39 56.768,-0.592,0.344,0.7836,220.3,,20.07,19.14,,18.08,17.25,16.64,16.61,RGB*,,10 13 16.7277,-01 39 56.768,-0.592,0.344,0.7836,220.3,1
True,[LPP2003] 514,[BTH2011] 25,10 12 56.3141,-01 39 21.178,14,14,0.3367,0.4525,90,A,O,2020yCat.1350....0G,,20.09,19.148,,18.16,17.4,16.83,16.87,RGB*,,10 12 56.3141,-01 39 21.178,-0.195,0.543,,224.5,20.09,19.148,,18.16,17.4,16.83,16.87,RGB*,,10 12 56.3141,-01 39 21.178,-0.195,0.543,,224.5,,20.09,19.148,,18.16,17.4,16.83,16.87,RGB*,,10 12 56.3141,-01 39 21.178,-0.195,0.543,,224.5,1
True,[LPP2003] 522,[BTH2011] 30,10 12 38.8558,-01 41 45.030,14,14,0.3329,0.4815,90,A,O,2020yCat.1350....0G,,20.08,19.168,,18.18,17.47,16.91,16.94,RGB*,,10 12 38.8558,-01 41 45.030,-0.69,0.364,0.0305,232.61,20.08,19.168,,18.18,17.47,16.91,16.94,RGB*,,10 12 38.8558,-01 41 45.030,-0.69,0.364,0.0305,232.61,,20.08,19.168,,18.18,17.47,16.91,16.94,RGB*,,10 12 38.8558,-01 41 45.030,-0.69,0.364,0.0305,232.61,1
True,[LPP2003] 528,[BTH2011] 1,10 12 40.2711,-01 29 07.720,14,14,0.3014,0.468,90,A,O,2020yCat.1350....0G,,20.2,19.22,,18.2,17.39,16.86,16.8,RGB*,,10 12 40.2711,-01 29 07.720,-0.794,0.189,0.0673,230.7,20.2,19.22,,18.2,17.39,16.86,16.8,RGB*,,10 12 40.2711,-01 29 07.720,-0.794,0.189,0.0673,230.7,,20.2,19.22,,18.2,17.39,16.86,16.8,RGB*,,10 12 40.2711,-01 29 07.720,-0.794,0.189,0.0673,230.7,1
True,[LPP2003] 530,[BTH2011] 17,10 13 41.4478,-01 35 38.999,14,14,0.2665,0.2895,90,A,O,2020yCat.1350....0G,,20.09,19.198,,18.2,17.43,16.92,16.87,RGB*,,10 13 41.4478,-01 35 38.999,-0.646,0.428,0.2526,232.1,20.09,19.198,,18.2,17.43,16.92,16.87,RGB*,,10 13 41.4478,-01 35 38.999,-0.646,0.428,0.2526,232.1,,20.09,19.198,,18.2,17.43,16.92,16.87,RGB*,,10 13 41.4478,-01 35 38.999,-0.646,0.428,0.2526,232.1,1
True,[LPP2003] 534,[BTH2011] 8,10 13 18.2774,-01 35 15.873,14,14,0.2511,0.2816,90,A,O,2020yCat.1350....0G,,20.07,19.208,,18.21,17.43,16.94,16.83,RGB*,,10 13 18.2774,-01 35 15.873,-0.474,0.555,0.1168,210.4,20.07,19.208,,18.21,17.43,16.94,16.83,RGB*,,10 13 18.2774,-01 35 15.873,-0.474,0.555,0.1168,210.4,,20.07,19.208,,18.21,17.43,16.94,16.83,RGB*,,10 13 18.2774,-01 35 15.873,-0.474,0.555,0.1168,210.4,1
True,[LPP2003] 545,[KGS2010] Sex     545,10 12 40.9087,-01 32 01.288,14,14,0.3388,0.4964,90,A,O,2020yCat.1350....0G,,20.18,19.248,,18.29,17.6,17.03,16.99,RGB*,,10 12 40.9087,-01 32 01.288,0.411,-1.081,,215.4,20.18,19.248,,18.29,17.6,17.03,16.99,RGB*,,10 12 40.9087,-01 32 01.288,0.411,-1.081,,215.4,,20.18,19.248,,18.29,17.6,17.03,16.99,RGB*,,10 12 40.9087,-01 32 01.288,0.411,-1.081,,215.4,1
True,[LPP2003] 561,[BTH2011] 4,10 13 09.9373,-01 29 35.032,14,14,0.3195,0.4396,90,A,O,2020yCat.1350....0G,,20.24,19.288,,18.29,17.49,16.98,17.04,RGB*,,10 13 09.9373,-01 29 35.032,-0.759,0.704,0.5613,233.1,20.24,19.288,,18.29,17.49,16.98,17.04,RGB*,,10 13 09.9373,-01 29 35.032,-0.759,0.704,0.5613,233.1,,20.24,19.288,,18.29,17.49,16.98,17.04,RGB*,,10 13 09.9373,-01 29 35.032,-0.759,0.704,0.5613,233.1,1
True,[LPP2003] 570,[BTH2011] 18,10 13 07.5695,-01 41 13.081,14,14,0.3305,0.3696,90,A,O,2020yCat.1350....0G,,20.15,19.308,,18.37,17.6,17.14,17.0,RGB*,,10 13 07.5695,-01 41 13.081,-0.219,-0.293,0.1026,222.1,20.15,19.308,,18.37,17.6,17.14,17.0,RGB*,,10 13 07.5695,-01 41 13.081,-0.219,-0.293,0.1026,222.1,,20.15,19.308,,18.37,17.6,17.14,17.0,RGB*,,10 13 07.5695,-01 41 13.081,-0.219,-0.293,0.1026,222.1,1
True,[LPP2003] 641,[BTH2011] 80,10 12 59.4861,-01 28 03.489,14,14,0.294,0.3958,90,A,O,2020yCat.1350....0G,,20.43,19.55,,18.62,17.94,17.5,17.25,RGB*,,10 12 59.4861,-01 28 03.489,-0.72,0.03,,228.3,20.43,19.55,,18.62,17.94,17.5,17.25,RGB*,,10 12 59.4861,-01 28 03.489,-0.72,0.03,,228.3,,20.43,19.55,,18.62,17.94,17.5,17.25,RGB*,,10 12 59.4861,-01 28 03.489,-0.72,0.03,,228.3,1
True,[LPP2003] 642,[KGS2010] Sex     642,10 13 37.2636,-01 32 04.555,14,14,0.2992,0.2974,90,A,O,2020yCat.1350....0G,,20.35,19.518,,18.6,17.9,17.48,17.32,RGB*,,10 13 37.2636,-01 32 04.555,-0.518,-0.164,,222.8,20.35,19.518,,18.6,17.9,17.48,17.32,RGB*,,10 13 37.2636,-01 32 04.555,-0.518,-0.164,,222.8,,20.35,19.518,,18.6,17.9,17.48,17.32,RGB*,,10 13 37.2636,-01 32 04.555,-0.518,-0.164,,222.8,1
True,[LPP2003] 690,[KGS2010] Sex     690,10 13 11.2328,-01 35 01.975,14,14,0.3448,0.4211,90,A,O,2020yCat.1350....0G,,20.53,19.658,,18.69,18.02,17.35,17.26,RGB*,,10 13 11.2328,-01 35 01.975,-0.67,-0.152,,233.2,20.53,19.658,,18.69,18.02,17.35,17.26,RGB*,,10 13 11.2328,-01 35 01.975,-0.67,-0.152,,233.2,,20.53,19.658,,18.69,18.02,17.35,17.26,RGB*,,10 13 11.2328,-01 35 01.975,-0.67,-0.152,,233.2,1
True,[LPP2003] 701,[BTH2011] 82,10 13 12.4697,-01 29 17.275,14,14,0.4129,0.4361,90,A,O,2020yCat.1350....0G,,20.63,19.71,,18.68,17.96,17.45,17.3,RGB*,,10 13 12.4697,-01 29 17.275,-0.647,0.111,0.2854,230.2,20.63,19.71,,18.68,17.96,17.45,17.3,RGB*,,10 13 12.4697,-01 29 17.275,-0.647,0.111,0.2854,230.2,,20.63,19.71,,18.68,17.96,17.45,17.3,RGB*,,10 13 12.4697,-01 29 17.275,-0.647,0.111,0.2854,230.2,1
True,[LPP2003] 737,[BTH2011] 76,10 13 26.2745,-01 31 50.316,14,14,0.4385,0.4939,90,A,O,2020yCat.1350....0G,,20.63,19.82,,18.9,18.2,17.61,17.43,RGB*,,10 13 26.2745,-01 31 50.316,-0.428,-0.226,,228.0,20.63,19.82,,18.9,18.2,17.61,17.43,RGB*,,10 13 26.2745,-01 31 50.316,-0.428,-0.226,,228.0,,20.63,19.82,,18.9,18.2,17.61,17.43,RGB*,,10 13 26.2745,-01 31 50.316,-0.428,-0.226,,228.0,1
True,[LPP2003] 740,[KGS2010] Sex     740,10 12 43.1143,-01 40 15.012,14,14,0.5553,0.7104,90,A,O,2020yCat.1350....0G,,20.68,19.768,,18.79,18.64,17.47,17.54,RGB*,,10 12 43.1143,-01 40 15.012,-0.371,0.472,,230.9,20.68,19.768,,18.79,18.64,17.47,17.54,RGB*,,10 12 43.1143,-01 40 15.012,-0.371,0.472,,230.9,,20.68,19.768,,18.79,18.64,17.47,17.54,RGB*,,10 12 43.1143,-01 40 15.012,-0.371,0.472,,230.9,1
True,[LPP2003] 792,[KGS2010] Sex     792,10 13 26.4196,-01 36 36.299,14,14,0.4134,0.4617,90,A,O,2020yCat.1350....0G,,20.73,19.848,,18.9,18.14,17.72,17.42,RGB*,,10 13 26.4196,-01 36 36.299,-1.818,0.809,0.1047,215.3,20.73,19.848,,18.9,18.14,17.72,17.42,RGB*,,10 13 26.4196,-01 36 36.299,-1.818,0.809,0.1047,215.3,,20.73,19.848,,18.9,18.14,17.72,17.42,RGB*,,10 13 26.4196,-01 36 36.299,-1.818,0.809,0.1047,215.3,1
True,[LPP2003] 825,[KGS2010] Sex     825,10 13 08.2258,-01 35 53.688,14,14,0.4626,0.5801,90,A,O,2020yCat.1350....0G,,20.84,19.918,,19.02,18.22,17.91,17.59,RGB*,,10 13 08.2258,-01 35 53.688,-0.524,0.5,0.3161,219.0,20.84,19.918,,19.02,18.22,17.91,17.59,RGB*,,10 13 08.2258,-01 35 53.688,-0.524,0.5,0.3161,219.0,,20.84,19.918,,19.02,18.22,17.91,17.59,RGB*,,10 13 08.2258,-01 35 53.688,-0.524,0.5,0.3161,219.0,1
True,[LPP2003] VV2,2MASS J10122701-0130214,10 12 27.0291,-01 30 21.283,14,14,0.1849,0.2966,90,A,O,2020yCat.1350....0G,,,18.37,,17.38,16.549,15.983,15.86,RGB*,,10 12 27.0291,-01 30 21.283,-0.361,0.204,,519.278015,,18.37,,17.38,16.549,15.983,15.86,RGB*,,10 12 27.0291,-01 30 21.283,-0.361,0.204,,519.278015,,,18.37,,17.38,16.549,15.983,15.86,RGB*,,10 12 27.0291,-01 30 21.283,-0.361,0.204,,519.278015,1
True,[MBC98a] Sagittarius1432,[MBC98a] Sgr1  432,18 53 50.7810,-30 27 27.498,14,14,0.0799,0.0734,90,A,O,2020yCat.1350....0G,,,17.55,,,15.664,15.051,15.012,Star,,18 53 50.7810,-30 27 27.498,-2.702,-1.48,0.1208,,,17.55,,,15.664,15.051,15.012,Star,,18 53 50.7810,-30 27 27.498,-2.702,-1.48,0.1208,,,,17.55,,,15.664,15.051,15.012,Star,,18 53 50.7810,-30 27 27.498,-2.702,-1.48,0.1208,,1
True,[MBC98a] Sagittarius1628,[MBC98a] Sgr1  628,18 53 47.9306,-30 26 14.658,14,14,0.118,0.1061,90,A,O,2020yCat.1350....0G,,,18.0,,,16.122,15.492,15.346,Star,,18 53 47.9306,-30 26 14.658,-2.391,-1.291,0.1754,,,18.0,,,16.122,15.492,15.346,Star,,18 53 47.9306,-30 26 14.658,-2.391,-1.291,0.1754,,,,18.0,,,16.122,15.492,15.346,Star,,18 53 47.9306,-30 26 14.658,-2.391,-1.291,0.1754,,1
True,[MBC98a] Sagittarius1716,[MBC98a] Sgr1  716,18 53 52.9946,-30 27 12.973,14,14,0.1225,0.1106,90,A,O,2020yCat.1350....0G,,,18.1,,,16.214,15.697,15.563,Star,,18 53 52.9946,-30 27 12.973,-2.592,-1.396,,,,18.1,,,16.214,15.697,15.563,Star,,18 53 52.9946,-30 27 12.973,-2.592,-1.396,,,,,18.1,,,16.214,15.697,15.563,Star,,18 53 52.9946,-30 27 12.973,-2.592,-1.396,,,1
True,[MBC98a] Sagittarius1867,[MBC98a] Sgr1  867,18 53 53.0507,-30 27 29.354,14,14,0.122,0.1136,90,A,O,2020yCat.1350....0G,,,18.3,,,,,,Star,,18 53 53.0507,-30 27 29.354,-2.655,-1.272,,,,18.3,,,,,,Star,,18 53 53.0507,-30 27 29.354,-2.655,-1.272,,,,,18.3,,,,,,Star,,18 53 53.0507,-30 27 29.354,-2.655,-1.272,,,1
True,[MBC98a] Sagittarius1894,[MBC98a] Sgr1  894,18 53 36.8601,-30 29 54.300,14,14,0.1604,0.1503,90,A,O,2020yCat.1350....0G,,,18.34,,,16.31,15.757,,Star,,18 53 36.8601,-30 29 54.300,-2.634,-1.328,0.0093,,,18.34,,,16.31,15.757,,Star,,18 53 36.8601,-30 29 54.300,-2.634,-1.328,0.0093,,,,18.34,,,16.31,15.757,,Star,,18 53 36.8601,-30 29 54.300,-2.634,-1.328,0.0093,,1
True,[MFW2011] 5059,[MFW2011] 5059,00 59 41.9592,-33 45 03.709,14,14,0.0886,0.0477,90,A,O,2020yCat.1350....0G,,,18.337,,17.356,16.61,16.02,15.93,RGB*,,00 59 41.9592,-33 45 03.709,0.196,-0.147,,110.86,,18.337,,17.356,16.61,16.02,15.93,RGB*,,00 59 41.9592,-33 45 03.709,0.196,-0.147,,110.86,,,18.337,,17.356,16.61,16.02,15.93,RGB*,,00 59 41.9592,-33 45 03.709,0.196,-0.147,,110.86,1
True,[MIC2016] 40,2MASS J02131654+3610457,02 13 16.5455,+36 10 45.762,14,14,0.0687,0.0734,90,A,O,2020yCat.1350....0G,,,,,,15.44,14.99,14.77,ChemPec*,,02 13 16.5455,+36 10 45.762,0.572,0.038,0.0039,-381.6,,,,,15.44,14.99,14.77,ChemPec*,,02 13 16.5455,+36 10 45.762,0.572,0.038,0.0039,-381.6,,,,,,15.44,14.99,14.77,ChemPec*,,02 13 16.5455,+36 10 45.762,0.572,0.038,0.0039,-381.6,1
True,[MOP2000] C120318,[MOP2000] C120318,06 40 22.4997,-50 59 01.861,14,14,0.1338,0.1419,90,A,O,2020yCat.1350....0G,,20.047,19.109,,17.966,,,,RGB*,,06 40 22.4997,-50 59 01.861,0.493,0.215,0.123,226.8,20.047,19.109,,17.966,,,,RGB*,,06 40 22.4997,-50 59 01.861,0.493,0.215,0.123,226.8,,20.047,19.109,,17.966,,,,RGB*,,06 40 22.4997,-50 59 01.861,0.493,0.215,0.123,226.8,1
True,[MOP2000] C120614,[MOP2000] C120614,06 40 43.1630,-51 01 06.498,14,14,0.1108,0.1234,90,A,O,2020yCat.1350....0G,,19.712,18.715,,17.523,,,,RGB*,,06 40 43.1630,-51 01 06.498,0.611,0.028,0.1369,219.4,19.712,18.715,,17.523,,,,RGB*,,06 40 43.1630,-51 01 06.498,0.611,0.028,0.1369,219.4,,19.712,18.715,,17.523,,,,RGB*,,06 40 43.1630,-51 01 06.498,0.611,0.028,0.1369,219.4,1
True,[MOP2000] C120769,[MOP2000] C120769,06 40 51.6122,-50 58 21.764,14,14,0.1482,0.1547,90,A,O,2020yCat.1350....0G,,20.107,19.155,,18.037,17.306,16.728,16.617,RGB*,,06 40 51.6122,-50 58 21.764,0.701,-0.097,0.1277,213.7,20.107,19.155,,18.037,17.306,16.728,16.617,RGB*,,06 40 51.6122,-50 58 21.764,0.701,-0.097,0.1277,213.7,,20.107,19.155,,18.037,17.306,16.728,16.617,RGB*,,06 40 51.6122,-50 58 21.764,0.701,-0.097,0.1277,213.7,1
True,[MOP2000] C121630,[MOP2000] C121630,06 41 27.1806,-51 00 18.345,14,14,0.0585,0.057,90,A,O,2020yCat.1350....0G,,19.023,17.744,,16.352,15.366,14.637,14.622,RRLyrae,,06 41 27.1806,-51 00 18.345,0.558,0.07,,232.5,19.023,17.744,,16.352,15.366,14.637,14.622,RRLyrae,,06 41 27.1806,-51 00 18.345,0.558,0.07,,232.5,,19.023,17.744,,16.352,15.366,14.637,14.622,RRLyrae,,06 41 27.1806,-51 00 18.345,0.558,0.07,,232.5,1
True,[MOP2000] C121704,[FBN2016] 90977,06 41 29.9982,-50 59 02.479,14,14,0.1362,0.1332,90,A,O,2020yCat.1350....0G,,19.905,18.993,,17.879,17.099,16.543,16.456,RGB*_Candidate,,06 41 29.9982,-50 59 02.479,0.73,-0.157,0.0373,222.8,19.905,18.993,,17.879,17.099,16.543,16.456,RGB*_Candidate,,06 41 29.9982,-50 59 02.479,0.73,-0.157,0.0373,222.8,,19.905,18.993,,17.879,17.099,16.543,16.456,RGB*_Candidate,,06 41 29.9982,-50 59 02.479,0.73,-0.157,0.0373,222.8,1
True,[MOP2000] C130725,[FBN2016] 72973,06 41 05.4839,-50 53 28.849,14,14,0.1378,0.1454,90,A,O,2020yCat.1350....0G,,19.963,19.037,,17.86,17.067,16.633,16.505,RGB*_Candidate,,06 41 05.4839,-50 53 28.849,1.129,0.304,0.0692,222.1,19.963,19.037,,17.86,17.067,16.633,16.505,RGB*_Candidate,,06 41 05.4839,-50 53 28.849,1.129,0.304,0.0692,222.1,,19.963,19.037,,17.86,17.067,16.633,16.505,RGB*_Candidate,,06 41 05.4839,-50 53 28.849,1.129,0.304,0.0692,222.1,1
True,[MOP2000] C130729,[FBN2016] 73112,06 41 05.7010,-50 52 59.574,14,14,0.1405,0.1606,90,A,O,2020yCat.1350....0G,,20.055,19.237,,18.185,17.446,16.934,16.864,RGB*_Candidate,,06 41 05.7010,-50 52 59.574,0.557,0.182,0.0716,224.5,20.055,19.237,,18.185,17.446,16.934,16.864,RGB*_Candidate,,06 41 05.7010,-50 52 59.574,0.557,0.182,0.0716,224.5,,20.055,19.237,,18.185,17.446,16.934,16.864,RGB*_Candidate,,06 41 05.7010,-50 52 59.574,0.557,0.182,0.0716,224.5,1
True,[MOP2000] C131048,2MASS J06412511-5052479,06 41 25.1323,-50 52 47.861,14,14,0.1045,0.1183,90,A,O,2020yCat.1350....0G,,19.706,18.733,,17.568,16.666,16.307,16.016,RGB*_Candidate,,06 41 25.1323,-50 52 47.861,0.461,0.212,0.0376,223.7,19.706,18.733,,17.568,16.666,16.307,16.016,RGB*_Candidate,,06 41 25.1323,-50 52 47.861,0.461,0.212,0.0376,223.7,,19.706,18.733,,17.568,16.666,16.307,16.016,RGB*_Candidate,,06 41 25.1323,-50 52 47.861,0.461,0.212,0.0376,223.7,1
True,[MOP2000] C131364,[FBN2016] 97801,06 41 40.1604,-50 52 33.333,14,14,0.1329,0.132,90,A,O,2020yCat.1350....0G,,20.082,19.143,,17.985,17.16,16.569,16.495,RGB*_Candidate,,06 41 40.1604,-50 52 33.333,0.445,0.411,,229.5,20.082,19.143,,17.985,17.16,16.569,16.495,RGB*_Candidate,,06 41 40.1604,-50 52 33.333,0.445,0.411,,229.5,,20.082,19.143,,17.985,17.16,16.569,16.495,RGB*_Candidate,,06 41 40.1604,-50 52 33.333,0.445,0.411,,229.5,1
True,[MOP2000] C160266,[SMS86]  62,06 41 57.8030,-50 59 53.157,14,14,0.0565,0.0552,90,A,O,2020yCat.1350....0G,,19.005,17.685,,16.222,15.151,14.571,14.424,RGB*,,06 41 57.8030,-50 59 53.157,0.563,0.13,0.0496,224.0,19.005,17.685,,16.222,15.151,14.571,14.424,RGB*,,06 41 57.8030,-50 59 53.157,0.563,0.13,0.0496,224.0,,19.005,17.685,,16.222,15.151,14.571,14.424,RGB*,,06 41 57.8030,-50 59 53.157,0.563,0.13,0.0496,224.0,1
True,[MOP2000] C160589,[FBN2016] 121240,06 42 15.9824,-50 59 04.352,14,14,0.1518,0.139,90,A,O,2020yCat.1350....0G,,20.109,19.095,,17.972,17.134,16.616,16.467,RGB*_Candidate,,06 42 15.9824,-50 59 04.352,0.463,0.034,,206.2,20.109,19.095,,17.972,17.134,16.616,16.467,RGB*_Candidate,,06 42 15.9824,-50 59 04.352,0.463,0.034,,206.2,,20.109,19.095,,17.972,17.134,16.616,16.467,RGB*_Candidate,,06 42 15.9824,-50 59 04.352,0.463,0.034,,206.2,1
True,[MOP2000] C170294,[FBN2016] 110885,06 41 59.4696,-50 51 42.886,14,14,0.1583,0.1566,90,A,O,2020yCat.1350....0G,,20.189,19.261,,18.141,17.371,16.774,16.738,RGB*_Candidate,,06 41 59.4696,-50 51 42.886,0.848,0.231,0.1514,214.9,20.189,19.261,,18.141,17.371,16.774,16.738,RGB*_Candidate,,06 41 59.4696,-50 51 42.886,0.848,0.231,0.1514,214.9,,20.189,19.261,,18.141,17.371,16.774,16.738,RGB*_Candidate,,06 41 59.4696,-50 51 42.886,0.848,0.231,0.1514,214.9,1
True,[MOV98]2,[MOV98]  2,10 08 33.5218,+12 20 44.801,14,14,0.2399,0.1984,90,A,O,2020yCat.1350....0G,,,19.48,,18.11,16.766,16.462,15.937,Star,,10 08 33.5218,+12 20 44.801,-0.379,0.004,,295.6,,19.48,,18.11,16.766,16.462,15.937,Star,,10 08 33.5218,+12 20 44.801,-0.379,0.004,,295.6,,,19.48,,18.11,16.766,16.462,15.937,Star,,10 08 33.5218,+12 20 44.801,-0.379,0.004,,295.6,1
True,[MOW91] 8,[MOW91]   8,02 39 53.8678,-34 29 56.558,14,14,0.0521,0.073,90,A,O,2020yCat.1350....0G,,20.47,18.29,,16.7,15.706,15.0,14.753,Star,,02 39 53.8678,-34 29 56.558,0.321,-0.351,,55.0,20.47,18.29,,16.7,15.706,15.0,14.753,Star,,02 39 53.8678,-34 29 56.558,0.321,-0.351,,55.0,,20.47,18.29,,16.7,15.706,15.0,14.753,Star,,02 39 53.8678,-34 29 56.558,0.321,-0.351,,55.0,1
True,[MOW91]21,WEL 112,02 40 04.4134,-34 27 11.601,14,14,0.0502,0.0716,90,A,O,2020yCat.1350....0G,,19.946,18.37,17.414,,15.632,14.833,14.758,Star,K5,02 40 04.4134,-34 27 11.601,0.491,-0.319,0.0255,52.97,19.946,18.37,17.414,,15.632,14.833,14.758,Star,K5,02 40 04.4134,-34 27 11.601,0.491,-0.319,0.0255,52.97,,19.946,18.37,17.414,,15.632,14.833,14.758,Star,K5,02 40 04.4134,-34 27 11.601,0.491,-0.319,0.0255,52.97,1
True,[MOW91]25,[MOW91]  25,02 39 47.1107,-34 31 49.878,14,14,0.0575,0.0782,90,A,O,2020yCat.1350....0G,,20.269,18.59,17.746,,15.924,15.204,15.345,Star,,02 39 47.1107,-34 31 49.878,0.294,-0.223,0.1431,47.47,20.269,18.59,17.746,,15.924,15.204,15.345,Star,,02 39 47.1107,-34 31 49.878,0.294,-0.223,0.1431,47.47,,20.269,18.59,17.746,,15.924,15.204,15.345,Star,,02 39 47.1107,-34 31 49.878,0.294,-0.223,0.1431,47.47,1
True,[NGW2008] 1137,2MASS J13583380+1421083,13 58 33.8132,+14 21 08.488,14,14,0.0769,0.0667,90,A,O,2020yCat.1350....0G,,,,,,15.633,15.296,15.11,RGB*_Candidate,,13 58 33.8132,+14 21 08.488,-0.358,-0.997,,-458.31601,,,,,15.633,15.296,15.11,RGB*_Candidate,,13 58 33.8132,+14 21 08.488,-0.358,-0.997,,-458.31601,,,,,,15.633,15.296,15.11,RGB*_Candidate,,13 58 33.8132,+14 21 08.488,-0.358,-0.997,,-458.31601,1
True,[NGW2008] 41,2MASS J14002582+1426073,14 00 25.8319,+14 26 07.618,14,14,0.0998,0.0712,90,A,O,2020yCat.1350....0G,,,,,,16.28,15.532,15.494,RGB*_Candidate,,14 00 25.8319,+14 26 07.618,-0.379,-0.907,0.2028,104.9,,,,,16.28,15.532,15.494,RGB*_Candidate,,14 00 25.8319,+14 26 07.618,-0.379,-0.907,0.2028,104.9,,,,,,16.28,15.532,15.494,RGB*_Candidate,,14 00 25.8319,+14 26 07.618,-0.379,-0.907,0.2028,104.9,1
True,[NGW2008] 7,2MASS J13593551+1420237,13 59 35.5221,+14 20 23.717,14,14,0.0813,0.0691,90,A,O,2020yCat.1350....0G,,,,,,16.07,15.386,15.787,RGB*_Candidate,,13 59 35.5221,+14 20 23.717,-0.367,-1.055,,-95.672897,,,,,16.07,15.386,15.787,RGB*_Candidate,,13 59 35.5221,+14 20 23.717,-0.367,-1.055,,-95.672897,,,,,,16.07,15.386,15.787,RGB*_Candidate,,13 59 35.5221,+14 20 23.717,-0.367,-1.055,,-95.672897,1
True,[SHT2013] Sculptor 03 059,[MFW2011] 24017,01 01 22.2460,-33 46 21.849,14,14,0.0672,0.0346,90,A,O,2020yCat.1350....0G,,,,,,16.009,15.309,15.397,ChemPec*,,01 01 22.2460,-33 46 21.849,-0.043,-0.101,0.0547,87.59,,,,,16.009,15.309,15.397,ChemPec*,,01 01 22.2460,-33 46 21.849,-0.043,-0.101,0.0547,87.59,,,,,,16.009,15.309,15.397,ChemPec*,,01 01 22.2460,-33 46 21.849,-0.043,-0.101,0.0547,87.59,1
True,[SHT2013] Sculptor002 06,[SHT2013] Scl002 06,01 01 26.7622,-33 02 59.802,14,14,0.04,0.0206,90,A,O,2020yCat.1350....0G,,18.265,17.12,,15.784,,,,ChemPec*,,01 01 26.7622,-33 02 59.802,0.072,-0.148,,117.31,18.265,17.12,,15.784,,,,ChemPec*,,01 01 26.7622,-33 02 59.802,0.072,-0.148,,117.31,,18.265,17.12,,15.784,,,,ChemPec*,,01 01 26.7622,-33 02 59.802,0.072,-0.148,,117.31,1
