JINA_ID,Simbad_Identifier,Reference,RA_hms,DEC_dms,epsfe,[Fe/H],epsc,ulc,[C/H],ul[C/H],[C/Fe],ul[C/Fe],ecc,Z_max,Name,Ref,I/O,Ncap_key,C_key,MP_key,Loc,System,RA_deg,DEC_deg,NLTE,alpha_key,Type,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Added_by,epsli,epsbe,epsn,epso,epsf,epsna,epsmg,epsal,epssi,epsp,epss,epsk,epsca,epssc,epsti1,epsv,epscr,epsmn,epsco,epsni,epscu,epszn,epsga,epsge,epsas,epsse,epsrb,epssr,epsy,epszr,epsnb,epsmo,epsru,epsrh,epspd,epsag,epscd,epssn,epste,epsba,epsla,epsce,epspr,epsnd,epssm,epseu,epsgd,epstb,epsdy,epsho,epser,epstm,epsyb,epslu,epshf,epsw,epsos,epsir,epspt,epsau,epshg,epspb,epsbi,epsth,epsu,epsca2,epsti,epsv2,epscr2,epsmn2,epsfe2,ulli,ulbe,uln,ulo,ulf,ulna,ulmg,ulal,ulsi,ulp,uls,ulk,ulca,ulsc,ulti1,ulv,ulcr,ulmn,ulfe,ulco,ulni,ulcu,ulzn,ulga,ulge,ulas,ulse,ulrb,ulsr,uly,ulzr,ulnb,ulmo,ulru,ulrh,ulpd,ulag,ulcd,ulsn,ulte,ulba,ulla,ulce,ulpr,ulnd,ulsm,uleu,ulgd,ultb,uldy,ulho,uler,ultm,ulyb,ullu,ulhf,ulw,ulos,ulir,ulpt,ulau,ulhg,ulpb,ulbi,ulth,ulu,ulca2,ulti,ulv2,ulcr2,ulmn2,ulfe2,[Li/H],[Be/H],[N/H],[O/H],[F/H],[Na/H],[Mg/H],[Al/H],[Si/H],[P/H],[S/H],[K/H],[Ca/H],[Sc/H],[Ti1/H],[V/H],[Cr/H],[Mn/H],[Co/H],[Ni/H],[Cu/H],[Zn/H],[Ga/H],[Ge/H],[As/H],[Se/H],[Rb/H],[Sr/H],[Y/H],[Zr/H],[Nb/H],[Mo/H],[Ru/H],[Rh/H],[Pd/H],[Ag/H],[Cd/H],[Sn/H],[Te/H],[Ba/H],[La/H],[Ce/H],[Pr/H],[Nd/H],[Sm/H],[Eu/H],[Gd/H],[Tb/H],[Dy/H],[Ho/H],[Er/H],[Tm/H],[Yb/H],[Lu/H],[Hf/H],[W/H],[Os/H],[Ir/H],[Pt/H],[Au/H],[Hg/H],[Pb/H],[Bi/H],[Th/H],[U/H],[Ca2/H],[Ti/H],[V2/H],[Cr2/H],[Mn2/H],[Fe2/H],ul[Li/H],ul[Be/H],ul[N/H],ul[O/H],ul[F/H],ul[Na/H],ul[Mg/H],ul[Al/H],ul[Si/H],ul[P/H],ul[S/H],ul[K/H],ul[Ca/H],ul[Sc/H],ul[Ti1/H],ul[V/H],ul[Cr/H],ul[Mn/H],ul[Fe/H],ul[Co/H],ul[Ni/H],ul[Cu/H],ul[Zn/H],ul[Ga/H],ul[Ge/H],ul[As/H],ul[Se/H],ul[Rb/H],ul[Sr/H],ul[Y/H],ul[Zr/H],ul[Nb/H],ul[Mo/H],ul[Ru/H],ul[Rh/H],ul[Pd/H],ul[Ag/H],ul[Cd/H],ul[Sn/H],ul[Te/H],ul[Ba/H],ul[La/H],ul[Ce/H],ul[Pr/H],ul[Nd/H],ul[Sm/H],ul[Eu/H],ul[Gd/H],ul[Tb/H],ul[Dy/H],ul[Ho/H],ul[Er/H],ul[Tm/H],ul[Yb/H],ul[Lu/H],ul[Hf/H],ul[W/H],ul[Os/H],ul[Ir/H],ul[Pt/H],ul[Au/H],ul[Hg/H],ul[Pb/H],ul[Bi/H],ul[Th/H],ul[U/H],ul[Ca2/H],ul[Ti/H],ul[V2/H],ul[Cr2/H],ul[Mn2/H],ul[Fe2/H],[Li/Fe],[Be/Fe],[N/Fe],[O/Fe],[F/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[P/Fe],[S/Fe],[K/Fe],[Ca/Fe],[Sc/Fe],[Ti1/Fe],[V/Fe],[Cr/Fe],[Mn/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[Ga/Fe],[Ge/Fe],[As/Fe],[Se/Fe],[Rb/Fe],[Sr/Fe],[Y/Fe],[Zr/Fe],[Nb/Fe],[Mo/Fe],[Ru/Fe],[Rh/Fe],[Pd/Fe],[Ag/Fe],[Cd/Fe],[Sn/Fe],[Te/Fe],[Ba/Fe],[La/Fe],[Ce/Fe],[Pr/Fe],[Nd/Fe],[Sm/Fe],[Eu/Fe],[Gd/Fe],[Tb/Fe],[Dy/Fe],[Ho/Fe],[Er/Fe],[Tm/Fe],[Yb/Fe],[Lu/Fe],[Hf/Fe],[W/Fe],[Os/Fe],[Ir/Fe],[Pt/Fe],[Au/Fe],[Hg/Fe],[Pb/Fe],[Bi/Fe],[Th/Fe],[U/Fe],[Ca2/Fe],[Ti/Fe],[V2/Fe],[Cr2/Fe],[Mn2/Fe],[Fe2/Fe],ul[Li/Fe],ul[Be/Fe],ul[N/Fe],ul[O/Fe],ul[F/Fe],ul[Na/Fe],ul[Mg/Fe],ul[Al/Fe],ul[Si/Fe],ul[P/Fe],ul[S/Fe],ul[K/Fe],ul[Ca/Fe],ul[Sc/Fe],ul[Ti1/Fe],ul[V/Fe],ul[Cr/Fe],ul[Mn/Fe],ul[Co/Fe],ul[Ni/Fe],ul[Cu/Fe],ul[Zn/Fe],ul[Ga/Fe],ul[Ge/Fe],ul[As/Fe],ul[Se/Fe],ul[Rb/Fe],ul[Sr/Fe],ul[Y/Fe],ul[Zr/Fe],ul[Nb/Fe],ul[Mo/Fe],ul[Ru/Fe],ul[Rh/Fe],ul[Pd/Fe],ul[Ag/Fe],ul[Cd/Fe],ul[Sn/Fe],ul[Te/Fe],ul[Ba/Fe],ul[La/Fe],ul[Ce/Fe],ul[Pr/Fe],ul[Nd/Fe],ul[Sm/Fe],ul[Eu/Fe],ul[Gd/Fe],ul[Tb/Fe],ul[Dy/Fe],ul[Ho/Fe],ul[Er/Fe],ul[Tm/Fe],ul[Yb/Fe],ul[Lu/Fe],ul[Hf/Fe],ul[W/Fe],ul[Os/Fe],ul[Ir/Fe],ul[Pt/Fe],ul[Au/Fe],ul[Hg/Fe],ul[Pb/Fe],ul[Bi/Fe],ul[Th/Fe],ul[U/Fe],ul[Ca2/Fe],ul[Ti/Fe],ul[V2/Fe],ul[Cr2/Fe],ul[Mn2/Fe],ul[Fe2/Fe]
5690,2MASS J18405985-4841353,Ezzeddine+2020,18:40:59.8598,-48:41:35.314,4.92,-2.58,6.45,,-1.98,,0.6,,0.48,1.5,2MASS J18405985-4841353,EZZ20,1,,,VMP,aDW,Atari,280.249416,-48.693143,,,,,,,13.83,13.0,12.84,,11.207,10.716,10.655,4792.0,1.4,-2.58,1.8,Mardini,,,,,,3.78,5.18,3.12,5.28,,,2.66,3.84,0.23,2.27,1.14,2.77,2.97,2.19,3.3,,1.94,,,,,,0.55,,,,,,,,,,,,-0.85,,,,,,-2.16,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.46,-2.42,-3.33,-2.23,,,-2.37,-2.5,-2.92,-2.68,-2.79,-2.87,-2.46,-2.8,-2.92,,-2.62,,,,,,-2.32,,,,,,,,,,,,-3.03,,,,,,-2.68,,,,,,,,,,,,,,,,,,,,,-2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.16,-0.75,0.35,,,0.21,0.08,-0.34,-0.1,-0.21,-0.29,0.12,-0.22,-0.34,,-0.04,,,,,,0.26,,,,,,,,,,,,-0.45,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,UCAC2 989194,Ezzeddine+2020,18:36:12.1452,-73:33:44.266,4.89,-2.61,5.92,,-2.51,,0.1,,0.48,2.13,UCAC2 989194,EZZ20,1,,,VMP,aDW,Atari,279.050605,-73.562296,,alpha,,,,,12.843,11.799,11.59,10.57,9.692,9.128,9.033,4756.0,1.4,-2.61,2.15,Mardini,,,,,,3.88,5.57,3.35,5.39,,,2.89,4.1,0.72,2.63,1.67,3.38,2.61,2.61,3.73,,2.38,,,,,,-0.03,,,,,,,,,,,,-0.83,,,,,,-2.39,,,,,,,,,,,,,,,,,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.36,-2.03,-3.1,-2.12,,,-2.14,-2.24,-2.43,-2.32,-2.26,-2.26,-2.82,-2.38,-2.49,,-2.18,,,,,,-2.9,,,,,,,,,,,,-3.01,,,,,,-2.91,,,,,,,,,,,,,,,,,,,,,-2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.58,-0.49,0.49,,,0.47,0.37,0.18,0.29,0.35,0.35,-0.21,0.23,0.12,,0.43,,,,,,-0.29,,,,,,,,,,,,-0.4,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,CD-49 506,Ruchti+2011a,01:49:07.9444,-49:11:42.923,4.85,-2.65,,,,,,,0.49,2.75,CD-49 506,RUC11a,1,,,VMP,aDW,Atari,27.283102,-49.195256,,alpha,RG,92.9,2013AJ....146..134K,,11.944,11.172,,,9.525,9.097,8.96,4936.0,1.73,-2.65,1.8,Abohalima,,,,,,,5.32,,5.21,,,,4.04,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.28,,-2.3,,,,-2.3,,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,0.35,,,,0.35,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,HD 84903,Holmbeck+2020,09:47:19.2015,-41:27:04.199,4.83,-2.67,5.34,,-3.09,,-0.42,,0.35,2.4,HD 84903,HOLe20,1,,,VMP,aDW,Atari,146.830006,-41.451166,,,,,,,9.1,8.04,,,5.656,5.066,4.882,4680.0,0.83,-2.67,2.39,Mardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37,,,,,,,,,,,,-1.38,,,,,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.24,,,,,,,,,,,,-3.56,,,,,,-3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.57,,,,,,,,,,,,-0.89,,,,,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,HE 2159-0551,Hansen_T+2018,22:02:16.3602,-05:36:48.534,4.75,-2.75,5.73,,-2.7,,0.05,,0.58,3.34,HE 2159-0551,HANt18,1,,,VMP,aDW,Atari,330.568168,-5.613482,,,,,,,13.3,,,,10.513,9.948,9.847,4668.0,0.93,-2.75,2.57,Mardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,-1.32,,,,,,-2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,-3.5,,,,,,-2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,-0.75,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,BPS CS 22960-0064,Roederer+2014a,22:24:00.1429,-42:35:16.026,4.73,-2.77,5.8,,-2.63,,0.14,,0.49,2.45,BPS CS 22960-0064,ROE14a,1,,,VMP,aDW,Atari,336.000595,-42.587785,,,RG,-74.0,1992AJ....103.1987B,14.44,14.4,13.94,,,12.517,12.129,12.026,5060.0,2.2,-2.77,1.4,Abohalima,,,6.41,,,3.8,5.27,3.81,,,,2.62,4.02,0.37,2.41,1.01,2.7,2.28,2.21,3.57,,2.19,,,,,,0.34,-0.74,0.16,,,,,,,,,,-0.8,-1.52,-1.17,,-1.25,-1.5,-1.91,,,-1.07,,-1.46,,-1.57,,,,,,,,,,,,,,2.45,1.21,3.01,2.24,4.73,0.86,,,6.85,,,,,,,,,,,,,,,,,,1.48,,,,,,2.29,,,,0.69,0.1,,,,,,1.34,,,,,-1.2,,,,-0.69,-1.3,,,,,,,-0.6,,,,,,,0.78,,,,,,,,,,,,-1.42,,,-2.44,-2.33,-2.64,,,,-2.41,-2.32,-2.78,-2.54,-2.92,-2.94,-3.15,-2.78,-2.65,,-2.37,,,,,,-2.53,-2.95,-2.42,,,,,,,,,,-2.98,-2.62,-2.75,,-2.67,-2.46,-2.43,,,-2.17,,-2.38,,-2.41,,,,,,,,,,,,,,-2.5,-2.72,-2.63,-3.19,-2.77,-0.19,,,-1.84,,,,,,,,,,,,,,,,,,-2.71,,,,,,-0.23,,,,-0.77,-1.78,,,,,,-0.7,,,,,-1.92,,,,-1.76,-1.6,,,,,,,-1.45,,,,,,,-0.97,,,,,,,,,,,,1.35,,,0.33,0.44,0.13,,,,0.36,0.45,-0.01,0.23,-0.15,-0.17,-0.38,-0.01,0.12,,0.4,,,,,,0.24,-0.18,0.35,,,,,,,,,,-0.21,0.15,0.02,,0.1,0.31,0.34,,,0.6,,0.39,,0.36,,,,,,,,,,,,,,0.27,0.05,0.14,-0.42,-0.0,2.58,,,0.93,,,,,,,,,,,,,,,,,0.06,,,,,,2.54,,,,2.0,0.99,,,,,,2.07,,,,,0.85,,,,1.01,1.17,,,,,,,1.32,,,,,,,1.8,,,,,,,,,
2419,SMSS J155628.74-165533.4,Jacobson+2015a,15:56:28.7415,-16:55:33.370,4.71,-2.79,6.0,,-2.43,,0.36,,0.36,2.15,SMSS J155628.74-165533.4,JAC15a,1,,,VMP,aDW,Atari,239.119756,-16.925936,,,RG,,,,14.683,13.767,13.678,,11.651,11.096,11.027,4837.0,1.45,-2.79,2.25,Abohalima,,,,,,3.84,5.33,2.98,5.4,,,,4.01,0.22,2.48,,2.68,2.16,2.27,3.68,,2,,,,,,-0.23,,,,,,,,,,,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,-2.27,-3.47,-2.11,,,,-2.33,-2.93,-2.47,,-2.96,-3.27,-2.72,-2.54,,-2.56,,,,,,-3.1,,,,,,,,,,,,-3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,,-2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.52,-0.68,0.68,,,,0.46,-0.14,0.32,,-0.17,-0.48,0.07,0.25,,0.23,,,,,,-0.31,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
777,BPS CS 22948-0104,Masseron+2012,21:51:45.7604,-37:52:30.875,4.69,-2.81,6.05,,-2.38,,0.43,,0.35,1.87,BPS CS 22948-0104,MAS12,1,,,VMP,aDW,Atari,327.940668,-37.875243,,,RG,7.0,1992AJ....103.1987B,,14.55,13.96,13.519,13.108,12.498,12.123,12.012,5000.0,2.3,-2.76,1.6,Abohalima,0.92,,5.1,,,3.35,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,,,,,,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,,-2.73,,,-2.89,-2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.03,,,,,,-2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,0.08,,,-0.08,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,BPS CS 30493-0071,Roederer+2014b,23:16:30.7975,-35:34:35.810,4.68,-2.82,5.96,,-2.47,,0.35,,0.4,1.26,BPS CS 30493-0071,ROE14b,1,,,VMP,aDW,Atari,349.128323,-35.576614,,,SG,-3.0,1992AJ....103.1987B,,,13.21,,,12.141,11.819,11.775,5700.0,3.55,-2.46,1.3,Abohalima,,,,6.77,,3.4,5.23,2.99,5.15,,,,3.99,0.51,2.63,1.7,2.72,2.07,2.26,3.44,,2.3,,,,,,0.7,-0.45,0.49,,,,,,,,,,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,1.7,3.34,2.39,5.04,1.29,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,2.78,,,,1.28,0.9,,,,,,,,,-1.03,-0.23,-0.59,-0.35,-0.23,-1.51,0.05,-0.57,-0.44,-0.77,-0.35,-0.89,-1.43,,0.37,,,,,,,1.5,,-0.55,,,,,,,,,,,-1.92,,-2.84,-2.37,-3.46,-2.36,,,,-2.35,-2.64,-2.32,-2.23,-2.92,-3.36,-2.73,-2.78,,-2.26,,,,,,-2.17,-2.66,-2.09,,,,,,,,,,-2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.16,-2.23,-2.3,-3.04,-2.46,0.24,,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,-0.18,-0.98,,,,,,,,,-2.13,-1.81,-1.31,-1.77,-1.19,-2.03,-1.02,-0.87,-1.54,-1.25,-1.27,-0.99,-2.27,,-0.48,,,,,,,-0.25,,-0.57,,,,,,,,,,,0.9,,-0.02,0.45,-0.64,0.46,,,,0.47,0.18,0.5,0.59,-0.1,-0.54,0.09,0.04,,0.56,,,,,,0.65,0.16,0.73,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.59,0.52,-0.22,0.36,3.06,,1.39,,,,,,,,,,,,,,,,,,,,,,,,3.08,,,,2.64,1.84,,,,,,,,,0.69,1.01,1.51,1.05,1.63,0.79,1.8,1.95,1.28,1.57,1.55,1.83,0.55,,2.34,,,,,,,2.57,,2.25,,,,,,,
239,BPS CS 31079-0028,Lai+2008,03:01:00.6866,+06:16:31.808,4.66,-2.84,6.05,,-2.38,,0.46,,0.62,1.34,BPS CS 31079-0028,LAI08,1,,,VMP,aDW,Atari,45.252861,6.275502,,,,81.74,,,13.9,13.211,12.713,12.19,11.496,11.071,10.999,5257.0,2.75,-2.85,1.5,Yelland,,,4.7,6.8,,,5.16,2.9,,,,,3.93,0.43,2.56,1.29,2.65,2.56,2.42,3.5,0.35,2.17,,,,,,0.37,-0.36,0.39,,,,,,,,,,0.01,-0.93,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.13,-1.89,,,-2.44,-3.55,,,,,-2.41,-2.72,-2.39,-2.64,-2.99,-2.87,-2.57,-2.72,-3.84,-2.39,,,,,,-2.5,-2.57,-2.19,,,,,,,,,,-2.17,-2.03,,,,,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,0.95,,,0.4,-0.71,,,,,0.43,0.12,0.45,0.2,-0.15,-0.03,0.27,0.12,-1.0,0.45,,,,,,0.34,0.27,0.65,,,,,,,,,,0.67,0.81,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,UCAC4 414-058324,Ezzeddine+2020,14:35:58.5107,-07:19:26.557,4.51,-2.99,5.04,,-3.39,,-0.4,,0.45,3.02,UCAC4 414-058324,EZZ20,1,,,VMP,aDW,Atari,218.993795,-7.324044,,,,,,,13.686,12.877,12.924,,11.098,10.593,10.503,4617.0,1.25,-2.99,2.15,Mardini,,,,7.74,,4.31,6.13,,5.97,,,3.95,4.72,1.56,3.37,2.55,3.94,3.59,3.73,4.35,,2.83,,,,,,-0.12,,,,,,,,,,,,-0.91,,,,,,-2.27,,,,,,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.95,,-1.93,-1.47,,-1.54,,,-1.08,-1.62,-1.59,-1.58,-1.38,-1.7,-1.84,-1.26,-1.87,,-1.73,,,,,,-2.99,,,,,,,,,,,,-3.09,,,,,,-2.79,,,,,,,,,,,,,,,,,,,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,1.06,1.52,,1.45,,,1.91,1.37,1.4,1.41,1.61,1.29,1.15,1.73,1.12,,1.26,,,,,,0.0,,,,,,,,,,,,-0.1,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,BD-20 6008,Roederer+2014b,20:42:48.7696,-20:00:39.383,4.5,-3.0,4.95,,-3.48,,-0.48,,0.32,1.4,BD-20 6008,ROE14b,1,,,EMP,aDW,Atari,310.703207,-20.01094,,,RG,22.1,2006AstL...32..759G,,10.6,9.89,,,8.023,7.525,7.396,4540.0,0.65,-3.05,1.7,Abohalima,,,5.63,,,,5.13,3.01,,,,2.35,3.78,0.06,2.04,0.62,2.35,1.94,1.88,3.22,,1.76,,,,,,-0.22,-1.21,-0.41,,,,,,,,,,-1.22,-2.1,-1.65,-2.11,-1.87,-2.05,-2.59,,,-2.07,,-2.06,,-2.36,,,,,,,,,,,,,,2.23,1.03,2.77,,4.45,0.05,,,6.21,,,,,,,,,,,,,,,,,,0.81,,,,,,1.51,,,,0.05,-0.58,,,,,,,,,,,,,,,-1.42,-2.26,,,,-2.28,,,-1.29,,,,,,,0.46,,-2.42,,,,,,,,,,-2.2,,,,-2.47,-3.44,,,,-2.68,-2.56,-3.09,-2.91,-3.31,-3.29,-3.49,-3.11,-3.0,,-2.8,,,,,,-3.09,-3.42,-2.99,,,,,,,,,,-3.4,-3.2,-3.23,-2.83,-3.29,-3.01,-3.11,,,-3.17,,-2.98,,-3.2,,,,,,,,,,,,,,-2.72,-2.9,-2.87,,-3.05,-1.0,,,-2.48,,,,,,,,,,,,,,,,,,-3.38,,,,,,-1.01,,,,-1.41,-2.46,,,,,,,,,,,,,,,-2.49,-2.56,,,,-2.38,,,-2.14,,,,,,,-1.29,,-2.44,,,,,,,,,,0.8,,,,0.53,-0.44,,,,0.32,0.44,-0.09,0.09,-0.31,-0.29,-0.49,-0.11,0.0,,0.2,,,,,,-0.09,-0.42,0.01,,,,,,,,,,-0.4,-0.2,-0.23,0.17,-0.29,-0.01,-0.11,,,-0.17,,0.02,,-0.2,,,,,,,,,,,,,,0.28,0.1,0.13,,-0.05,2.0,,,0.52,,,,,,,,,,,,,,,,,-0.38,,,,,,1.99,,,,1.59,0.54,,,,,,,,,,,,,,,0.51,0.44,,,,0.62,,,0.86,,,,,,,1.71,,0.56,,,,,,,
