Name,Simbad_Identifier,Loc,System,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,B,Vel_ref,t_exp,N_exp,SN3950,SN4550,SN5200,SN6750
BPS CS 29495-005,BPS CS 29495-0005,,,21:32:49.1878,-27:34:08.723,323.20494929148,-27.56908972979,-144.6,0,,4000,1,90,120,85,105
BPS CS 29495-042,BPS CS 29495-0042,,,21:39:11.4052,-28:17:54.385,324.79752167675,-28.29844015726,-94.8,0,,2000,1,80,110,85,135
BPS CS 29497-030,CD-24   266,,,00:40:47.9314,-24:07:34.183,10.19971400826,-24.12616203713,45.0,3,24,1100,2,80,115,60,85
BPS CS 29498-043,BPS CS 29498-0043,,,21:03:52.1198,-29:42:50.344,315.9671656881,-29.713984494920002,-32.3,1,25,9300,2,70,140,135,280
BPS CS 29499-003,BPS CS 29499-0003,,,23:39:42.9585,-26:58:55.614,354.92899367499,-26.982114934010006,-82.4,0,,3600,1,70,90,65,95
BPS CS 29499-058,BPS CS 29499-0058,,,23:52:15.8980,-25:58:18.828,358.0662418684,-25.97189663827,151.6,0,,3000,1,85,110,75,100
BPS CS 29499-060,SB 966,,,23:53:40.2979,-26:58:43.988,358.41790790164,-26.978885664209997,,2,,2400,1,130,190,95,130
BPS CS 29501-032,BPS CS 29501-0032,,,21:07:52.4910,-35:12:47.459,316.96871252769,-35.21318292521,-138.0,0,,3300,1,65,95,65,100
BPS CS 29502-092,BPS CS 29502-0092,,,22:22:35.9982,-01:38:27.621,335.64999255766,-1.6410056968200002,-66.6,1,"6,7,10",1800,1,50,85,90,165
BPS CS 29504-004,BPS CS 29504-0004,,,01:31:02.3887,-36:38:31.031,22.75995279203,-36.64195309346001,63.9,0,,3000,1,70,110,95,125
BPS CS 29504-006,BPS CS 29504-0006,,,01:32:04.9650,-36:22:42.890,23.020687335729995,-36.37858045655,-87.3,0,,7200,1,65,70,90,130
BPS CS 29506-007,BPS CS 29506-0007,DW,Atari,21:20:28.6542,-20:46:22.955,320.11939242597,-20.773043140040002,56.9,1,6,2800,1,75,105,75,100
BPS CS 29506-090,BPS CS 29506-0090,,,21:30:28.8707,-22:10:41.578,322.62029448449,-22.1782162164,-20.4,1,,5400,2,120,160,85,115
BPS CS 29509-027,CD-31   306,,,00:50:15.7694,-30:59:56.193,12.565706040839999,-30.998942446860003,74.2,3,24,1980,2,225,300,155,200
BPS CS 29512-073,BPS CS 29512-0073,,,22:28:36.7002,-12:24:44.113,337.15291752739,-12.412253715400002,-75.1,1,,4200,2,65,95,95,155
BPS CS 29513-003,BPS CS 29513-0003,,,23:15:31.7073,-41:56:19.805,348.88211393434,-41.93883472003,-111.2,0,,2200,1,80,110,80,125
BPS CS 29513-014,BPS CS 29513-0014,,,23:14:24.9131,-37:53:06.921,348.60380469358,-37.88525579341,38.7,0,,2200,1,50,80,65,110
BPS CS 29513-015,BPS CS 29513-0015,,,23:14:33.0522,-37:36:05.152,348.63771733619,-37.60143109266,53.5,0,,3200,1,70,95,65,90
BPS CS 29513-031,BPS CS 29513-0031,,,23:25:11.3549,-39:59:28.350,351.29731223263997,-39.99120841832,,2,,7800,4,80,105,80,100
BPS CS 29513-032,BPS CS 29513-0032,,,23:22:19.0938,-39:44:24.309,350.57955766858,-39.74008596157,-215.6,1,,4400,2,60,100,95,140
BPS CS 29514-007,GD 678,,,01:06:40.6174,-24:58:41.890,16.669239209879997,-24.97830272568,40.7,1,26,3600,1,70,80,100,140
BPS CS 29514-017,BPS CS 29514-0017,,,01:09:44.7937,-26:16:54.959,17.43664044719,-26.28193312668,-14.1,0,,2000,1,65,100,85,140
BPS CS 29514-018,SB 467,,,01:09:28.6030,-26:39:48.612,17.36917902143,-26.663503314449997,74.8,0,,1800,1,95,125,85,105
BPS CS 29514-037,BPS CS 29514-0037,,,01:21:41.6986,-27:03:31.329,20.4237441765,-27.0587026052,-2.8,0,,4600,1,145,200,95,130
BPS CS 29517-018,BPS CS 29517-0018,,,23:53:37.9034,-17:23:10.071,358.40793062719996,-17.38613091618,143.0,0,,3600,1,70,95,65,90
BPS CS 29517-042,BPS CS 29517-0042,,,00:05:03.1502,-16:22:05.344,1.26312583212,-16.368151100540004,-21.5,0,,3200,1,100,130,90,115
BPS CS 29529-054,BPS CS 29529-0054,,,03:59:23.8736,-62:10:08.921,59.849473379,-62.16914472757,113.2,1,,11500,3,60,100,110,155
BPS CS 30312-044,BPS CS 30312-0044,,,15:37:07.5566,+00:32:53.356,234.28148570162,0.5481545486400001,100.1,0,,3600,1,70,90,135,225
BPS CS 30312-059,BPS CS 30312-0059,,,15:34:48.8387,-01:23:37.344,233.70349450589,-1.3937066047400002,-156.3,1,6,2400,1,90,130,100,150
BPS CS 30312-062,V* V456 Ser,,,15:37:32.8459,-01:43:53.402,234.38685788534002,-1.73150049491,51.6,0,,4000,1,190,270,140,200
BPS CS 30312-100,BPS CS 30312-0100,,,15:43:31.6558,+02:01:17.338,235.88189897137,2.0214827896000003,,2,,2000,1,90,130,100,140
BPS CS 30314-067,BPS CS 30314-0067,,,20:52:50.9879,-34:19:40.547,313.2124495137,-34.32792979538999,145.6,1,7,1800,1,85,165,165,350
BPS CS 30339-015,BPS CS 30339-0015,,,00:16:58.1264,-33:48:17.658,4.24219341902,-33.80490490462,101.7,0,,5400,1,100,135,70,90
BPS CS 30339-046,BPS CS 30339-0046,,,00:25:21.6755,-36:30:24.567,6.340314601719999,-36.50682405139,,2,,14100,4,85,110,80,115
BPS CS 30339-052,BPS CS 30339-0052,,,00:22:50.1503,-34:07:20.883,5.708959706179999,-34.12246757839,31.1,0,,11600,1,55,90,75,125
BPS CS 30339-069,HE 0027-3613,,,00:30:15.9611,-35:56:51.230,7.566504476910001,-35.947563829100005,,2,27,4000,1,65,70,95,125
BPS CS 30339-073,BPS CS 30339-0073,,,00:34:52.2290,-36:55:29.891,8.71762077334,-36.92496979414,163.2,0,,8000,2,70,80,120,175
BPS CS 30492-001,BPS CS 30492-0001,,,21:05:55.2354,-42:10:10.087,316.48014765864,-42.16946874587,-116.2,0,,1650,1,55,75,70,115
BPS CS 30492-016,BPS CS 30492-0016,,,21:04:49.7579,-40:14:48.080,316.20732442986,-40.24668897688,67.8,1,,6200,2,95,120,105,170
BPS CS 30492-110,BPS CS 30492-0110,,,21:21:45.8298,-38:08:57.881,320.44095753984,-38.14941148607999,44.9,1,,10200,2,60,100,95,165
BPS CS 30493-071,BPS CS 30493-0071,DW,Atari,23:16:30.7975,-35:34:35.810,349.12832292381,-35.576613912890004,-6.6,0,,2000,1,75,100,75,115
BPS CS 30494-003,BPS CS 30494-0003,,,03:59:10.0225,-21:06:47.970,59.791760537680005,-21.11332510867,-47.0,0,,800,1,60,95,85,150
BPS CS 31082-001,BD-16   251,,,01:29:31.1311,-16:00:45.495,22.379713101479997,-16.01263758735,138.9,1,"4,28",1800,1,125,145,230,350
BD-20 6008,BD-20  6008,DW,Atari,20:42:48.7696,-20:00:39.384,310.70320670035,-20.01093997045,23.0,1,29,550,1,55,105,105,200
BD-18 5550,BD-18  5550,,,19:58:49.7371,-18:12:11.140,299.70723809067,-18.20309447949,-126.1,1,"2,5,13",7800,2,55,130,200,285
BD-15 5781,BD-15  5781,,,20:45:34.5447,-14:31:15.155,311.39393616045,-14.520876378829996,-75.4,1,29,720,1,100,185,190,355
BD-01 2582,BD-01  2582,,,11:53:37.3232,-02:00:36.728,178.40551321672,-2.0102023050300004,,2,29,8100,2,55,120,165,205
BD+10 2495,BD+10  2495,,,12:59:19.9306,+09:14:35.635,194.83304433774,9.243231831789998,258.3,3,"29,30",9200,2,50,105,140,185
BD+19 1185A,HD 250792,,,06:03:14.8636,+19:21:38.696,90.81193172650083,19.360748949613615,-191.6,1,31,4500,1,65,125,155,185
BD+24 1676,BD+24  1676,,,07:30:41.2663,+24:05:10.249,112.67194271879002,24.08618014558,-237.6,1,31,25200,4,75,135,165,190
BD+26 3578,HD 338529,,,19:32:31.9105,+26:23:26.117,293.13296027841,26.390588157559996,-126.4,1,31,4500,1,75,125,155,180
BD+29 2356,BD+29  2356,,,13:01:52.4292,+29:11:17.936,195.46845490739997,29.188315627769995,-207.3,1,"30,32",5400,1,20,50,65,85
BD+44 493,BD+44   493,,,02:26:49.7390,+44:57:46.524,36.70724598067999,44.96292326976,-149.9,1,"29,33",10800,2,85,170,220,285
BD+80 245,BD+80   245,,,08:11:06.2398,+79:54:29.556,122.77599924936584,79.90821008948251,5.2,1,31,7200,1,35,70,90,115
CD-38 245,CD-38   245,,,00:46:36.1955,-37:39:33.555,11.65081438108,-37.659320841799996,46.1,1,"2,5,13,29",1280,2,120,170,165,255
CD-36 1052,CD-36  1052,,,02:47:37.4430,-36:06:27.032,41.90601240607,-36.10750902316,304.7,1,34,1200,1,85,140,130,195
CD-30 298,CD-30   298,,,00:58:43.8709,-30:05:57.717,14.682795487200002,-30.099365937199995,28.2,1,29,360,1,90,155,150,245
CD-24 1782,CD-24  1782,,,03:38:41.4850,-24:02:50.292,54.67285425059,-24.047303361929995,101.3,1,34,180,1,105,180,175,285
G004-036,G   4-36,,,02:43:22.0484,+13:25:56.982,40.841868299915,13.4324948673475,221.8,1,31,19800,3,50,90,110,130
G004-037,G   4-37,,,02:44:35.0876,+08:28:50.094,41.14619850291,8.48058166928,-107.8,1,31,18000,3,50,90,110,130
G009-027,G   9-27,,,08:51:39.6901,+18:53:19.903,132.91537557242,18.88886192185,183.3,3,35,1900,1,20,40,70,95
G010-054,G  10-54,,,11:49:48.1883,+06:08:52.282,177.450784540085,6.147856098064166,58.9,1,31,2700,1,15,30,50,70
G015-010,Wolf 1137,,,15:09:46.0207,-04:45:06.654,227.44175275159583,-4.751848222552221,89.8,1,31,2300,2,100,175,185,315
G016-025,Wolf  624,,,16:01:21.7379,+05:23:42.866,240.34057450610953,5.3952404918733325,23.7,1,31,6000,2,20,40,65,90
G025-022,G  25-22,,,21:14:48.4696,+11:00:30.240,318.7019565263354,11.0083999194675,-150.8,1,31,3200,1,15,40,70,100
G025-024,G  25-24,,,21:16:41.6331,-01:18:08.768,319.17347138932917,-1.3024355151033336,43.9,1,31,1200,1,15,30,60,80
G026-001,BD-09  5746,,,21:26:47.8232,-08:23:56.099,321.69926350531,-8.39891626895,15.8,3,"31,35",19800,3,45,95,120,145
G064-012,Wolf 1492,,,13:40:02.4922,-00:02:18.750,205.01038410406997,-0.03854168151,442.7,1,31,1200,1,75,120,190,290
G071-055,G 159-33,,,02:03:50.9801,-00:32:21.031,30.962416997790008,-0.5391753682799999,-31.1,1,31,16200,3,70,405,160,185
G075-056,G  75-56,,,03:00:23.0287,-05:57:49.692,45.095952771784575,-5.963803222969723,24.1,1,31,2100,1,25,45,75,90
G088-023,G  88-23,,,07:23:17.5719,+19:00:56.590,110.82321617626002,19.01571952386,-199.5,1,31,2100,1,20,35,60,75
G090-003,G  90-3,,,07:29:50.8459,+32:51:58.310,112.46185807230002,32.86619715496,29.6,1,31,22600,4,75,140,180,215
G090-025,HD  64090,,,07:53:33.1209,+30:36:18.256,118.38800366472374,30.60507116804528,-234.2,1,31,3300,2,70,140,185,225
G107-050,G 107-50,,,07:09:52.9063,+42:39:13.283,107.47044285756002,42.65368964839,148.7,1,31,1500,1,10,30,50,65
G115-049,G 115-49,,,09:05:16.6832,+38:47:54.595,136.31951351092252,38.798498565786396,-65.2,1,31,1400,1,15,30,55,70
G122-069,G 122-69,,,12:03:04.3026,+47:19:26.308,180.76792751792,47.3239745202,-100.9,1,31,1900,1,20,30,50,65
G126-062,BD+17  4708,,,22:11:31.3757,+18:05:34.178,332.88073201368917,18.09282721765222,-290.8,3,"31,35",6900,2,55,100,120,140
G137-086,G 137-86,,,16:10:15.2484,+09:08:21.952,242.56353486255,9.13943122376,-83.6,1,31,8400,3,25,55,100,130
G146-056,G 146-56,,,10:39:50.4792,+42:09:05.054,159.96033008651,42.15140396787,-104.5,1,31,4500,1,10,20,35,45
G146-076,G 146-76,,,10:59:57.4789,+44:46:43.724,164.98949539536,44.77881226167,-114.1,1,31,12600,3,45,95,135,155
G153-064,G 153-64,,,16:32:30.0312,-08:33:38.233,248.12513016417998,-8.56062021309,114.1,1,31,27600,4,40,90,130,155
G161-073,BD-03  2764,,,09:45:37.8301,-04:40:28.500,146.40762535325,-4.67458324278,121.1,1,31,14400,2,30,65,80,100
G166-047,G 166-47,,,14:50:02.5424,+32:38:56.237,222.51059340252,32.64895459592,-66.2,1,31,1900,1,15,30,50,70
G170-047,BD+23  3130,,,17:32:41.6247,+23:44:11.625,263.17343633804336,23.7365626279925,-283.3,1,31,10000,3,80,165,215,275
G180-058,G 180-58,,,16:28:16.8723,+44:40:38.257,247.07030123527665,44.6772936045186,-308.3,1,31,19700,3,40,90,115,145
G186-026,HD 340279,,,20:24:45.4126,+25:03:07.110,306.18921915396,25.0519749914,-323.6,1,31,5180,2,35,70,85,95
G188-022,BD+26  4251,,,21:43:57.1239,+27:23:23.990,325.98801604811,27.389997201629996,-94.4,1,31,9000,2,60,115,140,170
G188-030,Wolf 1143,,,21:55:16.1463,+32:38:41.150,328.8172760482675,32.64476396048166,-184.2,1,31,19800,3,50,105,140,175
G190-010,Ross  783,,,23:07:59.7584,+41:51:20.392,346.99899322169415,41.85566451292444,-111.6,3,"31,35",28800,5,50,100,135,170
G190-015,BD+38  4955,,,23:13:38.8206,+39:25:02.590,348.41175246065745,39.417386010746675,-56.3,3,"31,35",19800,5,60,120,160,210
G199-066,Wolf  481,,,13:20:31.2612,+56:34:47.793,200.13025500493126,56.57994256965444,-144.1,1,31,3200,1,20,45,80,100
G201-044,HD 234219,,,15:13:57.3572,+53:51:51.719,228.48898839453997,53.86436625444001,-146.7,3,31,12000,3,50,100,125,150
G206-034,Ross  711,,,18:35:19.1686,+28:41:55.415,278.82986928734,28.69872649847,-85.9,3,"31,35",22400,3,50,90,115,135
G214-001,G 214-1,,,21:47:55.6226,+33:06:27.161,326.98176079641996,33.10754476203001,-118.4,1,31,1800,1,15,30,60,80
G234-028,G 234-28,,,08:14:16.3299,+68:55:19.468,123.56804113500083,68.92207455432862,72.0,3,35,14400,2,35,70,95,100
G238-030,G 238-30,,,13:17:40.1965,+64:15:12.170,199.4174852329537,64.25338062616889,225.9,1,31,1400,1,20,35,75,100
G238-032,G 238-32,,,13:22:02.0237,+68:40:22.517,200.5084319563,68.67292145139,-113.3,1,31,2700,1,20,35,65,75
HD 6268,HD   6268,,,01:03:18.1716,-27:52:49.954,15.82571515771,-27.880542713570005,39.7,1,"4,5,34",180,1,75,145,145,255
HD 11582,HD  11582,,,01:53:00.2437,-34:17:36.394,28.25101555866,-34.29344266158,22.4,1,34,300,1,100,140,130,230
HD 13979,HD  13979,,,02:15:20.8534,-25:54:54.873,33.83688919195001,-25.915242451429997,52.2,1,"5,34",640,2,430,555,400,595
HD 16031,HD  16031,,,02:34:11.0486,-12:23:03.444,38.5460356889,-12.38429003075,23.0,1,31,5400,1,60,115,145,165
HD 19445,HD  19445,,,03:08:25.5884,+26:19:51.401,47.10661828045167,26.33094471254861,-139.9,1,31,2800,1,85,150,185,220
HD 21581,HD  21581,,,03:28:54.4845,-00:25:03.108,52.22701860526001,-0.4175298793600001,153.7,1,29,200,1,90,165,160,305
HD 26169,HD  26169,,,04:00:52.4379,-75:36:11.437,60.21849137590999,-75.60317694301,-39.7,0,36,200,1,95,170,170,310
HD 31128,HD  31128,,,04:52:09.9097,-27:03:50.940,73.04129045287,-27.064150041010002,110.7,1,"37,38",7200,2,60,145,200,235
HD 45282,HD  45282,,,06:26:40.7721,+03:25:29.792,96.66988372503,3.4249423308400004,306.0,1,29,4300,2,80,155,200,245
HD 88609,HD  88609,,,10:14:28.9854,+53:33:39.343,153.6207724165,53.56092853911,-37.5,1,34,4900,2,50,105,155,225
HD 94028,HD  94028,,,10:51:28.1256,+20:16:38.965,162.8671900305704,20.277490399799444,65.6,1,31,3300,2,55,115,145,170
HD 106373,HD 106373,,,12:14:13.2932,-28:15:06.555,183.55538823178,-28.2518208994,83.6,1,34,200,1,80,125,200,325
HD 108317,HD 108317,,,12:26:36.8320,+05:18:09.024,186.65346649466997,5.3025066065,,2,29,120,1,70,130,225,390
HD 119516,HD 119516,,,13:43:26.7252,+15:34:31.070,205.86135484955997,15.575297158360003,-285.9,1,"29,30",2700,1,65,120,150,175
HD 122196,HD 122196,,,14:01:02.1250,-38:03:03.313,210.2588541608171,-38.050920415811106,-27.6,1,36,80,1,70,110,115,210
HD 122563,HD 122563,,,14:02:31.8455,+09:41:09.944,210.63268961872998,9.68609566441,-26.1,1,"4,34,39",26,1,85,165,295,540
HD 126238,HD 126238,,,14:25:29.9571,-43:38:36.949,216.37482142959996,-43.64359680985,252.6,1,39,105,1,145,275,285,505
HD 126587,HD 126587,,,14:27:00.3637,-22:14:38.993,216.75151526303998,-22.244164705719996,149.5,1,"5,29",1080,3,495,750,420,665
HD 128279,HD 128279,,,14:36:48.5109,-29:06:46.613,219.2021285524996,-29.112948016248332,-75.7,1,"5,30,34",550,4,625,880,505,750
HD 132475,HD 132475,,,14:59:49.7651,-22:00:45.815,224.95735465560332,-22.01272643411278,176.3,1,31,200,1,115,190,300,480
HD 175305,HD 175305,,,18:47:06.4417,+74:43:31.451,281.77684036205574,74.72540317671861,-184.2,1,"29,30,38,40",1500,1,60,135,190,250
HD 175606,HD 175606,,,18:58:51.3363,-51:27:56.498,284.7139012023,-51.46569402484,165.4,1,41,300,1,160,200,190,290
HD 178443,HD 178443,,,19:10:36.8478,-43:16:36.166,287.65353250063,-43.27671272989,343.6,1,5,700,2,125,180,175,260
HD 184266,HD 184266,,,19:34:15.3866,-16:19:00.229,293.56411078639,-16.31673014845,-349.4,1,29,900,1,55,115,155,195
HD 186478,HD 186478,,,19:45:14.1410,-17:29:27.071,296.30892073028,-17.49085312196,30.4,3,29,200,1,120,185,250,415
HD 188510,HD 188510,,,19:55:09.6782,+10:44:27.399,298.79032596,10.74094405773,-193.4,1,31,2400,1,55,110,145,185
HD 193901,HD 193901,,,20:23:35.8472,-21:22:14.227,305.8993631689121,-21.37061859980667,-171.5,1,31,400,1,205,290,345,490
HD 196892,HD 196892,,,20:40:49.3803,-18:47:33.282,310.20575124284,-18.792578414992224,-35.7,1,"37,38",1800,1,50,105,135,160
HD 196944,HD 196944,,,20:40:46.0815,-06:47:50.604,310.19200625083,-6.797390132390001,,2,"40,42,43,44",120,1,135,230,230,390
HD 200654,HD 200654,,,21:06:34.7513,-49:57:50.280,316.64479718936167,-49.963966746666664,-44.9,1,5,300,2,240,330,355,520
HD 201891,HD 201891,,,21:11:59.0321,+17:43:39.891,317.9959672897788,17.727747477702774,-44.6,1,31,1800,1,60,120,150,180
HD 214362,HD 214362,,,22:37:58.6723,-22:38:40.152,339.49446782391993,-22.64448674077,-93.3,1,29,7800,3,70,155,210,255
HD 219617,HD 219617,,,23:17:05.0437,-13:51:03.597,349.2710156243974,-13.850999204386742,12.6,1,31,1800,1,85,185,235,285
HD 220127,HD 220127,,,23:21:43.5876,-49:29:15.114,350.4316150821342,-49.4875315871825,,2,41,180,1,90,130,130,220
HD 237846,HD 237846,,,09:52:38.6827,+57:54:58.614,148.16117811805,57.91628179987,-303.6,1,"30,34",8100,2,45,100,135,185
HE 0454-4758,HE 0454-4758,,,04:55:26.7157,-47:53:41.753,73.86131530217,-47.89493126557,240.2,1,3,3000,1,85,115,120,195
HE 0938+0114,Ross  889,,,09:40:43.2053,+01:00:29.512,145.18002222515747,1.0081977324280555,-57.2,1,3,13380,3,60,115,155,155
HE 1012-1540,HE 1012-1540,,,10:14:53.4754,-15:55:53.172,153.72281396536,-15.931436788180001,225.6,2,45,7200,2,60,95,85,150
HE 1124-2335,HE 1124-2335,,,11:27:26.9491,-23:52:05.593,171.86228779358,-23.86822039397,181.5,1,3,4800,1,55,85,75,140
HE 1320-1339,BD-13  3695,,,13:22:44.1122,-13:55:31.431,200.68380093593,-13.92539750598,,2,3,900,4,70,125,215,390
HIP 99423,HD 345957,,,20:10:48.1626,+23:57:54.511,302.70067744836,23.96514183238,-115.7,1,46,2400,1,60,110,135,170
