Name,Ion,lambda,l_logepsX,logepsX,e_logepsX
CS 22169-035,Ti I,4681.91,,1.56,0.16
CS 22169-035,Ti I,4981.73,,1.49,0.16
CS 22169-035,Ti I,4991.07,,1.45,0.17
CS 22169-035,Ti I,4999.5,,1.43,0.18
CS 22169-035,Ti I,5064.65,,1.45,0.17
CS 22169-035,Ti I,5173.74,,1.49,0.17
CS 22169-035,Ti I,5192.97,,1.3,0.18
CS 22169-035,Ti I,5210.38,,1.37,0.17
CS 22169-035,Ti II,3759.29,,1.69,0.24
CS 22169-035,Ti II,3761.32,,1.74,0.23
CS 22169-035,Ti II,4028.34,,1.53,0.19
CS 22169-035,Ti II,4337.91,,1.73,0.23
CS 22169-035,Ti II,4394.06,,1.65,0.16
CS 22169-035,Ti II,4395.03,,1.77,0.3
CS 22169-035,Ti II,4395.84,,1.68,0.16
CS 22169-035,Ti II,4399.77,,1.74,0.18
CS 22169-035,Ti II,4417.71,,1.77,0.19
CS 22169-035,Ti II,4418.33,,1.73,0.16
CS 22169-035,Ti II,4443.8,,1.85,0.29
CS 22169-035,Ti II,4444.55,,1.65,0.16
CS 22169-035,Ti II,4450.48,,1.79,0.17
CS 22169-035,Ti II,4464.45,,1.73,0.15
CS 22169-035,Ti II,4470.85,,1.69,0.16
CS 22169-035,Ti II,4493.52,,1.64,0.19
CS 22169-035,Ti II,4501.27,,1.72,0.26
CS 22169-035,Ti II,4533.96,,1.74,0.28
CS 22169-035,Ti II,4571.97,,1.78,0.25
CS 22169-035,Ti II,4583.41,,1.58,0.22
CS 22169-035,Ti II,4657.2,,1.72,0.17
CS 22169-035,Ti II,4708.66,,1.75,0.17
CS 22169-035,Ti II,4798.53,,1.73,0.17
CS 22169-035,Ti II,5129.16,,1.68,0.19
CS 22169-035,Ti II,5185.9,,1.81,0.18
CS 22169-035,Ti II,5188.69,,1.63,0.19
CS 22169-035,Ti II,5336.79,,1.75,0.16
CS 22169-035,Ti II,5381.02,,1.77,0.17
CS 22169-035,Ti II,5418.77,,1.73,0.18
CS 22169-035,V I,4379.23,,0.2,0.19
CS 22169-035,V II,3951.96,,0.29,0.3
CS 22169-035,V II,4005.71,,0.41,0.26
CS 22169-035,Cr I,4274.8,,1.99,0.44
CS 22169-035,Cr I,4289.72,,1.89,0.44
CS 22169-035,Cr I,4545.95,,2.12,0.17
CS 22169-035,Cr I,4646.15,,2.09,0.15
CS 22169-035,Cr I,4651.28,,2.18,0.2
CS 22169-035,Cr I,5206.04,,2.05,0.26
CS 22169-035,Cr I,5296.69,,1.92,0.18
CS 22169-035,Cr I,5298.28,,2.06,0.16
CS 22169-035,Cr I,5345.8,,2.04,0.16
CS 22169-035,Cr I,5348.31,,2.0,0.18
CS 22169-035,Cr I,5409.77,,1.99,0.16
CS 22169-035,Cr II,4558.59,,2.54,0.17
CS 22169-035,Cr II,4588.14,,2.57,0.17
CS 22169-035,Mn I,4030.75,,1.71,0.46
CS 22169-035,Mn I,4033.06,,1.67,0.44
CS 22169-035,Mn I,4034.48,,1.7,0.44
CS 22169-035,Mn I,4041.35,,1.78,0.16
CS 22169-035,Mn I,4823.52,,1.81,0.16
CS 22169-035,Mn II,3488.68,,1.57,0.33
CS 22169-035,Fe I,3765.54,,4.16,0.35
CS 22169-035,Fe I,3786.68,,4.22,0.41
CS 22169-035,Fe I,3787.88,,4.1,0.39
CS 22169-035,Fe I,3849.97,,4.28,0.38
CS 22169-035,Fe I,3865.52,,4.29,0.38
CS 22169-035,Fe I,3949.95,,4.18,0.25
CS 22169-035,Fe I,4005.24,,4.12,0.43
CS 22169-035,Fe I,4071.74,,4.34,0.37
CS 22169-035,Fe I,4114.44,,4.1,0.16
CS 22169-035,Fe I,4134.68,,4.15,0.18
CS 22169-035,Fe I,4143.87,,4.27,0.42
CS 22169-035,Fe I,4147.67,,4.18,0.27
CS 22169-035,Fe I,4156.8,,4.14,0.16
CS 22169-035,Fe I,4175.64,,4.14,0.16
CS 22169-035,Fe I,4181.76,,4.27,0.27
CS 22169-035,Fe I,4182.38,,4.07,0.16
CS 22169-035,Fe I,4184.89,,4.08,0.15
CS 22169-035,Fe I,4191.43,,4.21,0.3
CS 22169-035,Fe I,4195.33,,4.23,0.15
CS 22169-035,Fe I,4199.1,,4.17,0.31
CS 22169-035,Fe I,4217.55,,4.05,0.15
CS 22169-035,Fe I,4222.21,,4.17,0.24
CS 22169-035,Fe I,4227.43,,4.24,0.26
CS 22169-035,Fe I,4233.6,,4.28,0.34
CS 22169-035,Fe I,4238.81,,4.14,0.15
CS 22169-035,Fe I,4250.79,,4.22,0.43
CS 22169-035,Fe I,4260.47,,4.09,0.42
CS 22169-035,Fe I,4271.76,,4.26,0.38
CS 22169-035,Fe I,4375.93,,4.2,0.43
CS 22169-035,Fe I,4404.75,,4.23,0.39
CS 22169-035,Fe I,4415.12,,4.21,0.43
CS 22169-035,Fe I,4442.34,,4.28,0.26
CS 22169-035,Fe I,4443.19,,4.1,0.15
CS 22169-035,Fe I,4447.72,,4.27,0.22
CS 22169-035,Fe I,4489.74,,4.18,0.28
CS 22169-035,Fe I,4494.56,,4.16,0.25
CS 22169-035,Fe I,4531.15,,4.14,0.24
CS 22169-035,Fe I,4592.65,,4.16,0.15
CS 22169-035,Fe I,4602.94,,4.29,0.24
CS 22169-035,Fe I,4647.43,,4.17,0.15
CS 22169-035,Fe I,4736.77,,4.25,0.15
CS 22169-035,Fe I,4789.65,,4.12,0.17
CS 22169-035,Fe I,4871.32,,4.17,0.22
CS 22169-035,Fe I,4872.14,,4.16,0.17
CS 22169-035,Fe I,4890.76,,4.09,0.19
CS 22169-035,Fe I,4891.49,,4.07,0.26
CS 22169-035,Fe I,4903.31,,4.25,0.15
CS 22169-035,Fe I,4918.99,,4.12,0.22
CS 22169-035,Fe I,4920.5,,4.22,0.34
CS 22169-035,Fe I,4924.77,,4.25,0.16
CS 22169-035,Fe I,4938.81,,4.22,0.15
CS 22169-035,Fe I,4939.69,,4.19,0.18
CS 22169-035,Fe I,4966.09,,4.16,0.16
CS 22169-035,Fe I,4994.13,,4.12,0.21
CS 22169-035,Fe I,5006.12,,4.14,0.17
CS 22169-035,Fe I,5049.82,,4.15,0.17
CS 22169-035,Fe I,5051.63,,4.21,0.29
CS 22169-035,Fe I,5068.77,,4.16,0.15
CS 22169-035,Fe I,5079.74,,4.22,0.16
CS 22169-035,Fe I,5083.34,,4.12,0.22
CS 22169-035,Fe I,5123.72,,4.19,0.17
CS 22169-035,Fe I,5127.36,,4.23,0.17
CS 22169-035,Fe I,5141.74,,4.22,0.16
CS 22169-035,Fe I,5150.84,,4.15,0.17
CS 22169-035,Fe I,5151.91,,4.24,0.15
CS 22169-035,Fe I,5166.28,,4.16,0.26
CS 22169-035,Fe I,5171.6,,4.2,0.34
CS 22169-035,Fe I,5191.45,,4.09,0.15
CS 22169-035,Fe I,5192.34,,4.18,0.17
CS 22169-035,Fe I,5194.94,,4.27,0.26
CS 22169-035,Fe I,5202.34,,4.28,0.15
CS 22169-035,Fe I,5216.27,,4.17,0.2
CS 22169-035,Fe I,5217.39,,4.3,0.15
CS 22169-035,Fe I,5225.53,,4.12,0.15
CS 22169-035,Fe I,5232.94,,4.17,0.26
CS 22169-035,Fe I,5242.49,,4.27,0.17
CS 22169-035,Fe I,5266.56,,4.16,0.17
CS 22169-035,Fe I,5281.79,,4.08,0.15
CS 22169-035,Fe I,5283.62,,4.22,0.15
CS 22169-035,Fe I,5307.36,,4.17,0.15
CS 22169-035,Fe I,5332.9,,4.09,0.15
CS 22169-035,Fe I,5339.93,,4.29,0.15
CS 22169-035,Fe I,5364.87,,4.29,0.16
CS 22169-035,Fe I,5367.47,,4.28,0.15
CS 22169-035,Fe I,5369.96,,4.24,0.15
CS 22169-035,Fe I,5371.49,,4.24,0.43
CS 22169-035,Fe I,5383.37,,4.13,0.15
CS 22169-035,Fe I,5397.13,,4.19,0.42
CS 22169-035,Fe I,5405.77,,4.07,0.41
CS 22169-035,Fe I,5410.91,,4.28,0.15
CS 22169-035,Fe I,5415.2,,4.15,0.15
CS 22169-035,Fe I,5497.52,,4.26,0.24
CS 22169-035,Fe I,5501.47,,4.24,0.2
CS 22169-035,Fe I,5506.78,,4.24,0.25
CS 22169-035,Fe I,5586.76,,4.09,0.15
CS 22169-035,Fe I,5701.54,,4.16,0.17
CS 22169-035,Fe I,6065.48,,4.12,0.15
CS 22169-035,Fe I,6136.61,,4.28,0.15
CS 22169-035,Fe I,6137.69,,4.25,0.15
CS 22169-035,Fe I,6191.56,,4.17,0.15
CS 22169-035,Fe I,6213.43,,4.23,0.16
CS 22169-035,Fe I,6230.72,,4.3,0.15
CS 22169-035,Fe I,6246.32,,4.28,0.16
CS 22169-035,Fe I,6265.13,,4.32,0.15
CS 22169-035,Fe I,6393.6,,4.21,0.15
CS 22169-035,Fe I,6421.35,,4.23,0.15
CS 22169-035,Fe I,6430.85,,4.15,0.15
CS 22169-035,Fe I,6592.91,,4.13,0.15
CS 22169-035,Fe I,6677.99,,4.26,0.15
CS 22169-035,Fe II,4178.86,,4.33,0.15
CS 22169-035,Fe II,4491.41,,4.23,0.15
CS 22169-035,Fe II,4515.34,,4.49,0.15
CS 22169-035,Fe II,4555.89,,4.46,0.15
CS 22169-035,Fe II,4576.34,,4.34,0.16
CS 22169-035,Fe II,4583.84,,4.48,0.17
CS 22169-035,Fe II,5197.58,,4.35,0.15
CS 22169-035,Fe II,5234.63,,4.41,0.15
CS 22169-035,Fe II,5276.0,,4.35,0.15
CS 22169-035,Co I,3842.05,,1.33,0.22
CS 22169-035,Co I,3845.47,,1.33,0.36
CS 22169-035,Co I,4121.32,,1.26,0.3
CS 22169-035,Ni I,3783.53,,2.93,0.46
CS 22169-035,Ni I,5081.11,,2.91,0.21
CS 22169-035,Ni I,5084.08,,3.07,0.21
CS 22169-035,Ni I,5476.91,,2.72,0.21
CS 22169-035,Ni I,6643.64,,2.8,0.22
CS 22169-035,Ni I,6767.77,,2.77,0.21
CS 22169-035,Cu I,5105.5,<,0.8,
CS 22169-035,Zn I,4722.16,,1.63,0.2
CS 22169-035,Zn I,4810.54,,1.76,0.19
CS 22169-035,Rb I,7800.28,<,1.82,
CS 22169-035,Sr II,4077.71,,-0.38,0.28
CS 22169-035,Sr II,4215.52,,-0.35,0.3
CS 22169-035,Y II,3600.73,,-1.65,0.22
CS 22169-035,Y II,3774.33,,-1.84,0.22
CS 22169-035,Y II,4398.01,,-1.76,0.17
CS 22169-035,Y II,4883.68,,-1.62,0.18
CS 22169-035,Zr II,4149.2,,-0.74,0.19
CS 22169-035,Zr II,4161.2,,-0.7,0.2
CS 22169-035,Zr II,4208.98,,-0.82,0.2
CS 22169-035,Nb II,3818.86,<,-0.03,
CS 22169-035,Mo I,3864.1,<,-0.82,
CS 22169-035,Tc I,4262.27,<,-0.52,
CS 22169-035,Ba II,4554.03,,-2.63,0.18
CS 22169-035,Ba II,6141.73,,-2.54,0.17
CS 22169-035,Ce II,3999.24,<,-1.48,
CS 22169-035,Ce II,4083.22,<,-1.77,
CS 22169-035,Ce II,4418.78,<,-2.16,
CS 22169-035,Ce II,4562.36,<,-1.75,
CS 22169-035,Pr II,4062.8,<,-2.07,
CS 22169-035,Pr II,4179.4,<,-2.5,
CS 22169-035,Pr II,4222.95,<,-2.11,
CS 22169-035,Pr II,4408.81,<,-2.14,
CS 22169-035,Nd II,4109.45,<,-2.21,
CS 22169-035,Nd II,4446.38,<,-1.63,
CS 22169-035,Nd II,4462.98,<,-1.81,
CS 22169-035,Nd II,4706.54,<,-1.73,
CS 22169-035,Nd II,4825.48,<,-1.8,
CS 22169-035,Sm II,4424.34,<,-2.1,
CS 22169-035,Sm II,4467.34,<,-2.01,
CS 22169-035,Eu II,3819.67,<,-3.28,
CS 22169-035,Eu II,4129.72,<,-3.02,
CS 22169-035,Gd II,4130.37,<,-1.66,
CS 22169-035,Gd II,4251.73,<,-1.56,
CS 22169-035,Tb II,3848.73,<,-2.44,
CS 22169-035,Tb II,4002.57,<,-1.45,
CS 22169-035,Tb II,4752.53,<,-1.8,
CS 22169-035,Dy II,3944.68,<,-2.57,
CS 22169-035,Dy II,4449.7,<,-1.5,
CS 22169-035,Ho II,3810.71,<,-2.44,
CS 22169-035,Er II,3830.48,<,-2.07,
CS 22169-035,Tm II,3848.02,<,-2.6,
CS 22169-035,Tm II,3996.51,<,-1.61,
CS 22169-035,Yb II,3694.2,<,-3.09,
CS 22169-035,Hf II,3918.09,<,-1.27,
CS 22169-035,Hf II,4093.15,<,-1.32,
CS 22169-035,Pb I,4057.81,<,0.14,
CS 22169-035,Th II,3539.59,<,-1.39,
CS 22169-035,Th II,4019.13,<,-2.27,
CS 22169-035,Th II,4094.75,<,-1.82,
CS 22171-031,Li I,6707.8,,2.09,0.2
CS 22171-031,O I,7771.94,,6.61,0.32
CS 22171-031,O I,7774.17,,6.55,0.33
CS 22171-031,O I,7775.39,,6.62,0.33
CS 22171-031,Mg I,3829.36,,5.43,0.38
CS 22171-031,Mg I,4057.51,,5.49,0.22
CS 22171-031,Mg I,4167.27,,5.44,0.21
CS 22171-031,Mg I,4702.99,,5.42,0.24
CS 22171-031,Mg I,5172.68,,5.51,0.38
CS 22171-031,Mg I,5183.6,,5.43,0.38
CS 22171-031,Mg I,5528.4,,5.42,0.22
CS 22171-031,Al I,3943.99,,3.17,0.39
CS 22171-031,Al I,3961.52,,3.17,0.39
CS 22171-031,Si I,5701.1,<,6.66,
CS 22171-031,Si I,5708.4,<,5.87,
CS 22171-031,Si I,5772.15,<,6.3,
CS 22171-031,Ca I,4226.73,,4.26,0.41
CS 22171-031,Ca I,4283.01,,4.3,0.24
CS 22171-031,Ca I,4318.65,,4.31,0.23
CS 22171-031,Ca I,4425.44,,4.23,0.23
CS 22171-031,Ca I,4434.96,,4.26,0.25
CS 22171-031,Ca I,4435.69,,4.26,0.23
CS 22171-031,Ca I,4454.78,,4.36,0.31
CS 22171-031,Ca I,5588.76,,4.39,0.24
CS 22171-031,Ca I,5857.45,,4.17,0.24
CS 22171-031,Ca I,6102.72,,4.24,0.24
CS 22171-031,Ca I,6122.22,,4.19,0.23
CS 22171-031,Ca I,6162.17,,4.27,0.23
CS 22171-031,Sc II,3645.31,,0.79,0.2
CS 22171-031,Sc II,4246.84,,0.84,0.26
CS 22171-031,Sc II,4415.56,,0.86,0.15
CS 22171-031,Ti I,3989.76,,2.71,0.22
CS 22171-031,Ti I,3998.64,,2.64,0.22
CS 22171-031,Ti I,4533.24,,2.86,0.2
CS 22171-031,Ti I,4534.78,,2.94,0.21
CS 22171-031,Ti I,4981.73,,2.89,0.22
CS 22171-031,Ti I,4999.5,,2.83,0.22
CS 22171-031,Ti II,3759.29,,2.9,0.24
CS 22171-031,Ti II,3761.32,,2.96,0.26
CS 22171-031,Ti II,4028.34,,2.88,0.16
CS 22171-031,Ti II,4399.77,,2.83,0.17
CS 22171-031,Ti II,4417.71,,2.91,0.16
CS 22171-031,Ti II,4443.8,,3.07,0.26
CS 22171-031,Ti II,4444.55,,2.83,0.19
CS 22171-031,Ti II,4450.48,,3.01,0.15
CS 22171-031,Ti II,4464.45,,2.86,0.15
CS 22171-031,Ti II,4470.85,,3.13,0.15
CS 22171-031,Ti II,4501.27,,2.82,0.21
CS 22171-031,Ti II,4533.96,,2.86,0.24
CS 22171-031,Ti II,4571.97,,2.87,0.23
CS 22171-031,Ti II,4657.2,,3.2,0.17
CS 22171-031,Ti II,5188.69,,2.84,0.17
CS 22171-031,Ti II,5336.79,,3.04,0.16
CS 22171-031,Ti II,5381.02,,3.2,0.17
CS 22171-031,V II,3951.96,,2.0,0.32
CS 22171-031,Cr I,3578.68,,3.02,0.44
CS 22171-031,Cr I,4274.8,,2.94,0.32
CS 22171-031,Cr I,4289.72,,2.98,0.28
CS 22171-031,Cr I,4646.15,,3.01,0.22
CS 22171-031,Cr I,5206.04,,2.95,0.22
CS 22171-031,Cr I,5409.77,,3.13,0.22
CS 22171-031,Cr II,4558.59,,3.45,0.16
CS 22171-031,Mn I,4030.75,,2.68,0.41
CS 22171-031,Mn I,4033.06,,2.78,0.31
CS 22171-031,Mn I,4034.48,,2.69,0.26
CS 22171-031,Mn I,4041.35,,2.77,0.23
CS 22171-031,Mn II,3460.32,,2.88,0.24
CS 22171-031,Fe I,3608.86,,5.06,0.39
CS 22171-031,Fe I,3618.77,,5.06,0.39
CS 22171-031,Fe I,3758.23,,4.88,0.38
CS 22171-031,Fe I,3763.79,,4.94,0.39
CS 22171-031,Fe I,3787.88,,4.92,0.4
CS 22171-031,Fe I,3805.34,,5.08,0.28
CS 22171-031,Fe I,3815.84,,4.95,0.39
CS 22171-031,Fe I,3820.43,,4.87,0.37
CS 22171-031,Fe I,3825.88,,4.79,0.38
CS 22171-031,Fe I,3827.82,,4.98,0.4
CS 22171-031,Fe I,3840.44,,4.83,0.4
CS 22171-031,Fe I,3849.97,,4.85,0.39
CS 22171-031,Fe I,3856.37,,4.99,0.39
CS 22171-031,Fe I,3878.02,,4.96,0.39
CS 22171-031,Fe I,3895.66,,5.04,0.4
CS 22171-031,Fe I,3949.95,,4.99,0.21
CS 22171-031,Fe I,4005.24,,5.0,0.38
CS 22171-031,Fe I,4045.81,,5.07,0.38
CS 22171-031,Fe I,4063.59,,5.04,0.39
CS 22171-031,Fe I,4071.74,,4.91,0.39
CS 22171-031,Fe I,4134.68,,5.06,0.21
CS 22171-031,Fe I,4143.87,,4.98,0.38
CS 22171-031,Fe I,4147.67,,4.83,0.21
CS 22171-031,Fe I,4154.5,,4.92,0.21
CS 22171-031,Fe I,4156.8,,5.0,0.21
CS 22171-031,Fe I,4157.78,,4.84,0.22
CS 22171-031,Fe I,4175.64,,4.9,0.21
CS 22171-031,Fe I,4181.76,,4.95,0.21
CS 22171-031,Fe I,4184.89,,4.88,0.21
CS 22171-031,Fe I,4187.04,,4.85,0.22
CS 22171-031,Fe I,4187.8,,4.84,0.23
CS 22171-031,Fe I,4191.43,,4.94,0.21
CS 22171-031,Fe I,4199.1,,4.9,0.24
CS 22171-031,Fe I,4202.03,,4.99,0.37
CS 22171-031,Fe I,4216.18,,4.96,0.2
CS 22171-031,Fe I,4217.55,,4.86,0.22
CS 22171-031,Fe I,4222.21,,4.94,0.2
CS 22171-031,Fe I,4227.43,,5.0,0.23
CS 22171-031,Fe I,4233.6,,5.07,0.24
CS 22171-031,Fe I,4238.81,,4.95,0.2
CS 22171-031,Fe I,4250.12,,4.92,0.25
CS 22171-031,Fe I,4250.79,,5.07,0.37
CS 22171-031,Fe I,4260.47,,4.9,0.36
CS 22171-031,Fe I,4271.15,,4.94,0.27
CS 22171-031,Fe I,4271.76,,5.0,0.39
CS 22171-031,Fe I,4282.4,,4.8,0.21
CS 22171-031,Fe I,4325.76,,5.05,0.39
CS 22171-031,Fe I,4375.93,,4.94,0.21
CS 22171-031,Fe I,4388.41,,4.97,0.22
CS 22171-031,Fe I,4404.75,,5.11,0.39
CS 22171-031,Fe I,4427.31,,4.95,0.22
CS 22171-031,Fe I,4442.34,,5.03,0.2
CS 22171-031,Fe I,4443.19,,4.84,0.21
CS 22171-031,Fe I,4461.65,,4.85,0.2
CS 22171-031,Fe I,4466.55,,4.92,0.2
CS 22171-031,Fe I,4494.56,,5.06,0.2
CS 22171-031,Fe I,4531.15,,4.93,0.2
CS 22171-031,Fe I,4602.94,,5.14,0.2
CS 22171-031,Fe I,4736.77,,5.11,0.2
CS 22171-031,Fe I,4871.32,,4.87,0.21
CS 22171-031,Fe I,4872.14,,4.96,0.21
CS 22171-031,Fe I,4890.76,,4.8,0.21
CS 22171-031,Fe I,4891.49,,4.88,0.22
CS 22171-031,Fe I,4918.99,,5.02,0.21
CS 22171-031,Fe I,4920.5,,5.03,0.27
CS 22171-031,Fe I,5006.12,,4.87,0.21
CS 22171-031,Fe I,5049.82,,4.84,0.21
CS 22171-031,Fe I,5051.63,,4.83,0.21
CS 22171-031,Fe I,5083.34,,5.04,0.21
CS 22171-031,Fe I,5191.45,,4.94,0.2
CS 22171-031,Fe I,5192.34,,4.95,0.2
CS 22171-031,Fe I,5194.94,,4.99,0.2
CS 22171-031,Fe I,5216.27,,4.9,0.21
CS 22171-031,Fe I,5266.56,,5.06,0.2
CS 22171-031,Fe I,5281.79,,5.05,0.2
CS 22171-031,Fe I,5369.96,,4.85,0.21
CS 22171-031,Fe I,5371.49,,5.05,0.26
CS 22171-031,Fe I,5383.37,,4.96,0.2
CS 22171-031,Fe I,5397.13,,4.91,0.21
CS 22171-031,Fe I,5405.77,,5.03,0.23
CS 22171-031,Fe I,5410.91,,4.97,0.21
CS 22171-031,Fe I,5415.2,,4.88,0.2
CS 22171-031,Fe I,5429.7,,5.06,0.23
CS 22171-031,Fe I,5434.52,,5.06,0.21
CS 22171-031,Fe I,5497.52,,4.93,0.21
CS 22171-031,Fe I,5506.78,,4.92,0.21
CS 22171-031,Fe I,5586.76,,5.08,0.2
CS 22171-031,Fe I,6136.61,,4.96,0.21
CS 22171-031,Fe I,6137.69,,5.06,0.21
CS 22171-031,Fe I,6191.56,,5.04,0.21
CS 22171-031,Fe I,6230.72,,5.0,0.21
CS 22171-031,Fe I,6393.6,,5.14,0.21
CS 22171-031,Fe I,6421.35,,5.07,0.23
CS 22171-031,Fe I,6430.85,,5.0,0.22
CS 22171-031,Fe I,6677.99,,5.14,0.21
CS 22171-031,Fe II,4178.86,,4.97,0.15
CS 22171-031,Fe II,4233.17,,5.03,0.15
CS 22171-031,Fe II,4491.41,,4.95,0.16
CS 22171-031,Fe II,4515.34,,5.27,0.14
CS 22171-031,Fe II,4522.63,,5.23,0.14
CS 22171-031,Fe II,4583.84,,5.14,0.14
CS 22171-031,Fe II,5234.63,,4.98,0.15
CS 22171-031,Fe II,5276.0,,4.98,0.15
CS 22171-031,Co I,3845.47,,2.57,0.25
CS 22171-031,Co I,4121.32,,2.45,0.23
CS 22171-031,Ni I,3492.96,,3.91,0.43
CS 22171-031,Ni I,3500.85,,3.93,0.41
CS 22171-031,Ni I,3524.54,,3.78,0.43
CS 22171-031,Ni I,3597.7,,3.58,0.37
CS 22171-031,Ni I,3807.14,,3.84,0.36
CS 22171-031,Ni I,5476.91,,3.91,0.24
CS 22171-031,Zn I,4722.16,<,2.44,
CS 22171-031,Zn I,4810.54,<,2.61,
CS 22171-031,Rb I,7800.28,<,2.48,
CS 22171-031,Sr II,4077.71,,0.77,0.3
CS 22171-031,Sr II,4215.52,,0.71,0.3
CS 22171-031,Y II,3600.73,,-0.47,0.3
CS 22171-031,Zr II,4149.2,,0.47,0.2
CS 22171-031,Zr II,4208.98,,0.7,0.22
CS 22171-031,Nb II,3818.86,<,1.42,
CS 22171-031,Mo I,3864.1,<,1.04,
CS 22171-031,Tc I,4262.27,<,1.36,
CS 22171-031,Ba II,4554.03,,-0.72,0.17
CS 22171-031,Ba II,6141.73,,-0.73,0.17
CS 22171-031,Ce II,3999.24,<,0.41,
CS 22171-031,Ce II,4073.47,<,0.45,
CS 22171-031,Ce II,4083.22,<,0.15,
CS 22171-031,Ce II,4418.78,<,0.08,
CS 22171-031,Ce II,4562.36,<,0.66,
CS 22171-031,Pr II,4062.8,<,0.02,
CS 22171-031,Pr II,4143.13,<,-0.24,
CS 22171-031,Pr II,4179.4,<,-0.36,
CS 22171-031,Pr II,4222.95,<,-0.12,
CS 22171-031,Pr II,4408.81,<,0.02,
CS 22171-031,Nd II,4109.45,<,-0.27,
CS 22171-031,Nd II,4446.38,<,0.68,
CS 22171-031,Nd II,4462.98,<,0.4,
CS 22171-031,Nd II,4706.54,<,0.67,
CS 22171-031,Nd II,4825.48,<,0.48,
CS 22171-031,Sm II,4424.34,<,-0.01,
CS 22171-031,Sm II,4467.34,<,0.05,
CS 22171-031,Eu II,3819.67,<,-1.35,
CS 22171-031,Eu II,4129.72,<,-1.21,
CS 22171-031,Eu II,4205.04,<,-1.27,
CS 22171-031,Gd II,4049.85,<,0.21,
CS 22171-031,Gd II,4130.37,<,0.19,
CS 22171-031,Gd II,4251.73,<,0.37,
CS 22171-031,Tb II,3848.73,<,-0.18,
CS 22171-031,Tb II,3874.17,<,-0.29,
CS 22171-031,Tb II,4002.57,<,0.33,
CS 22171-031,Tb II,4752.53,<,0.6,
CS 22171-031,Dy II,3757.37,<,-0.08,
CS 22171-031,Dy II,3944.68,<,-0.29,
CS 22171-031,Dy II,4449.7,<,0.76,
CS 22171-031,Ho II,3810.71,<,-0.64,
CS 22171-031,Ho II,4045.45,<,-0.38,
CS 22171-031,Er II,3729.52,<,0.59,
CS 22171-031,Er II,3830.48,<,-0.03,
CS 22171-031,Er II,3896.23,<,-0.11,
CS 22171-031,Tm II,3848.02,<,-0.57,
CS 22171-031,Tm II,3996.51,<,0.25,
CS 22171-031,Yb II,3694.2,<,-1.17,
CS 22171-031,Hf II,4093.15,<,0.34,
CS 22171-031,Pb I,4057.81,<,1.54,
CS 22171-031,Th II,4019.13,<,-0.35,
CS 22171-031,Th II,4094.75,<,0.09,
CS 22171-037,Li I,6707.8,,1.99,0.2
CS 22171-037,O I,7771.94,<,5.89,
CS 22171-037,O I,7774.17,<,6.11,
CS 22171-037,O I,7775.39,<,6.32,
CS 22171-037,Na I,5889.95,,2.46,0.23
CS 22171-037,Na I,5895.92,,2.56,0.23
CS 22171-037,Mg I,4702.99,,4.3,0.23
CS 22171-037,Mg I,5172.68,,4.21,0.29
CS 22171-037,Mg I,5183.6,,4.26,0.35
CS 22171-037,Mg I,5528.4,,4.4,0.23
CS 22171-037,Al I,3943.99,,1.96,0.25
CS 22171-037,Al I,3961.52,,2.11,0.24
CS 22171-037,Si I,3905.52,,3.96,0.33
CS 22171-037,Ca I,4226.73,,3.11,0.42
CS 22171-037,Ca I,4318.65,,3.29,0.26
CS 22171-037,Ca I,4425.44,,3.27,0.27
CS 22171-037,Ca I,4434.96,,3.31,0.24
CS 22171-037,Ca I,4454.78,,3.12,0.24
CS 22171-037,Ca I,6162.17,,3.31,0.25
CS 22171-037,Sc II,3576.34,,-0.16,0.25
CS 22171-037,Sc II,4246.84,,-0.22,0.17
CS 22171-037,Ti II,3759.29,,1.68,0.29
CS 22171-037,Ti II,3761.32,,1.69,0.29
CS 22171-037,Ti II,3913.46,,1.86,0.18
CS 22171-037,Ti II,4395.03,,1.83,0.17
CS 22171-037,Ti II,4399.77,,1.74,0.21
CS 22171-037,Ti II,4417.71,,2.06,0.17
CS 22171-037,Ti II,4443.8,,1.64,0.17
CS 22171-037,Ti II,4501.27,,1.79,0.16
CS 22171-037,Ti II,4533.96,,1.75,0.18
CS 22171-037,Ti II,4571.97,,1.77,0.18
CS 22171-037,Ti II,5188.69,,1.83,0.21
CS 22171-037,V I,4379.23,<,1.77,
CS 22171-037,V II,3951.96,<,1.88,
CS 22171-037,V II,4005.71,<,1.79,
CS 22171-037,Cr I,4274.8,,1.77,0.23
CS 22171-037,Cr I,4289.72,,2.03,0.22
CS 22171-037,Mn I,4030.75,<,1.31,
CS 22171-037,Mn I,4033.06,<,1.64,
CS 22171-037,Mn I,4034.48,<,1.78,
CS 22171-037,Mn I,4041.35,<,2.35,
CS 22171-037,Mn I,4754.04,<,2.9,
CS 22171-037,Mn I,4762.37,<,3.07,
CS 22171-037,Mn I,4823.52,<,2.7,
CS 22171-037,Mn I,6021.82,<,3.44,
CS 22171-037,Fe I,3787.88,,3.78,0.23
CS 22171-037,Fe I,3815.84,,3.93,0.38
CS 22171-037,Fe I,3820.43,,3.79,0.4
CS 22171-037,Fe I,3827.82,,3.86,0.33
CS 22171-037,Fe I,3849.97,,3.85,0.23
CS 22171-037,Fe I,3856.37,,3.98,0.36
CS 22171-037,Fe I,3865.52,,3.8,0.22
