Name,Ion,lambda,l_logepsX,logepsX,e_logepsX
G122-069,Mg I,4702.99,,5.11,0.21
G122-069,Mg I,5528.4,,5.14,0.21
G122-069,Al I,3943.99,,2.77,0.32
G122-069,Al I,3961.52,,2.82,0.38
G122-069,Ca I,4318.65,,3.99,0.25
G122-069,Ca I,4434.96,,4.11,0.24
G122-069,Ca I,4435.69,,4.06,0.25
G122-069,Ca I,6102.72,,3.94,0.27
G122-069,Ca I,6122.22,,3.92,0.24
G122-069,Ca I,6162.17,,3.78,0.24
G122-069,Ca I,6439.07,,3.9,0.24
G122-069,Sc II,4246.84,,0.16,0.29
G122-069,Ti II,4395.03,,2.09,0.18
G122-069,Ti II,4443.8,,2.24,0.17
G122-069,Ti II,4501.27,,2.08,0.16
G122-069,Ti II,4533.96,,2.08,0.18
G122-069,Ti II,4571.97,,2.0,0.18
G122-069,Ti II,5188.69,,2.19,0.2
G122-069,Cr I,4274.8,,2.36,0.25
G122-069,Cr I,4289.72,,2.73,0.26
G122-069,Cr I,5206.04,,2.57,0.22
G122-069,Mn I,4030.75,,2.05,0.37
G122-069,Mn I,4033.06,,2.5,0.32
G122-069,Mn I,4034.48,,2.29,0.32
G122-069,Fe I,4063.59,,4.75,0.42
G122-069,Fe I,4132.06,,4.65,0.35
G122-069,Fe I,4181.76,,4.65,0.25
G122-069,Fe I,4187.8,,4.61,0.24
G122-069,Fe I,4191.43,,4.79,0.24
G122-069,Fe I,4199.1,,4.68,0.25
G122-069,Fe I,4202.03,,4.68,0.36
G122-069,Fe I,4233.6,,4.65,0.23
G122-069,Fe I,4250.12,,4.67,0.24
G122-069,Fe I,4260.47,,4.71,0.35
G122-069,Fe I,4271.15,,4.73,0.25
G122-069,Fe I,4282.4,,4.74,0.23
G122-069,Fe I,4325.76,,4.77,0.4
G122-069,Fe I,4375.93,,4.73,0.22
G122-069,Fe I,4404.75,,4.72,0.39
G122-069,Fe I,4415.12,,4.67,0.33
G122-069,Fe I,4442.34,,4.63,0.22
G122-069,Fe I,4494.56,,4.81,0.21
G122-069,Fe I,4871.32,,4.73,0.2
G122-069,Fe I,4872.14,,4.77,0.21
G122-069,Fe I,4890.76,,4.74,0.2
G122-069,Fe I,4891.49,,4.67,0.21
G122-069,Fe I,5171.6,,4.72,0.21
G122-069,Fe I,5192.34,,4.6,0.21
G122-069,Fe I,5194.94,,4.69,0.22
G122-069,Fe I,5216.27,,4.72,0.23
G122-069,Fe I,5232.94,,4.67,0.21
G122-069,Fe I,5369.96,,4.78,0.22
G122-069,Fe I,5397.13,,4.79,0.21
G122-069,Fe I,5405.77,,4.75,0.21
G122-069,Fe I,5434.52,,4.78,0.2
G122-069,Fe I,5506.78,,4.77,0.23
G122-069,Fe I,5586.76,,4.83,0.21
G122-069,Fe I,6494.98,,4.61,0.23
G122-069,Fe II,4555.89,,5.0,0.15
G122-069,Co I,4121.32,,2.47,0.29
G122-069,Ni I,5476.91,,3.5,0.25
G122-069,Zn I,4722.16,<,2.57,
G122-069,Zn I,4810.54,<,2.45,
G122-069,Sr II,4077.71,,-0.5,0.29
G122-069,Sr II,4215.52,,-0.44,0.25
G122-069,Y II,4883.68,<,0.06,
G122-069,Zr II,4149.2,<,0.51,
G122-069,Ba II,4554.03,,-1.1,0.17
G122-069,Ce II,3999.24,<,1.05,
G122-069,Ce II,4083.22,<,0.68,
G122-069,Ce II,4418.78,<,0.26,
G122-069,Ce II,4562.36,<,0.59,
G122-069,Pr II,4179.4,<,0.1,
G122-069,Pr II,4408.81,<,0.32,
G122-069,Nd II,4109.45,<,0.19,
G122-069,Nd II,4446.38,<,0.64,
G122-069,Nd II,4462.98,<,0.57,
G122-069,Nd II,4706.54,<,0.84,
G122-069,Sm II,4424.34,<,0.28,
G122-069,Sm II,4467.34,<,0.36,
G122-069,Eu II,4129.72,<,-0.87,
G122-069,Eu II,4205.04,<,-0.73,
G122-069,Gd II,4049.85,<,0.85,
G122-069,Gd II,4130.37,<,0.47,
G122-069,Gd II,4251.73,<,0.74,
G122-069,Tb II,4002.57,<,0.94,
G122-069,Tb II,4752.53,<,0.41,
G122-069,Dy II,3944.68,<,0.15,
G122-069,Dy II,4449.7,<,0.9,
G122-069,Tm II,3996.51,<,1.05,
G122-069,Hf II,3918.09,<,1.5,
G122-069,Hf II,4093.15,<,1.06,
G122-069,Pb I,4057.81,<,2.09,
G122-069,Th II,4019.13,<,0.34,
G122-069,Th II,4094.75,<,0.91,
G126-062,Li I,6707.8,,2.08,0.2
G126-062,O I,7771.94,,7.33,0.32
G126-062,O I,7774.17,,7.27,0.32
G126-062,O I,7775.39,,7.12,0.32
G126-062,Na I,5889.95,,4.22,0.4
G126-062,Mg I,4167.27,,6.16,0.38
G126-062,Mg I,4702.99,,6.07,0.4
G126-062,Mg I,5528.4,,6.12,0.36
G126-062,Mg I,5711.09,,6.13,0.22
G126-062,Al I,3961.52,,3.8,0.41
G126-062,K I,7664.9,,3.54,0.26
G126-062,K I,7698.96,,3.61,0.25
G126-062,Ca I,4283.01,,5.09,0.37
G126-062,Ca I,4318.65,,5.08,0.35
G126-062,Ca I,4425.44,,5.04,0.33
G126-062,Ca I,4434.96,,5.0,0.38
G126-062,Ca I,4435.69,,5.06,0.29
G126-062,Ca I,4455.89,,5.07,0.29
G126-062,Ca I,5857.45,,5.0,0.24
G126-062,Ca I,6122.22,,5.05,0.29
G126-062,Ca I,6162.17,,5.09,0.33
G126-062,Ca I,6439.07,,5.27,0.3
G126-062,Sc II,4246.84,,1.7,0.29
G126-062,Sc II,4400.4,,1.48,0.15
G126-062,Sc II,4415.56,,1.51,0.15
G126-062,Sc II,4670.42,,1.52,0.15
G126-062,Sc II,5526.79,,1.5,0.15
G126-062,Sc II,5657.9,,1.54,0.15
G126-062,Ti I,3998.64,,3.47,0.28
G126-062,Ti I,4512.73,,3.35,0.22
G126-062,Ti I,4518.02,,3.45,0.21
G126-062,Ti I,4533.24,,3.45,0.22
G126-062,Ti I,4534.78,,3.49,0.21
G126-062,Ti I,4548.76,,3.46,0.22
G126-062,Ti I,4555.48,,3.46,0.22
G126-062,Ti I,4656.47,,3.54,0.22
G126-062,Ti I,4681.91,,3.44,0.23
G126-062,Ti I,4840.87,,3.55,0.22
G126-062,Ti I,5064.65,,3.41,0.21
G126-062,Ti I,5192.97,,3.39,0.22
G126-062,Ti I,5210.38,,3.46,0.21
G126-062,Ti II,4028.34,,3.63,0.17
G126-062,Ti II,4394.06,,3.7,0.16
G126-062,Ti II,4395.84,,3.66,0.14
G126-062,Ti II,4399.77,,3.78,0.24
G126-062,Ti II,4417.71,,3.71,0.24
G126-062,Ti II,4418.33,,3.59,0.15
G126-062,Ti II,4444.55,,3.64,0.16
G126-062,Ti II,4450.48,,3.78,0.21
G126-062,Ti II,4464.45,,3.63,0.15
G126-062,Ti II,4470.85,,3.58,0.15
G126-062,Ti II,4493.52,,3.65,0.19
G126-062,Ti II,4533.96,,3.74,0.3
G126-062,Ti II,4583.41,,3.62,0.2
G126-062,Ti II,4657.2,,3.55,0.15
G126-062,Ti II,4708.66,,3.63,0.15
G126-062,Ti II,4798.53,,3.65,0.18
G126-062,Ti II,5129.16,,3.57,0.17
G126-062,Ti II,5185.9,,3.55,0.16
G126-062,Ti II,5226.54,,3.63,0.16
G126-062,Ti II,5336.79,,3.64,0.15
G126-062,Ti II,5381.02,,3.58,0.15
G126-062,V I,4379.23,,2.2,0.22
G126-062,V II,3951.96,,2.46,0.26
G126-062,V II,4005.71,,2.42,0.26
G126-062,Cr I,4274.8,,3.81,0.4
G126-062,Cr I,4289.72,,3.79,0.39
G126-062,Cr I,4545.95,,3.81,0.21
G126-062,Cr I,4646.15,,3.73,0.2
G126-062,Cr I,4651.28,,3.73,0.22
G126-062,Cr I,4789.34,,3.76,0.26
G126-062,Cr I,5206.04,,3.73,0.28
G126-062,Cr I,5296.69,,3.87,0.22
G126-062,Cr I,5345.8,,3.72,0.2
G126-062,Cr I,5348.31,,3.76,0.21
G126-062,Cr I,5409.77,,3.73,0.21
G126-062,Cr II,4558.59,,4.16,0.15
G126-062,Cr II,4588.14,,4.17,0.15
G126-062,Cr II,4591.99,,4.11,0.18
G126-062,Mn I,4030.75,,3.71,0.46
G126-062,Mn I,4033.06,,3.47,0.43
G126-062,Mn I,4034.48,,3.35,0.4
G126-062,Mn I,4041.35,,3.28,0.23
G126-062,Mn I,4754.04,,3.2,0.22
G126-062,Mn I,4762.37,,3.25,0.22
G126-062,Mn I,4823.52,,3.2,0.22
G126-062,Fe I,3849.97,,5.64,0.39
G126-062,Fe I,3865.52,,5.67,0.39
G126-062,Fe I,3902.95,,5.62,0.39
G126-062,Fe I,3920.26,,5.63,0.39
G126-062,Fe I,3949.95,,5.68,0.27
G126-062,Fe I,4114.44,,5.69,0.21
G126-062,Fe I,4134.68,,5.74,0.27
G126-062,Fe I,4143.87,,5.67,0.39
G126-062,Fe I,4147.67,,5.73,0.25
G126-062,Fe I,4154.5,,5.74,0.27
G126-062,Fe I,4157.78,,5.63,0.22
G126-062,Fe I,4174.91,,5.67,0.21
G126-062,Fe I,4175.64,,5.75,0.24
G126-062,Fe I,4184.89,,5.69,0.23
G126-062,Fe I,4187.04,,5.68,0.37
G126-062,Fe I,4191.43,,5.75,0.35
G126-062,Fe I,4216.18,,5.73,0.27
G126-062,Fe I,4217.55,,5.68,0.21
G126-062,Fe I,4222.21,,5.66,0.28
G126-062,Fe I,4233.6,,5.7,0.36
G126-062,Fe I,4238.81,,5.68,0.25
G126-062,Fe I,4250.12,,5.62,0.37
G126-062,Fe I,4250.79,,5.72,0.39
G126-062,Fe I,4271.15,,5.7,0.39
G126-062,Fe I,4388.41,,5.64,0.2
G126-062,Fe I,4442.34,,5.74,0.27
G126-062,Fe I,4443.19,,5.65,0.21
G126-062,Fe I,4447.72,,5.76,0.25
G126-062,Fe I,4531.15,,5.69,0.23
G126-062,Fe I,4602.94,,5.77,0.22
G126-062,Fe I,4630.12,,5.78,0.21
G126-062,Fe I,4643.46,,5.65,0.21
G126-062,Fe I,4647.43,,5.72,0.2
G126-062,Fe I,4733.59,,5.69,0.21
G126-062,Fe I,4786.81,,5.68,0.21
G126-062,Fe I,4789.65,,5.74,0.2
G126-062,Fe I,4871.32,,5.63,0.28
G126-062,Fe I,4872.14,,5.66,0.25
G126-062,Fe I,4890.76,,5.71,0.29
G126-062,Fe I,4891.49,,5.69,0.35
G126-062,Fe I,4903.31,,5.72,0.22
G126-062,Fe I,4918.99,,5.63,0.29
G126-062,Fe I,5049.82,,5.74,0.23
G126-062,Fe I,5051.63,,5.7,0.21
G126-062,Fe I,5068.77,,5.63,0.2
G126-062,Fe I,5079.74,,5.78,0.2
G126-062,Fe I,5123.72,,5.71,0.2
G126-062,Fe I,5141.74,,5.65,0.21
G126-062,Fe I,5151.91,,5.64,0.2
G126-062,Fe I,5191.45,,5.65,0.22
G126-062,Fe I,5192.34,,5.65,0.25
G126-062,Fe I,5216.27,,5.68,0.21
G126-062,Fe I,5217.39,,5.75,0.2
G126-062,Fe I,5232.94,,5.69,0.33
G126-062,Fe I,5242.49,,5.71,0.21
G126-062,Fe I,5266.56,,5.65,0.25
G126-062,Fe I,5281.79,,5.69,0.21
G126-062,Fe I,5283.62,,5.79,0.22
G126-062,Fe I,5307.36,,5.7,0.21
G126-062,Fe I,5339.93,,5.67,0.2
G126-062,Fe I,5364.87,,5.73,0.2
G126-062,Fe I,5367.47,,5.66,0.2
G126-062,Fe I,5383.37,,5.62,0.22
G126-062,Fe I,5410.91,,5.66,0.2
G126-062,Fe I,5497.52,,5.78,0.21
G126-062,Fe I,5506.78,,5.65,0.2
G126-062,Fe I,5586.76,,5.67,0.23
G126-062,Fe I,6065.48,,5.66,0.2
G126-062,Fe I,6136.61,,5.79,0.2
G126-062,Fe I,6137.69,,5.72,0.2
G126-062,Fe I,6191.56,,5.73,0.2
G126-062,Fe I,6265.13,,5.75,0.21
G126-062,Fe I,6421.35,,5.71,0.2
G126-062,Fe I,6750.15,,5.65,0.24
G126-062,Fe II,4178.86,,5.79,0.16
G126-062,Fe II,4491.41,,5.78,0.14
G126-062,Fe II,4555.89,,5.81,0.14
G126-062,Fe II,4576.34,,5.76,0.14
G126-062,Fe II,5197.58,,5.8,0.14
G126-062,Fe II,5234.63,,5.81,0.14
G126-062,Fe II,5276.0,,5.89,0.14
G126-062,Fe II,5325.55,,5.78,0.17
G126-062,Co I,3842.05,,2.96,0.25
G126-062,Co I,4121.32,,3.04,0.26
G126-062,Ni I,3807.14,,4.51,0.41
G126-062,Ni I,4605.0,,4.49,0.25
G126-062,Ni I,4904.41,,4.39,0.26
G126-062,Ni I,5081.11,,4.46,0.25
G126-062,Ni I,5084.08,,4.49,0.25
G126-062,Ni I,5476.91,,4.48,0.26
G126-062,Ni I,6767.77,,4.43,0.25
G126-062,Zn I,4680.14,,2.88,0.25
G126-062,Zn I,4722.16,,2.81,0.26
G126-062,Zn I,4810.54,,2.85,0.26
G126-062,Sr II,4077.71,,1.17,0.25
G126-062,Sr II,4215.52,,1.38,0.27
G126-062,Y II,3774.33,,0.26,0.2
G126-062,Y II,4398.01,,0.2,0.16
G126-062,Y II,4883.68,,0.27,0.18
G126-062,Y II,5087.42,,0.36,0.18
G126-062,Zr II,4149.2,,1.17,0.18
G126-062,Zr II,4161.2,,1.09,0.19
G126-062,Zr II,4208.98,,1.11,0.19
G126-062,Nb II,3818.86,<,1.28,
G126-062,Mo I,3864.1,<,0.88,
G126-062,Tc I,4262.27,<,1.2,
G126-062,Ba II,5853.69,,0.37,0.18
G126-062,La II,3995.74,,-0.4,0.26
G126-062,La II,4086.71,,-0.5,0.2
G126-062,La II,4123.22,,-0.41,0.2
G126-062,Nd II,4109.45,,-0.39,0.24
G126-062,Sm II,4424.34,<,-0.2,
G126-062,Sm II,4467.34,<,-0.21,
G126-062,Eu II,3819.67,,-0.79,0.17
G126-062,Eu II,3907.11,,-0.82,0.39
G126-062,Eu II,4129.72,,-0.86,0.17
G126-062,Gd II,4130.37,<,0.04,
G126-062,Gd II,4251.73,<,0.33,
G126-062,Dy II,3944.68,,-0.37,0.33
G126-062,Er II,3830.48,<,-0.28,
G126-062,Yb II,3694.18,,-0.68,0.22
G126-062,Hf II,4093.15,<,0.39,
G126-062,Pb I,4057.81,<,1.37,
G137-086,Li I,6707.8,,2.08,0.21
G137-086,Mg I,4167.27,,6.14,0.41
G137-086,Mg I,4702.99,,5.88,0.39
G137-086,Mg I,5528.4,,5.93,0.34
G137-086,Mg I,5711.09,,5.88,0.23
G137-086,Ca I,4318.65,,4.9,0.35
G137-086,Ca I,4425.44,,4.75,0.29
G137-086,Ca I,4434.96,,4.93,0.4
G137-086,Ca I,4435.69,,4.87,0.28
G137-086,Ca I,4454.78,,4.71,0.39
G137-086,Ca I,4455.89,,4.84,0.27
G137-086,Ca I,5588.76,,4.82,0.28
G137-086,Ca I,5857.45,,4.73,0.24
G137-086,Ca I,6102.72,,4.75,0.24
G137-086,Ca I,6162.17,,4.86,0.31
G137-086,Ca I,6439.07,,4.82,0.26
G137-086,Sc II,4400.4,,1.19,0.16
G137-086,Sc II,5526.79,,1.19,0.17
G137-086,Sc II,5657.9,,1.23,0.19
G137-086,Ti I,3989.76,,2.98,0.28
G137-086,Ti I,4512.73,,3.4,0.22
G137-086,Ti I,4518.02,,3.17,0.22
G137-086,Ti I,4534.78,,3.19,0.21
G137-086,Ti I,4555.48,,3.3,0.24
G137-086,Ti I,4656.47,,3.48,0.22
G137-086,Ti I,4681.91,,3.32,0.24
G137-086,Ti I,5210.38,,3.05,0.22
G137-086,Ti II,4395.03,,3.51,0.3
G137-086,Ti II,4399.77,,3.24,0.2
G137-086,Ti II,4417.71,,3.36,0.21
G137-086,Ti II,4418.33,,3.24,0.18
G137-086,Ti II,4443.8,,3.38,0.29
G137-086,Ti II,4444.55,,3.31,0.18
G137-086,Ti II,4450.48,,3.38,0.18
G137-086,Ti II,4501.27,,3.33,0.27
G137-086,Ti II,4571.97,,3.34,0.27
G137-086,Ti II,4657.2,,3.44,0.16
G137-086,Ti II,4708.66,,3.48,0.16
G137-086,Ti II,5129.16,,3.42,0.17
G137-086,Ti II,5336.79,,3.38,0.16
G137-086,Ti II,5381.02,,3.39,0.17
G137-086,V I,4379.23,,1.88,0.26
G137-086,V II,3951.96,,2.22,0.32
G137-086,V II,4005.71,,2.32,0.31
G137-086,Cr I,4545.95,,3.5,0.23
G137-086,Cr I,4646.15,,3.42,0.21
G137-086,Cr I,4651.28,,3.87,0.22
G137-086,Cr I,5206.04,,3.65,0.3
G137-086,Cr I,5296.69,,3.74,0.23
G137-086,Cr I,5409.77,,3.28,0.22
G137-086,Cr II,4558.59,,4.06,0.15
G137-086,Cr II,4588.14,,4.2,0.15
G137-086,Mn I,4030.75,,3.51,0.49
G137-086,Mn I,4033.06,,3.51,0.45
G137-086,Mn I,4034.48,,3.39,0.42
G137-086,Mn I,4041.35,,2.99,0.28
G137-086,Mn I,4762.37,,3.14,0.23
G137-086,Mn I,4823.52,,3.09,0.22
G137-086,Fe I,4005.24,,5.67,0.41
G137-086,Fe I,4143.87,,5.53,0.4
G137-086,Fe I,4147.67,,5.6,0.28
G137-086,Fe I,4154.5,,5.6,0.29
G137-086,Fe I,4157.78,,5.63,0.26
G137-086,Fe I,4174.91,,5.71,0.26
G137-086,Fe I,4187.04,,5.59,0.4
G137-086,Fe I,4216.18,,5.62,0.3
G137-086,Fe I,4222.21,,5.51,0.3
G137-086,Fe I,4233.6,,5.52,0.37
G137-086,Fe I,4250.12,,5.48,0.39
G137-086,Fe I,4250.79,,5.51,0.4
G137-086,Fe I,4271.15,,5.57,0.4
G137-086,Fe I,4375.93,,5.67,0.35
G137-086,Fe I,4415.12,,5.64,0.39
G137-086,Fe I,4442.34,,5.63,0.28
G137-086,Fe I,4443.19,,5.63,0.22
G137-086,Fe I,4447.72,,5.53,0.24
G137-086,Fe I,4466.55,,5.56,0.26
G137-086,Fe I,4489.74,,5.53,0.21
G137-086,Fe I,4494.56,,5.68,0.31
G137-086,Fe I,4531.15,,5.58,0.24
G137-086,Fe I,4602.94,,5.53,0.22
G137-086,Fe I,4647.43,,5.63,0.21
G137-086,Fe I,4733.59,,5.64,0.21
G137-086,Fe I,4786.81,,5.56,0.22
G137-086,Fe I,4789.65,,5.52,0.21
G137-086,Fe I,4871.32,,5.64,0.32
G137-086,Fe I,4872.14,,5.7,0.28
G137-086,Fe I,4890.76,,5.52,0.28
G137-086,Fe I,4891.49,,5.53,0.35
G137-086,Fe I,5051.63,,5.62,0.22
G137-086,Fe I,5068.77,,5.54,0.21
G137-086,Fe I,5079.74,,5.65,0.21
G137-086,Fe I,5123.72,,5.65,0.2
G137-086,Fe I,5127.36,,5.56,0.21
G137-086,Fe I,5131.47,,5.54,0.23
G137-086,Fe I,5151.91,,5.71,0.21
G137-086,Fe I,5166.28,,5.56,0.2
G137-086,Fe I,5171.6,,5.64,0.28
G137-086,Fe I,5191.45,,5.59,0.23
G137-086,Fe I,5192.34,,5.63,0.27
G137-086,Fe I,5194.94,,5.53,0.22
G137-086,Fe I,5198.71,,5.58,0.21
G137-086,Fe I,5216.27,,5.54,0.21
G137-086,Fe I,5217.39,,5.69,0.21
G137-086,Fe I,5225.53,,5.51,0.25
G137-086,Fe I,5232.94,,5.65,0.35
G137-086,Fe I,5242.49,,5.61,0.21
G137-086,Fe I,5281.79,,5.66,0.21
G137-086,Fe I,5283.62,,5.64,0.22
G137-086,Fe I,5307.36,,5.56,0.22
G137-086,Fe I,5339.93,,5.69,0.21
G137-086,Fe I,5364.87,,5.61,0.2
G137-086,Fe I,5367.47,,5.5,0.21
G137-086,Fe I,5369.96,,5.55,0.21
G137-086,Fe I,5383.37,,5.57,0.23
G137-086,Fe I,5410.91,,5.52,0.2
G137-086,Fe I,5415.2,,5.51,0.21
G137-086,Fe I,5434.52,,5.71,0.29
G137-086,Fe I,5497.52,,5.63,0.21
G137-086,Fe I,5501.47,,5.67,0.21
G137-086,Fe I,5506.78,,5.69,0.21
G137-086,Fe I,5586.76,,5.61,0.24
G137-086,Fe I,5662.52,,5.7,0.22
G137-086,Fe I,5753.12,,5.62,0.24
G137-086,Fe I,6065.48,,5.52,0.2
G137-086,Fe I,6136.61,,5.7,0.21
G137-086,Fe I,6137.69,,5.66,0.21
G137-086,Fe I,6191.56,,5.55,0.21
G137-086,Fe I,6213.43,,5.57,0.23
G137-086,Fe I,6219.28,,5.62,0.22
G137-086,Fe I,6265.13,,5.58,0.23
G137-086,Fe I,6393.6,,5.67,0.2
G137-086,Fe I,6430.85,,5.61,0.21
G137-086,Fe I,6592.91,,5.58,0.21
G137-086,Fe I,6593.87,,5.58,0.24
G137-086,Fe I,6750.15,,5.62,0.26
G137-086,Fe II,4233.17,,5.82,0.26
G137-086,Fe II,4491.41,,5.66,0.15
G137-086,Fe II,4515.34,,5.74,0.15
G137-086,Fe II,4522.63,,5.79,0.16
G137-086,Fe II,4583.84,,5.83,0.2
G137-086,Fe II,5197.58,,5.72,0.15
G137-086,Fe II,5234.63,,5.73,0.15
G137-086,Fe II,5276.0,,5.72,0.15
G137-086,Co I,4121.32,,2.97,0.31
G137-086,Ni I,4605.0,,4.29,0.26
G137-086,Ni I,5081.11,,4.43,0.25
G137-086,Ni I,5155.76,,4.2,0.28
G137-086,Ni I,6643.64,,4.55,0.25
G137-086,Ni I,6767.77,,4.5,0.26
G137-086,Cu I,5105.5,<,2.14,
G137-086,Zn I,4722.16,,2.67,0.27
G137-086,Zn I,4810.54,,2.91,0.26
G137-086,Sr II,4077.71,,1.09,0.29
G137-086,Sr II,4215.52,,1.21,0.31
G137-086,Zr II,4149.2,,1.0,0.24
G137-086,Zr II,4161.2,,1.13,0.26
G137-086,Zr II,4208.98,,0.8,0.36
G137-086,Tc I,4262.27,<,1.61,
G137-086,Ba II,4554.03,,0.0,0.28
G137-086,Ba II,5853.69,,0.04,0.22
G137-086,Ba II,6141.73,,-0.06,0.15
G137-086,Ba II,6496.91,,0.04,0.15
G137-086,La II,4123.22,<,-0.34,
G137-086,Ce II,3999.24,<,0.61,
G137-086,Ce II,4073.47,<,0.89,
G137-086,Ce II,4083.22,<,0.23,
G137-086,Pr II,4179.4,<,0.46,
G137-086,Nd II,4446.38,<,0.64,
G137-086,Nd II,4706.54,<,0.51,
G137-086,Nd II,4825.48,<,0.47,
G137-086,Sm II,4424.34,<,0.03,
G137-086,Sm II,4467.34,<,0.12,
G137-086,Eu II,4129.72,<,-0.92,
G137-086,Gd II,4049.85,<,0.74,
G137-086,Tb II,4002.57,<,0.77,
G137-086,Tb II,4752.53,<,0.37,
G137-086,Dy II,4449.7,<,1.07,
G137-086,Tm II,3996.51,<,0.57,
G137-086,Hf II,4093.15,<,0.77,
G137-086,Pb I,4057.81,<,1.78,
G137-086,Th II,4094.75,<,0.76,
G146-056,Li I,6707.8,,1.22,0.16
G146-056,Na I,5682.63,,4.38,0.21
G146-056,Na I,5688.2,,4.47,0.19
G146-056,Mg I,5528.4,,6.2,0.19
G146-056,Mg I,5711.09,,6.33,0.13
G146-056,Si I,5708.4,,6.22,0.21
G146-056,Ca I,4425.44,,5.1,0.22
G146-056,Ca I,4435.69,,5.05,0.22
G146-056,Ca I,4455.89,,5.03,0.22
G146-056,Ca I,5588.76,,5.03,0.22
G146-056,Ca I,5857.45,,5.14,0.22
G146-056,Ca I,6102.72,,5.09,0.21
G146-056,Ca I,6122.22,,5.08,0.21
G146-056,Ca I,6162.17,,5.09,0.21
G146-056,Ca I,6439.07,,5.17,0.22
G146-056,Sc II,4246.84,,1.37,0.16
G146-056,Sc II,4415.56,,1.43,0.15
G146-056,Sc II,5526.79,,1.5,0.12
G146-056,Sc II,5657.9,,1.34,0.16
G146-056,Ti I,4518.02,,3.4,0.12
G146-056,Ti I,4533.24,,3.46,0.19
G146-056,Ti I,4534.78,,3.4,0.18
G146-056,Ti I,4548.76,,3.64,0.14
G146-056,Ti I,4555.48,,3.72,0.13
G146-056,Ti I,4656.47,,3.61,0.13
G146-056,Ti I,4681.91,,3.46,0.13
G146-056,Ti I,4840.87,,3.58,0.12
G146-056,Ti I,5064.65,,3.53,0.15
G146-056,Ti I,5192.97,,3.73,0.17
G146-056,Ti I,5210.38,,3.62,0.2
G146-056,Ti II,4399.77,,3.79,0.22
G146-056,Ti II,4417.71,,3.53,0.18
G146-056,Ti II,4418.33,,3.38,0.13
G146-056,Ti II,4443.8,,3.58,0.16
G146-056,Ti II,4501.27,,3.48,0.16
G146-056,Ti II,4533.96,,3.72,0.16
G146-056,Ti II,4571.97,,3.84,0.16
G146-056,Ti II,4583.41,,3.8,0.15
G146-056,Ti II,5336.79,,3.61,0.13
G146-056,Ti II,5381.02,,3.58,0.13
G146-056,Ti II,5418.77,,3.49,0.14
G146-056,V I,4379.23,,2.35,0.22
G146-056,Cr I,4545.95,,3.93,0.15
G146-056,Cr I,4646.15,,4.0,0.19
G146-056,Cr I,4789.34,,3.98,0.11
G146-056,Cr I,5296.69,,4.14,0.14
G146-056,Cr I,5300.74,,4.19,0.11
G146-056,Cr I,5345.8,,4.0,0.18
G146-056,Cr I,5348.31,,3.99,0.14
G146-056,Cr I,5409.77,,4.14,0.22
G146-056,Cr II,4558.59,,4.36,0.14
G146-056,Mn I,4034.48,,2.86,0.35
G146-056,Mn I,4754.04,,3.48,0.17
G146-056,Mn I,4762.37,,3.37,0.17
G146-056,Mn I,4823.52,,3.38,0.17
G146-056,Fe I,4184.89,,5.85,0.22
G146-056,Fe I,4602.94,,5.88,0.19
G146-056,Fe I,4643.46,,5.95,0.1
G146-056,Fe I,4647.43,,6.02,0.17
G146-056,Fe I,4736.77,,5.93,0.19
G146-056,Fe I,4786.81,,5.91,0.12
G146-056,Fe I,4789.65,,5.91,0.13
G146-056,Fe I,5044.21,,5.84,0.1
G146-056,Fe I,5051.63,,5.92,0.19
G146-056,Fe I,5068.77,,5.91,0.19
G146-056,Fe I,5079.74,,5.87,0.17
G146-056,Fe I,5083.34,,5.9,0.19
G146-056,Fe I,5141.74,,6.01,0.12
G146-056,Fe I,5151.91,,5.96,0.17
G146-056,Fe I,5198.71,,5.84,0.15
G146-056,Fe I,5216.27,,5.81,0.19
G146-056,Fe I,5217.39,,5.89,0.15
G146-056,Fe I,5225.53,,5.94,0.12
G146-056,Fe I,5281.79,,5.86,0.19
G146-056,Fe I,5307.36,,5.92,0.14
G146-056,Fe I,5332.9,,5.99,0.16
G146-056,Fe I,5339.93,,5.95,0.19
G146-056,Fe I,5364.87,,5.88,0.16
G146-056,Fe I,5367.47,,5.86,0.18
G146-056,Fe I,5369.96,,5.89,0.19
G146-056,Fe I,5379.57,,5.84,0.12
G146-056,Fe I,5497.52,,5.94,0.19
G146-056,Fe I,5501.47,,5.8,0.17
G146-056,Fe I,5506.78,,5.92,0.19
G146-056,Fe I,5753.12,,5.97,0.1
G146-056,Fe I,5816.37,,5.97,0.11
G146-056,Fe I,6065.48,,5.83,0.16
G146-056,Fe I,6136.61,,5.85,0.17
G146-056,Fe I,6137.69,,6.01,0.18
G146-056,Fe I,6191.56,,5.98,0.18
G146-056,Fe I,6213.43,,5.83,0.1
G146-056,Fe I,6219.28,,6.01,0.12
G146-056,Fe I,6230.72,,6.01,0.18
G146-056,Fe I,6240.65,,5.92,0.12
G146-056,Fe I,6246.32,,5.91,0.12
G146-056,Fe I,6265.13,,5.96,0.11
G146-056,Fe I,6355.03,,5.87,0.11
G146-056,Fe I,6393.6,,5.99,0.17
G146-056,Fe I,6421.35,,5.97,0.15
G146-056,Fe I,6430.85,,5.96,0.16
G146-056,Fe I,6494.98,,5.96,0.19
G146-056,Fe I,6592.91,,5.99,0.15
